date;feeToken0;feeToken1;feeV;fgV;feeUSD;activeLiquidity;amountV;amountTR;amountVlast;S1%;unb%;multiplier;feeunb
2023-05-25;0.0011154498569336542;0.008823678804707493;0.001716004638464973;1.0535372328537606e-19;65.33214448140242;35.0;39.47163737263191;38.13095181707391;39.47163737263191;0.004347437179423379;2.762945016185035e-19;1.5734794409431094e+16;1.090579637593763e-19
2023-05-26;0.003665769769656918;0.03712195924851658;0.006197525335215081;3.217399346295663e-19;235.9536865760566;66.66666666666667;39.48065840384666;38.13079685711658;39.48065840384666;0.015697624066500486;8.437797296374049e-19;1.860393597419813e+16;3.3312979273904474e-19
2023-05-27;0.00017463085555616384;0.0;0.00017463085555616384;2.5635782733441153e-20;6.648588255747358;13.636363636363637;39.493605931637774;38.12998446100485;39.493605931637774;0.0004421750089329511;6.723260734516849e-20;6576794005070323.0;2.6552581002466197e-20
2023-05-28;0.007038659047830808;0.17463849114491994;0.018840186912626934;9.67973483824551e-19;717.2881621890173;72.72727272727273;39.49276332185965;38.130060337520355;39.49276332185965;0.04770541569624402;2.5386098927099143e-18;1.8791944297246656e+16;1.0025671965932415e-18
2023-05-29;0.00288927386667026;0.0;0.00288927386667026;1.9498028058302867e-19;110.0011348876634;40.90909090909091;39.45014414680172;38.13016157334004;39.45014414680172;0.007323861367701738;5.113544567808901e-19;1.432247489111048e+16;2.0173007030115603e-19
2023-05-30;0.0020656843323896682;0.0;0.0020656843323896682;1.6319709379120402e-19;78.64523453583064;36.36363636363637;39.482581897557786;38.130722042526415;39.482581897557786;0.005231887665678323;4.279937149083976e-19;1.2224216112141018e+16;1.6898296900510806e-19
2023-05-31;0.0025126456805490277;0.0001271548070645157;0.0025213765704749226;1.4723159691423345e-19;95.99445986442356;38.095238095238095;39.5135656390872;38.12710376949027;39.5135656390872;0.006381040358404792;3.8615992917891084e-19;1.6524346200220084e+16;1.5258555708796158e-19
2023-06-01;0.005883092251883363;0.00021978733995445474;0.005898253173539919;3.1881448804397004e-19;224.5597243060517;34.78260869565217;39.547614723381756;38.11571456576317;39.547614723381756;0.014914308270664658;8.364384393053989e-19;1.7830730356019868e+16;3.307914513747665e-19
2023-06-02;0.005381585352030436;0.0001604911553536968;0.005392760728020745;3.0030637238851793e-19;205.31449341060488;37.5;39.58165285602142;38.08857648313284;39.58165285602142;0.013624394988347138;7.88442100275146e-19;1.7280146485826386e+16;3.120784151016326e-19
2023-06-03;0.00022947772678372287;0.0007299577556471752;0.0002804041699508515;4.5716033996429164e-20;10.675615516286777;21.73913043478261;39.601009937183555;38.05209242669833;39.601009937183555;0.0007080732799381581;1.201406574014143e-19;5893702392291243.0;4.757691367613173e-20
2023-06-04;0.0;0.010898528643426903;0.0007597101457543187;4.69822666409275e-20;28.92386879024252;10.0;39.60140008783391;38.0508862821625;39.60140008783391;0.0019183921378267434;1.2347220060141372e-19;1.5537036907761878e+16;4.889672015741871e-20
2023-06-05;0.0068319460477138105;0.003988877018810608;0.0071108775684932;3.680512403094668e-19;270.72705415874316;28.571428571428573;39.59958782832703;38.05620250539328;39.59958782832703;0.017956948439262616;9.671255040681134e-19;1.856734039556249e+16;3.829777133936031e-19
2023-06-06;0.0003476316634854412;0.16068557961712393;0.011546957242902217;7.516324741017048e-19;439.61855463787674;24.685454545454544;39.609635504760845;37.994239613056465;39.609635504760845;0.029151889674708924;1.9782800807610094e-18;1.4735976952007072e+16;7.835895292527243e-19
2023-06-07;0.004997957309558293;0.01454631407948742;0.0060115413801528385;3.16324866278188e-19;228.87286036441046;47.61904761904762;39.58305716845277;38.08679401034504;39.58305716845277;0.015187157865471711;8.305368684806304e-19;1.8285952667284756e+16;3.287518834557653e-19
2023-06-08;0.00023713695726985284;0.007565715201370235;0.0007640184757696432;4.421077763789732e-20;29.08789657473996;17.391304347826086;39.59807301994166;38.06016399309891;39.59807301994166;0.0019294334736563623;1.1616023947220417e-19;1.6610102410455636e+16;4.5997216446342503e-20
2023-06-09;0.00016109143568144132;0.0427966004665171;0.0031321538883244187;1.9994638595742965e-19;119.2481219357579;23.80952380952381;39.59703596061164;38.06267067790917;39.59703596061164;0.00791007158071141;5.253083464620748e-19;1.5057959071058632e+16;2.0800653485268217e-19
2023-06-10;0.003802420536060507;0.32148758883817463;0.025692871269856383;1.3258638373303313e-18;978.1852218335906;52.17391304347826;39.58312863704861;38.086701056622836;39.58312863704861;0.06490864202636229;3.4811726942672e-18;1.8645625404695932e+16;1.3779570656495967e-18
2023-06-11;0.002185712305013334;0.01498759127686923;0.00320219798410022;1.6817746097868547e-19;121.91485772581224;25.0;39.42557518832268;38.12758624522859;39.42557518832268;0.00812213384029123;4.410912872821362e-19;1.8413725399876356e+16;1.73902777116559e-19
2023-06-12;1.5252797644889317e-06;0.08367612757536722;0.005647298038883273;2.918562479319186e-19;215.00529959866623;23.80952380952381;39.426718259892226;38.127740516935646;39.426718259892226;0.014323530560310726;7.654695609415444e-19;1.871208378644406e+16;3.0179952715765674e-19
2023-06-13;0.0018134203613091714;0.05627528593413162;0.005589347406842305;2.8719560598226154e-19;212.7989890908602;54.54545454545455;39.35147115458895;38.111979498998465;39.35147115458895;0.014203655525062895;7.535573060166258e-19;1.8848806071756828e+16;2.965358859104301e-19
2023-06-14;0.0005187261488042448;0.2240291241801472;0.015297198765836625;7.9392561886143975e-19;582.398658796381;40.0;39.33636554059211;38.107691232651874;39.33636554059211;0.03888818541217563;2.083373705361555e-18;1.866596727802459e+16;8.195234963175997e-19
2023-06-15;0.0;0.10045633045747494;0.006581115562993029;3.581107807360447e-19;250.55782669380167;25.0;39.07542301755897;37.999634967279825;39.07542301755897;0.016842083987256475;9.424058442782451e-19;1.7871370481743164e+16;3.682490701939223e-19
2023-06-16;0.006389178200077376;0.11960929332904889;0.014160935886973237;7.858248562644952e-19;539.1385830910131;31.818181818181817;38.9215810415012;37.91770843799259;38.9215810415012;0.03638324936459737;2.0724481743129775e-18;1.7555685983153004e+16;8.066295957083375e-19
2023-06-17;0.005034077559796075;0.06100392651217824;0.00902681729233591;4.732222503840594e-19;343.6711756663175;58.333333333333336;38.91289901530888;37.91282278458668;38.91289901530888;0.02319749368656556;1.2481852197416599e-18;1.858497706884144e+16;4.857050540820834e-19
2023-06-18;0.0008659441900425697;0.007289340451660293;0.001341771049181718;9.325224366051006e-20;51.08423257207426;12.5;38.93324608548897;37.92423337792009;38.93324608548897;0.0034463374726974466;2.4589091289265866e-19;1.4015717100541704e+16;9.573331421835412e-20
2023-06-19;6.503342169657259e-11;0.10440737943139072;0.006785622088021987;3.493417008194594e-19;258.3438486782954;36.8421052631579;38.94338709921553;37.92986834498927;38.94338709921553;0.017424324367919904;9.21020072208105e-19;1.8918506657673436e+16;3.586764119814767e-19
2023-06-20;0.0002905819427847586;0.2518828997321479;0.016400280890863813;9.031787080074086e-19;624.3954688001087;62.5;38.77116628944478;37.82989768994673;38.77116628944478;0.04230020002088174;2.3874733032847394e-18;1.771755938074121e+16;9.256512445326265e-19
