date;amountV;amount0;amount1;close;feeV;amountVlast;HODL;IL;ActiveLiq;feecumsum;PNL;HODLnorm;ILnorm;PNLnorm;feecumsumnorm
2023-06-04;0.06836609850552264;0.05697289302576792;0.1633059822592411;0.06976600196843066;3.8466665711898617e-07;0.06835651501050859;0.9804963761976535;-0.912139861187145;50.0;2.4245096339008794e-05;-0.9121156160908059;1440.9194249973868;-1340.4639488785115;-1340.4283187312474;0.03563014726407145
2023-06-05;0.06835651501050859;0.056867422439995034;0.16481839181231356;0.06970758811672376;3.5046268170667187e-06;0.06844928912514603;0.9811431831736771;-0.9126938940485311;66.66666666666667;2.7749723156075513e-05;-0.912666144325375;1441.869960622608;-1341.2781453726934;-1341.2373648903738;0.0407804823195273
2023-06-06;0.06844928043565424;0.057930843514516946;0.14962709819395384;0.07029767367073302;7.1665684089333285e-06;0.06829095765486404;0.9746586798568674;-0.9063677222020033;81.81818181818181;3.491629156500884e-05;-0.9063328059104383;1432.3404539181718;-1331.9813196823393;-1331.9300073430118;0.05131233932755666
2023-06-07;0.06829093533422176;0.05616910460860939;0.17486407061535972;0.06932144884283403;2.959398027944481e-06;0.06834916176980702;0.9854462593254891;-0.9170970975556821;85.71428571428571;3.787568959295332e-05;-0.9170592218660892;1448.193682122155;-1347.7490121904527;-1347.6933507742613;0.05566141619135994
2023-06-08;0.06834909267030075;0.05678636702305307;0.16598155814686955;0.06966271299258646;4.214465563359625e-07;0.06834426180176048;0.9816408147917836;-0.9132965529900231;78.26086956521739;3.829713614928929e-05;-0.9132582558538738;1442.6012708879282;-1342.1638018590659;-1342.1075210927734;0.05628076629235442
2023-06-09;0.06834426180176048;0.05673390166143039;0.16673484922475357;0.0696336740298345;1.567692431837087e-06;0.06829111160122354;0.9819631770202527;-0.9136720654190291;66.66666666666667;3.9864828581126376e-05;-0.913632200590448;1443.075008484683;-1342.7156480121146;-1342.6570633938832;0.05858461823132384
2023-06-10;0.06829117091311693;0.05617154461003034;0.17482887259584595;0.06932279618998444;1.2643735963436523e-05;0.06797193329227136;0.9854311613558091;-0.9174592280635377;95.65217391304348;5.25085645445629e-05;-0.9174067194989932;1448.1714944238443;-1348.2811925185197;-1348.2040268986684;0.0771656198510393
2023-06-11;0.06797193444649155;0.05320928629062039;0.21807041010100767;0.06769670469750243;1.6035096370633721e-06;0.06799571423955088;1.0040899790105875;-0.9360942647710366;75.0;5.411207418162627e-05;-0.936040152696855;1475.5921493685541;-1375.666899420879;-1375.5873773127835;0.07952210809546842
2023-06-12;0.06797370050636727;0.05322413459551178;0.21785108751452265;0.06770480734860797;2.7798345875405907e-06;0.06788387701229165;1.003994782101618;-0.9361109050893264;66.66666666666667;5.689190876916686e-05;-0.9360540131805573;1475.4522497435644;-1375.6913537263142;-1375.6077464244815;0.08360730183274684
2023-06-13;0.06786428081839223;0.052329275397249894;0.23111599577950256;0.067217352778834;2.738570065960375e-06;0.06784368667284682;1.0097626589438327;-0.9419189722709859;81.81818181818181;5.963047883512723e-05;-0.9418593417921507;1483.9286153729508;-1384.2267823387053;-1384.1391504847165;0.0876318539887287
2023-06-14;0.06784368667284682;0.05216619995148753;0.23354368851476087;0.06712871078238712;7.570538606607943e-06;0.06752938197773957;1.0108205295777732;-0.9432911476000336;75.0;6.720101744173517e-05;-0.9432239465825919;1485.4832425827835;-1386.2433059425912;-1386.1445485644283;0.0987573781627773
2023-06-15;0.06752938197773957;0.049849764713787;0.26837764018705;0.06587589506946435;3.317256221263434e-06;0.06736630913076436;1.0260763335543281;-0.9587100244235638;55.0;7.051827366299861e-05;-0.9586395061499008;1507.9028912703366;-1408.9026034841334;-1408.7989711272935;0.10363235683985132
2023-06-16;0.06736630661898292;0.04875253212418908;0.2851086997175182;0.06528658898601171;7.458008784066464e-06;0.06735754715784209;1.0334549198398806;-0.9660973726820385;72.72727272727273;7.797628244706507e-05;-0.9660193963995914;1518.7463258469154;-1419.758914494824;-1419.6443219855657;0.11459250925819763
2023-06-17;0.06735742330658312;0.048694472550148055;0.285998214893675;0.0652554798755417;4.428569372754875e-06;0.0673787529094195;1.0338481342005679;-0.9664693812911483;91.66666666666667;8.240485181981994e-05;-0.9663869764393285;1519.324186432897;-1420.3056114986532;-1420.184510845368;0.12110065328510082
2023-06-18;0.06737829011402457;0.04883111992396933;0.2839053521012287;0.06532870920813813;8.796043152315266e-07;0.06738875371137253;1.032923123504142;-0.9655343697927695;62.5;8.328445613505147e-05;-0.9654510853366345;1517.9648077414843;-1418.9315358127901;-1418.8091425091957;0.1223933035945734
2023-06-19;0.06738875371137253;0.04889999269076121;0.2828514002925635;0.06536563369135778;3.3308919719674873e-06;0.06721626866788738;1.0324574906492077;-0.9652412219813202;73.6842105263158;8.661534810701896e-05;-0.9651546066332132;1517.2805222694728;-1418.5007311854943;-1418.3734428643743;0.12728832111986846
2023-06-20;0.06721626866788738;0.047793328024466536;0.2998589731183478;0.06477358486702692;8.10855721700329e-06;0.06675027356388694;1.0399874539125251;-0.9732371803486382;79.16666666666667;9.472390532402225e-05;-0.9731424564433141;1528.346417665953;-1430.2514444085448;-1430.112239901005;0.13920450753964111
2023-06-21;0.06675027356388694;0.0450589341326628;0.34255464515537143;0.06332227496546039;1.8784722424550237e-05;0.06654602521577851;1.0590415547461878;-0.9924955295304092;95.83333333333333;0.00011350862774857248;-0.9923820209026606;1556.3479734937825;-1458.5531598488499;-1458.3863496590336;0.16681018981629042
2023-06-22;0.06673987975353586;0.04500151050947703;0.3434617093403246;0.06329197302899059;8.913173759812602e-06;0.06654194582261376;1.059448698694065;-0.9929067528714512;95.65217391304348;0.00012242180150838508;-0.9927843310699429;1556.9463047446757;-1459.1574861008426;-1458.977577274947;0.179908825895596
2023-06-23;0.06654200441347796;0.04393346399046385;0.36041208234892236;0.06272969617352152;7.505041607682357e-06;0.06616013229954416;1.0670749503572883;-1.000914818057744;69.56521739130434;0.00012992684311606743;-1.000784891214628;1568.1537038011327;-1470.9259912821901;-1470.7350531853044;0.19093809688572472
2023-06-24;0.06616025470584153;0.04199244032008912;0.3916082665895076;0.06171426000842226;4.066487522174576e-06;0.06613195668220752;1.0811995667148484;-1.0150676100326408;56.52173913043478;0.000133993330638242;-1.0149336167020024;1588.9109799872726;-1491.7246738368974;-1491.5277597048068;0.19691413209039707
2023-06-25;0.06613182949171673;0.041853481568862205;0.3938612354735248;0.06164188230828444;9.085616776609764e-06;0.06635369371835145;1.08222410007654;-1.0158704063581885;95.23809523809524;0.00014307894741485175;-1.0157273274107737;1590.4166153554972;-1492.90444853865;-1492.6941823513973;0.21026618725277132
2023-06-26;0.06635380842954507;0.0429584201879904;0.37601937293034404;0.06221857150399684;3.662772539944707e-06;0.06612422106708114;1.0741270163324612;-1.00800279526538;77.27272727272727;0.00014674171995479645;-1.0078560535454253;1578.5172901403253;-1481.3423521075385;-1481.1267031771872;0.2156489303513439
2023-06-27;0.06612421306454068;0.04181636918855587;0.3944633942193552;0.06162255923414678;5.456380513740389e-06;0.06623410401857582;1.0824980324377553;-1.0162639284191795;91.30434782608695;0.00015219810046853685;-1.0161117303187108;1590.819181310857;-1493.4827613153334;-1493.2590937886227;0.22366752671058315
2023-06-28;0.0660872446354209;0.04163695156550856;0.3973771600735516;0.06152918568693473;5.412789699491744e-06;0.06588663895176508;1.083824161226257;-1.0179375222744917;72.72727272727273;0.0001576108901680286;-1.0177799113843238;1592.7680357664035;-1495.9422440367564;-1495.7106219739449;0.23162206281164383
2023-06-29;0.06588675471575237;0.040683780514705;0.4129312000830858;0.06103431805583178;3.646452903009123e-06;0.06583147390660604;1.0909202089511458;-1.0250887350445397;90.9090909090909;0.00016125734307103772;-1.0249274777014687;1603.196256875341;-1506.451534680554;-1506.2145538576817;0.23698082287219582
2023-06-30;0.06583136143854554;0.040426053282459976;0.41715848547724405;0.0609008543288314;1.818717947013725e-05;0.06676194326993605;1.0928537282474569;-1.0260917849775208;87.5;0.00017944452254117497;-1.0259123404549797;1606.037721240019;-1507.925598397423;-1507.6618900304004;0.26370836702290634
2023-07-01;0.06679897233534182;0.04532984743116171;0.33828114431597783;0.06346533132253587;3.4828339899321787e-06;0.06662671159240573;1.0571246662794285;-0.9904979546870227;95.65217391304348;0.00018292735653110715;-0.9903150273304916;1553.530949490065;-1455.617560631356;-1455.348733955615;0.26882667574077845
2023-07-02;0.06662671159240573;0.04438498171719747;0.35322783310287004;0.06296709316428875;4.471597526088427e-06;0.06675224260666798;1.0638384837953068;-0.9970862411886388;75.0;0.00018739895405719557;-0.9968988422345816;1563.3974521201233;-1465.2995851936912;-1465.0241871405417;0.27539805314973703
2023-07-03;0.06675223972629696;0.04506981232759237;0.34238286197432355;0.0633280161094355;1.0032154927344022e-05;0.0666183205053055;1.0589644592887506;-0.9923461387834451;91.66666666666667;0.0001974311089845396;-0.9921487076744606;1556.2346754287444;-1458.3336179571704;-1458.0434768338164;0.29014112335408754
2023-07-04;0.06661166422296572;0.04430416889321574;0.3545116802781065;0.06292457081315417;3.8112920022321855e-06;0.06663894946604224;1.0644164016421822;-0.99777745217614;85.71428571428571;0.00020124240098677178;-0.9975762097751533;1564.2467495492936;-1466.315376136769;-1466.0196340088487;0.29574212792041804
2023-07-05;0.06663178915337052;0.044412311236366034;0.3527938540689559;0.06298147674834931;3.2343553746488844e-06;0.06656008681994986;1.0636431742921462;-0.9970830874721963;73.91304347826087;0.00020447675636142066;-0.996878610715835;1563.1104288696324;-1465.2949505500626;-1464.9944552730233;0.30049527703938717
2023-07-06;0.06655153985316778;0.043983882490588336;0.3596085098405339;0.06275618275158984;6.275155295125627e-06;0.06626539223873548;1.0667126415478472;-1.0004472493091117;82.6086956521739;0.0002107519116565463;-1.0002364973974551;1567.6212614443377;-1470.238860856437;-1469.929143726692;0.3097171297449386
2023-07-07;0.06612186914496836;0.04180495825517264;0.3946485777559322;0.061616618582708664;3.1574705705581558e-06;0.06618477431893023;1.0825822842444877;-1.0163975099255573;84.21052631578948;0.00021390938222710446;-1.0161836005433302;1590.9429962150816;-1493.679070238072;-1493.3647129477008;0.3143572903711495
2023-07-08;0.06618473278323903;0.04211268072091449;0.38966091433371114;0.061776922387727334;3.0477397960740218e-06;0.0660761699997823;1.0803144962870865;-1.0142383262873043;85.71428571428571;0.00021695712202317847;-1.014021369165281;1587.6102967794484;-1490.5059737106167;-1490.1871375179453;0.3188361926711569
2023-07-09;0.06607617692814047;0.0415834661996616;0.39824662488945334;0.061501364224436646;2.6038260288837615e-06;0.06618550017856673;1.0842200715101633;-1.0180345713315966;87.5;0.00021956094805206222;-1.0178150103835446;1593.3498582315199;-1496.0848655445504;-1495.7622028170797;0.3226627274706859
2023-07-10;0.06618549388615173;0.042116428036528215;0.38960025646625934;0.06177887578394851;3.3466224520028384e-06;0.06621911114867061;1.0802869345353014;-1.014067823386631;68.18181818181819;0.00022290757050406505;-1.013844915816127;1587.5697925363954;-1490.2554057864888;-1489.9278249242689;0.3275808622198665
2023-07-11;0.0662194690527613;0.04228424322031646;0.38688579376100735;0.061866385942386;3.7387256290215858e-06;0.0659958456739419;1.0790539816922862;-1.0130581360183442;82.6086956521739;0.00022664629613308664;-1.012831489722211;1585.7578677351064;-1488.7715878168794;-1488.4385125922995;0.3330752245799644
2023-07-12;0.06601479797677118;0.04128872874841706;0.4030449775670349;0.06134816361591221;3.525193703818854e-06;0.0661528640311118;1.0864066089469795;-1.0202537449158677;71.42857142857143;0.00023017148983690548;-1.0200235734260308;1596.5631533978014;-1499.3461221923494;-1499.0078664079958;0.3382557843535857
2023-07-13;0.06615286034171122;0.041956223475974115;0.39219520357406945;0.06169539210381334;1.8019413702673896e-05;0.06684919630918747;1.0814664173009596;-1.014617220991772;68.18181818181819;0.0002481909035395794;-1.0143690300882324;1589.303138696304;-1491.062790393421;-1490.6980536104004;0.36473678302074736
2023-07-14;0.06696168329807145;0.046258505899934105;0.3237049576467821;0.06395693642952509;5.973531994592153e-06;0.0668859188903486;1.0506027544183756;-0.983716835528027;78.26086956521739;0.00025416443553417153;-0.9834626710924929;1543.946467877644;-1445.6521527454943;-1445.278637369818;0.37351537567626586
2023-07-15;0.0668880294962059;0.04583350243488536;0.3303618393140408;0.06373171642656393;5.793821059305696e-07;0.06684399260979433;1.0535781617983906;-0.9867341691885962;69.56521739130434;0.0002547438176401021;-0.9864794253709561;1548.319071790542;-1450.086370748495;-1449.7120039235415;0.3743668249535888
2023-07-16;0.06685095972025405;0.045622533867951294;0.3336750029507916;0.06362006642563334;1.7048140963007325e-06;0.0668759926483274;1.0550609930875279;-0.9881850004392004;70.83333333333333;0.0002564486317364028;-0.9879285518074641;1550.4982133563656;-1452.218485646763;-1451.8416134583965;0.3768721883664505
2023-07-17;0.06687290070768245;0.04574717055340174;0.3317169393571076;0.06368601553850088;2.1575582352368627e-06;0.06675063003324114;1.0541844898896096;-0.9874338598563684;66.66666666666667;0.0002586061899716397;-0.9871752536663968;1549.2101203918096;-1451.1146232736007;-1450.7345803773692;0.3800428962315545
2023-07-18;0.0667506332752608;0.0450609239383628;0.34252322194447316;0.06332332509827363;1.995469640909801e-06;0.06682432488080234;1.0590274519005645;-0.9922031270197621;72.72727272727273;0.0002606016596125495;-0.9919425253601496;1556.3272482114667;-1458.123450501893;-1457.740475100211;0.38297540168224253
2023-07-19;0.0668243287205205;0.04547214595512813;0.33604032582838306;0.06354053702559798;1.5658630359712645e-06;0.06675101379669697;1.056120406460361;-0.9893693926636641;41.1764705882353;0.00026216752264852076;-0.9891072251410156;1552.0551077468754;-1453.9590466569564;-1453.5737700917816;0.385276565174724
2023-07-20;0.06672842058410103;0.04493836045689002;0.34445972972824057;0.0632586576793814;1.2304128881693668e-06;0.06678418336068516;1.0598967817404952;-0.99311259837981;56.25;0.0002633979355366901;-0.9928492004442734;1557.6047993411748;-1459.4599928706207;-1459.0729081133154;0.3870847573051281
2023-07-21;0.06678418659440159;0.045247265778847315;0.33958280063040786;0.06342170679896841;1.4061604297928403e-07;0.06678783129837393;1.0577082981016446;-0.9909204668032706;66.66666666666667;0.00026353855157966943;-0.9906569282516909;1554.3886440722104;-1456.2384766595817;-1455.851185255528;0.38729140405336077
2023-07-22;0.06678780315251892;0.04526743840723237;0.33926475598776923;0.06343236179257702;3.7173274696381245e-06;0.06654211965392898;1.057565675902123;-0.991023556248194;59.09090909090909;0.00026725587904930756;-0.9907563003691447;1554.1790491132535;-1456.3899750101195;-1455.9972206900472;0.3927543200723367
2023-07-23;0.066506200690908;0.04374505418008054;0.3634179721416286;0.06263076747882229;1.31713883467574e-06;0.06655605932279134;1.068430901698403;-1.0018748423756116;41.1764705882353;0.0002685730178839833;-1.0016062693577277;1570.1463849310112;-1472.3368253471253;-1471.9421353840683;0.39468996305723236
2023-07-24;0.06654884971320096;0.04396964809124109;0.3598353440252362;0.06274870436400581;3.940406978547961e-06;0.06678800335024551;1.0668149071150514;-1.000026903764806;52.63157894736842;0.0002725134248625312;-0.9997543903399434;1567.771549039346;-1469.6211287824542;-1469.220648069838;0.40048071261594415
2023-07-25;0.066788006126948;0.045268571078916235;0.3392468997025827;0.0634329600857011;6.388376343317793e-07;0.06683378156925046;1.0575576688824522;-0.9907238873132017;77.77777777777777;0.000273152262496863;-0.9904507350507048;1554.1672821445425;-1455.9495870597088;-1455.5481675230653;0.4014195366433186
2023-07-26;0.06683378156925046;0.04552541639413299;0.3352021422217013;0.06356870225794743;1.490993836314562e-06;0.06683233615893897;1.0557449134514516;-0.9889125772925127;47.05882352941177;0.00027464325633317754;-0.9886379340361795;1551.5032901332434;-1453.2877191967957;-1452.8841085230576;0.4036106737382138
2023-07-27;0.06683549354329224;0.0455350770129604;0.33505017701965967;0.06357381070442476;6.737510123370938e-07;0.06685670590825708;1.0556768443525684;-0.9888201384443113;52.63157894736842;0.0002753170073455146;-0.9885448214369658;1551.403257038574;-1453.151872767139;-1452.7472719613158;0.4046008058232023
2023-07-28;0.06685670590825708;0.045655110750643;0.33316301871346393;0.06363730056080583;1.1589505698807813e-06;0.06693624512238704;1.054831765770384;-0.987895520647997;62.5;0.00027647595791539543;-0.9876190446900817;1550.161345110821;-1451.7930714744978;-1451.3867674962517;0.40630397824616327
2023-07-29;0.06693625677234026;0.04611089198720928;0.3260143915811963;0.06387866708621748;8.466855245784312e-07;0.06696223791468513;1.051634400981574;-0.9846721630668888;63.63636363636363;0.00027732264343997387;-0.9843948404234488;1545.4625566758593;-1447.056084510463;-1446.6485362587562;0.4075482517068774
2023-07-30;0.06696223948346014;0.04626174559369225;0.3236543040285866;0.06395865475016063;8.959612290740524e-07;0.06691298081000377;1.050580134034221;-0.9836671532242172;60.0;0.0002782186046690479;-0.9833889346195481;1543.9132253774974;-1445.5791405463917;-1445.1702756065558;0.4088649398358268
2023-07-31;0.0668779645112849;0.04577603108699293;0.3312638246082288;0.06370129140798365;1.2527435125853887e-06;0.06686068954018698;1.0539817233136044;-0.9871210337734174;66.66666666666667;0.0002794713481816333;-0.9868415624252358;1548.9121383643399;-1450.6548998207534;-1450.2441938721124;0.4107059486407996
2023-08-01;0.06686067162911695;0.045677620271531175;0.33280933597261336;0.06364921012711287;3.829593864813197e-06;0.06675646037188152;1.0546734318653697;-0.9879169714934881;90.0;0.0002833009420464465;-0.9876336705514417;1549.9286605187008;-1451.8245952421537;-1451.4082613928663;0.4163338492874693
2023-08-02;0.06664454988951897;0.0444811297572494;0.35170148944135166;0.06301770335824936;4.06353143361757e-06;0.06664622972689839;1.0631516612714438;-0.9965054315445454;59.09090909090909;0.00028736447348006404;-0.9962180670710653;1562.3881103824233;-1464.4460380325631;-1464.0237324922844;0.42230554027881545
2023-08-03;0.06664624015586644;0.04449025989494258;0.35155661285897216;0.06302251031702763;4.901573980602413e-07;0.06665002252883792;1.0630864841955936;-0.9964364616667557;76.19047619047619;0.0002878546308781243;-0.9961486070358776;1562.2923273515657;-1464.344681169795;-1463.9216553032272;0.4230258665679447
2023-08-04;0.06665196190417902;0.044521191846123014;0.3510658682830295;0.06303879715305778;1.0315420910169504e-07;0.06665342450382722;1.0628657264999701;-0.9962123019961429;57.142857142857146;0.000287957785087226;-0.9959243442110556;1561.9679059058944;-1464.0152602443045;-1463.5920827842097;0.42317746009472684
2023-08-05;0.06665339629833306;0.04452895237912476;0.35094276502245164;0.06304288369584389;3.596499825894466e-07;0.0666644748612535;1.0628103539140143;-0.9961458790527609;52.63157894736842;0.00028831743506981547;-0.995857561617691;1561.8865313728995;-1463.9176463094568;-1463.4939403143683;0.42370599508852536
2023-08-06;0.0666644748612535;0.04458897439770268;0.3499909212514096;0.06307449457437006;1.979251256627361e-08;0.0666657263389105;1.0623822694565306;-0.99571654311762;50.0;0.00028833722758238176;-0.9954282058900377;1561.2574263345723;-1463.2867021226023;-1462.8629670408018;0.42373508180064245
2023-08-07;0.06666572101803361;0.04459573516347872;0.34988373727825695;0.06307805565996624;2.4357086121494765e-06;0.06651475506104079;1.062334071005729;-0.9958193159446882;45.0;0.00029077293619453125;-0.9955285430084937;1561.186594778535;-1463.4377351773687;-1463.0104206230292;0.42731455433932747
2023-08-08;0.0665147920353513;0.04379013549798337;0.3626983130095982;0.06265443130629217;4.854036230101841e-06;0.06639304588154063;1.0681061673649606;-1.0017131214834198;69.56521739130434;0.0002956269724246331;-1.0014174945109953;1569.6691613324547;-1472.0991633009985;-1471.6647153443712;0.4344479566275833
2023-08-09;0.0663930282727703;0.04315857238939307;0.37280515695239375;0.06232332211634133;1.9201821892748223e-06;0.06651605493938884;1.0726723322615928;-1.006156277322204;77.27272727272727;0.00029754715461390794;-1.00585873016759;1576.3795132083214;-1478.6287433298635;-1478.1914735088383;0.4372698210252772
2023-08-10;0.06651607320579868;0.043796865112140246;0.3625909076067327;0.06265796416025898;1.7297672188388197e-07;0.0665270847535114;1.0680577077055673;-1.001530622952056;69.56521739130434;0.0002977201313357918;-1.00123290282072;1569.5979459090797;-1471.8309668188294;-1471.393442794398;0.4375240244315166
2023-08-11;0.0665270991450054;0.043854855878200864;0.3616656193031823;0.0626884117724182;1.478505527459846e-07;0.06653716934300534;1.067640288491812;-1.0011031191488067;58.333333333333336;0.0002978679818885378;-1.000805251166918;1568.9845143166042;-1471.202715099276;-1470.7649737963939;0.437741302882126
2023-08-12;0.06653763018164462;0.04391036932972355;0.3607802794784321;0.06271756561814447;3.0757567227162994e-07;0.06655765519226273;1.0672409858944634;-1.0006833307022007;71.42857142857143;0.00029817555756080945;-1.0003851551446399;1568.3977065701008;-1470.5858017258174;-1470.1476084153894;0.4381933104280911
2023-08-13;0.06655765994139048;0.04401629618061883;0.3590920779729984;0.06277321373396222;1.0792867041901045e-06;0.0665927486801754;1.0664798369459718;-0.9998870882657964;72.72727272727273;0.00029925484426499954;-0.9995878334215315;1567.2791360870042;-1469.4156584989025;-1468.9758790886021;0.4397794103005249
2023-08-14;0.06659274530025597;0.04420293880190242;0.3561211143430599;0.06287132550299988;1.196611821706629e-06;0.06651947037104208;1.0651411566523126;-0.9986216862812705;44.44444444444444;0.0003004514560867062;-0.9983212348251838;1565.3118361705322;-1467.5560470365895;-1467.1145091075837;0.44153792900588223
2023-08-15;0.06651946415222054;0.04381468547391188;0.3623065218665937;0.06266731981895945;6.717429985442997e-07;0.06651402321395548;1.0679294038483331;-1.0014153806343777;44.44444444444444;0.0003011231990852505;-1.0011142574352925;1569.4093929223693;-1471.6616088302073;-1471.2190837200565;0.4425251101507653
2023-08-16;0.06651402321395548;0.04378609796931108;0.36276275533047914;0.06265231176761552;2.0926590576983854e-06;0.0665351778636431;1.0681352434008884;-1.0016000655372452;68.18181818181819;0.00030321585814294886;-1.0012968496791024;1569.7118909396079;-1471.9330183636903;-1471.4874179203111;0.4456004433792549
2023-08-17;0.06657878349470343;0.044128498147343355;0.3573054990536446;0.06283218536188682;2.6203555297817985e-05;0.06676061496288348;1.065674700785895;-0.9989140858230117;86.36363636363636;0.0003294194134407668;-0.9985846664095709;1566.0959228075005;-1467.9857520204969;-1467.50164331462;0.48410870587691024
2023-08-18;0.06675258828410124;0.045071741312910155;0.3423524019989287;0.06332903418991911;5.081926026475637e-06;0.06683609197701709;1.0589507893644958;-0.9921146973874787;78.26086956521739;0.00033450133946724247;-0.9917801960480115;1556.2145863597023;-1457.993495942146;-1457.5019189313311;0.49157701081480876
2023-08-19;0.06683898566347184;0.04555479533493054;0.3347400382245941;0.0635842382089371;3.554943606809762e-06;0.06697421913037356;1.0555379337442088;-0.9885637146138352;91.30434782608695;0.00033805628307405225;-0.9882256583307611;1551.199116565664;-1452.7750370262481;-1452.27823573575;0.49680129049821464
2023-08-20;0.066971730500428;0.04631710091271047;0.3227890166546336;0.06398801855707761;2.1020461068157238e-06;0.0670191535627843;1.0501937696186618;-0.9831746160558775;95.83333333333333;0.00034015832918086797;-0.9828344577266966;1543.3454313447792;-1444.8553169906677;-1444.3554265719063;0.4998904187612857
2023-08-21;0.0670191535627843;0.04659574829259933;0.31843936050230415;0.06413593231053229;1.4022386966145811e-06;0.06693945784002117;1.0482529229464168;-0.9813134651063956;71.42857142857143;0.00034156056787748254;-0.9809719045385181;1540.4931988033143;-1442.1202038162971;-1441.6182526933603;0.5019511229367264
2023-08-22;0.06693944974469022;0.04612937629021052;0.3257250479495985;0.06388846539581991;7.376890517403786e-06;0.06652667780346863;1.0515051137607752;-0.9849784359573065;95.45454545454545;0.0003489374583948863;-0.9846294984989116;1545.2725585561568;-1447.506177512198;-1446.9933854467542;0.5127920654436503
2023-08-23;0.06652667780346863;0.04385263737181861;0.36170100904959956;0.06268724682639953;4.317139456352086e-06;0.06673634018917336;1.0676562517699912;-1.0009199115808178;69.56521739130434;0.0003532545978512384;-1.0005666569829665;1569.0079736563566;-1470.9334766299353;-1470.4143401758183;0.5191364541166651
2023-08-24;0.0667363421982512;0.04498199769704017;0.3437700327923503;0.06328167794181017;8.872950643515045e-07;0.066724207524002;1.059587114648561;-0.9928629071245589;73.6842105263158;0.0003541418929155899;-0.9925087652316433;1557.1497182833734;-1459.0930511983438;-1458.5726107917344;0.5204404066094693
2023-08-25;0.06672531291593678;0.044921263145645846;0.34473002522171176;0.0632496393555152;8.809932078842243e-07;0.06678017092428429;1.0600181571045955;-0.9932379861803111;65.0;0.00035502288612347416;-0.9928829632941877;1557.7831703419188;-1459.6442604740362;-1459.1225253760263;0.5217350980100169
2023-08-26;0.06678084621181592;0.045228648885098977;0.33987636474236393;0.06341187432392989;1.9362104980690707e-07;0.06677349763818911;1.0578399530177107;-0.9910664553795216;43.75;0.00035521650717328107;-0.9907112388723484;1554.582121713292;-1456.45301878381;-1455.9309991438695;0.522019639940541
