ID;Date;Date (Unix);Pool;Pool Tokens;Liquidity;Sqrt Price;Token0 Price;Token1 Price;Tick;Fee Growth Global 0 X128;Fee Growth Global 1 X128;TVL USD;Volume Token 0 (WBTC);Volume Token 1 (WETH);Volume USD;Fees USD;TX Count;Open (WBTC);High (WBTC);Low (WBTC);Close (WBTC);ETH Price CoinGecko;ETH Market Cap CoinGecko;ETH Volume CoinGecko;BTC Price CoinGecko;BTC Market Cap CoinGecko;BTC Volume CoinGecko
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19007;2022-01-15;1642204800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.2173889025250092e+18;2.852278790499251e+34;0.07715698;12.960590160373924;255,890;16,942,076,793,318,702,000,000,000,000,000;2,441,842,046,198,108,500,000,000,000,000,000,000,000,000;339734647.2401331;273.08868131;3541.074001119828;11796285.390511587;35388.85617153476;71;0.07661462;0.07735724;0.07661462;0.07661462;3311.986061274383;394664610644.99524;12316286854.849726;43120.85451108056;816129314317.4397;20238314434.86153
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19008;2022-01-16;1642291200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.3266755707870346e+18;2.8457922074684054e+34;0.07750911;12.901707873289734;255,844;16,955,504,159,132,434,000,000,000,000,000;2,442,738,983,167,917,800,000,000,000,000,000,000,000,000;346066468.6338515;255.45751389;3297.4795602480867;11022078.83023909;33066.236490717274;85;0.07715849;0.07773691;0.07703987;0.07715849;3331.246655159985;396899234936.6389;8659658467.059889;43226.65026980921;816800318526.6782;14651008624.734596
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19009;2022-01-17;1642377600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.2635627776436214e+18;2.8752407083996225e+34;0.07592953;13.170105376233955;256,050;16,961,130,171,089,636,000,000,000,000,000;2,447,699,713,194,602,000,000,000,000,000,000,000,000,000;331000177.1052088;586.23728171;7685.143504597289;24830120.884614486;74490.36265384348;114;0.07741555;0.07741555;0.07572469;0.07741555;3356.2954438590405;400232172277.67896;9002833937.226437;43119.79214308028;816325578941.135;14452346388.550371
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19010;2022-01-18;1642464000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.0244921596144357e+18;2.8985495303256106e+34;0.07471326;13.384504081537344;256,212;16,972,617,975,517,255,000,000,000,000,000;2,451,677,700,596,547,500,000,000,000,000,000,000,000,000;330302342.9856711;452.84223718;6012.244493360113;18953054.559582107;56859.16367874632;112;0.07592953;0.07614341;0.07470824;0.07592953;3216.592980619574;383428420242.12994;11938682376.103683;42298.341116872325;800822650383.9624;17694929625.845875
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19011;2022-01-19;1642550400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.0762882671299731e+18;2.9071017390908475e+34;0.07427432;13.463602913717022;256,271;16,990,480,193,656,730,000,000,000,000,000;2,455,251,284,286,288,400,000,000,000,000,000,000,000,000;320845403.35504013;446.08965495;6007.916490648835;18715823.334327318;56147.470002981936;98;0.07471326;0.07471326;0.07386875;0.07471326;3166.4539115046164;377918294939.4783;12700158860.46528;42395.45879157343;803962100417.9756;18897950050.285973
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19012;2022-01-20;1642636800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.751838482900347e+17;2.9146165704327903e+34;0.07389181;13.533299460086084;256,322;17,009,491,306,681,060,000,000,000,000,000;2,458,756,036,008,958,600,000,000,000,000,000,000,000,000;311932639.6222072;455.09704017;6102.280228610221;18983644.59226731;56950.93377680192;116;0.07427432;0.07513696;0.07389181;0.07427432;3097.0214660626802;371296193085.12195;12762451059.939085;41749.55143098559;790507925308.7825;19626113309.554142
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19013;2022-01-21;1642723200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.677711525902628e+17;2.9910763576420936e+34;0.07016235;14.252656965570704;256,840;17,121,027,938,990,743,000,000,000,000,000;2,484,390,404,186,275,000,000,000,000,000,000,000,000,000;257758244.9734944;2562.31911986;35832.75021490282;96282374.00409903;288847.12201229704;285;0.07389181;0.07389181;0.06917637;0.07389181;3015.588777543836;360580494818.73;13389582889.566511;40707.6824143097;774235809673.4731;20930163211.171124
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19014;2022-01-22;1642809600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.447843544247264e+17;3.0257085604840156e+34;0.06856539;14.584616721083451;257,071;17,295,470,782,762,380,000,000,000,000,000;2,514,272,515,280,705,000,000,000,000,000,000,000,000,000;233411975.503368;3157.25536673;45745.21308155232;111257655.04127532;333772.965123826;498;0.07022064;0.07136624;0.06755662;0.07022064;2564.3433423740635;306644499897.7337;29314647992.596836;36508.799789830824;692855029162.9379;38296960033.31628
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19015;2022-01-23;1642896000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.689559515465619e+17;2.998950476289076e+34;0.0697944;14.327797028576354;256,893;17,371,893,554,524,435,000,000,000,000,000;2,521,846,622,836,633,500,000,000,000,000,000,000,000,000;246813054.15995887;1091.11469587;15727.132468474569;38851108.002736315;116553.32400820892;220;0.06861167;0.07047793;0.06853234;0.06861167;2407.377851608285;286799916366.57184;28250265353.796116;35180.435462830384;666220701468.4846;35517336417.257744
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19016;2022-01-24;1642982400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.135525419972261e+17;3.0723056648715983e+34;0.06650132;15.037293477641317;257,376;17,490,408,048,868,443,000,000,000,000,000;2,549,099,267,687,978,700,000,000,000,000,000,000,000,000;243733315.7720848;2557.46401962;38339.05329358653;88417618.87938486;265252.8566381546;411;0.0697217;0.0697217;0.06492909;0.0697217;2537.836727861043;302626363351.5348;17123741957.54585;36306.409440464704;687575973800.0704;22865032968.608204
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19017;2022-01-25;1643068800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.392340113136221e+17;3.0729785600754965e+34;0.0664722;15.043881123430529;257,381;17,538,055,442,948,353,000,000,000,000,000;2,556,393,058,437,319,400,000,000,000,000,000,000,000,000;245333780.92866707;783.31050113;11808.152443399067;28685537.527895465;86056.61258368638;153;0.06664057;0.06679795;0.06585809;0.06664057;2447.831512095295;292022326101.0083;28735520619.97796;36774.00714224005;696465421899.37;36385158448.60688
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19018;2022-01-26;1643155200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.217489917710591e+17;3.0608201173004653e+34;0.06700134;14.925072406675133;257,301;17,655,960,501,559,872,000,000,000,000,000;2,572,139,013,246,519,200,000,000,000,000,000,000,000,000;246840661.08330813;1846.10121232;27265.377509646936;69460274.17806219;208380.82253418656;309;0.0664722;0.06957023;0.06575928;0.0664722;2465.21922984942;293702336549.67474;16139625164.237488;36988.928510667356;700571452648.8236;46168918584.85349
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19019;2022-01-27;1643241600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.068138738991073e+17;3.102948267184395e+34;0.06519437;15.338747649323416;257,575;17,709,058,214,588,686,000,000,000,000,000;2,585,635,047,092,342,400,000,000,000,000,000,000,000,000;255406910.84866127;1245.70799123;18725.698572800626;45242378.652709134;135727.1359581274;236;0.06696714;0.06774381;0.0649346;0.06696714;2470.4304120157067;295723346868.75024;21415081805.12725;36870.440166930995;700165819656.2855;26756873749.744743
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19020;2022-01-28;1643328000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.840352492346344e+17;3.051753498940319e+34;0.06740005;14.836782660048396;257,242;17,792,094,522,462,683,000,000,000,000,000;2,592,221,953,830,026,400,000,000,000,000,000,000,000,000;256172897.53270105;1110.15539141;16851.143041498988;41228082.42015835;123684.24726047504;164;0.06523004;0.06740005;0.06476117;0.06523004;2411.863855325421;287829476402.6202;16482912982.01206;37276.839558174994;702311456032.8538;22057410457.280827
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19021;2022-01-29;1643414400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.047074185420433e+17;3.0356404732538233e+34;0.06811746;14.680522112469836;257,136;17,837,641,579,408,053,000,000,000,000,000;2,596,174,592,695,023,700,000,000,000,000,000,000,000,000;261339635.3390972;590.83257147;8712.888222889798;22349495.590951648;67048.48677285493;151;0.0674387;0.06841295;0.06718846;0.0674387;2551.1110735194716;304305302571.33734;14326314172.126577;37852.57902803263;717026944842.8334;19214103304.052933
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19022;2022-01-30;1643500800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.423386660139407e+17;3.0247347936240796e+34;0.06860954;14.57523066765542;257,064;17,873,408,176,731,714,000,000,000,000,000;2,600,000,355,438,048,400,000,000,000,000,000,000,000,000;251073319.13757527;523.71585105;7662.906263343323;19866713.633715548;59600.14090114664;115;0.06782097;0.06887461;0.06782097;0.06782097;2603.603872339056;310059710546.2545;10742621684.922014;38232.17873217708;722829009646.1814;14178650231.62196
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19023;2022-01-31;1643587200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.078564021755535e+17;2.9990036724309066e+34;0.06979192;14.32830533325746;256,893;17,925,135,754,382,857,000,000,000,000,000;2,604,197,409,000,992,300,000,000,000,000,000,000,000,000;256599236.81777284;650.31812001;9466.676061024904;24337246.11730468;73011.73835191404;163;0.06860974;0.06985464;0.06756838;0.06860974;2610.1824055910874;311602914058.75037;8937393969.826124;37983.151499406464;719570142321.8397;11807185113.633108
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18994;2022-02-01;1641081600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.293115764361202e+17;2.7856630797488946e+34;0.08089133;12.362263861568705;255,417;16,551,673,167,773,224,000,000,000,000,000;2,382,668,143,229,388,600,000,000,000,000,000,000,000,000;308576145.1209457;366.174845;4566.298912710741;17329074.27969629;51987.22283908886;115;0.07919957;0.08089133;0.0791451;0.07919957;2689.2208672204492;320354563857.1168;13818587053.759966;38555.53446121157;727905398095.9747;17731563487.283978
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19025;2022-02-02;1643760000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.529108091460803e+17;2.9407811473764173e+34;0.0725828;13.777367519807788;256,501;18,044,571,829,544,260,000,000,000,000,000;2,613,250,806,706,372,300,000,000,000,000,000,000,000,000;261853072.22754413;755.6680873;10506.578617113564;28402683.286397994;85208.04985919397;163;0.07181799;0.07271682;0.07121292;0.07181799;2797.434855273681;334032944115.64844;13176431108.286674;38835.69494322237;736102274236.6057;17109120250.158987
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19053;2022-02-03;1646179200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.102827795015677e+17;3.0534289276184582e+34;0.06732611;14.853078074961083;257,253;19,294,926,523,663,405,000,000,000,000,000;2,807,192,921,735,726,000,000,000,000,000,000,000,000,000;312950195.6952824;836.65358148;12400.03188364744;37083186.26509007;111249.5587952702;189;0.0670841;0.06821572;0.06661876;0.0670841;2690.319739476765;321296521004.9529;13860391591.281128;37000.98249864199;700645616423.8325;16709908527.231106
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19084;2022-02-04;1648857600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.2682493565266273e+18;2.8886511086719706e+34;0.07522617;13.293245162160463;256,143;20,184,768,010,612,164,000,000,000,000,000;2,915,405,651,823,183,000,000,000,000,000,000,000,000,000;362266285.3099014;496.36801765;6620.508330544526;23044826.89276888;69134.48067830665;176;0.07447428;0.07536637;0.07447428;0.07447428;2667.256728215686;317503695895.34064;21844552552.403343;37101.351593780935;703003347951.7092;16136299994.837618
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19114;2022-02-05;1651449600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.431170750635471e+18;2.9109019136545704e+34;0.07408052;13.498825267001772;256,297;20,828,611,090,181,956,000,000,000,000,000;3,004,687,858,191,243,700,000,000,000,000,000,000,000,000;354382740.1357025;804.66870476;10980.300723190492;31138127.445989087;93414.38233796727;163;0.07344408;0.07408052;0.07259899;0.07344408;2993.0994395135976;354558118293.0548;18766789788.28106;41673.8395543094;777355085535.6107;25347215343.882504
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19145;2022-02-06;1654128000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.149181318516552e+17;3.227334756026591e+34;0.06026582;16.593150894368275;258,361;22,046,634,754,367,535,000,000,000,000,000;3,226,674,228,496,970,000,000,000,000,000,000,000,000,000;202833205.2165881;270.84425668;4471.943635216749;8077291.048147941;24231.873144443824;90;0.06118793;0.06122516;0.06012226;0.06118793;3018.6733981571506;361600442694.43896;13036212065.007109;41493.690050910525;786295053042.2418;16752051696.248552
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19175;2022-02-07;1656720000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;2.681988980679631e+18;3.3662613200528653e+34;0.0553941;18.05246394367385;259,204;24,826,151,389,193,446,000,000,000,000,000;3,761,062,685,879,019,000,000,000,000,000,000,000,000,000;166111946.54320797;1358.22158001;24789.50045186237;26102634.306511745;78307.90291953523;279;0.05505226;0.05541094;0.05430511;0.05505226;3062.8058084507857;366038313761.43805;9025772577.382162;42475.543220951215;804942041477.0581;13206494654.908047
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19206;2022-02-08;1659398400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.680785322643627e+18;2.969313785789391e+34;0.07119458;14.046011567368346;256,694;26,839,077,189,678,730,000,000,000,000,000;4,021,209,464,673,865,000,000,000,000,000,000,000,000,000;266813782.55663735;2296.00909549;32676.784113574933;52811509.514173225;158434.5285425197;377;0.07014868;0.07156311;0.06903496;0.07014868;3149.953285509783;376351043607.997;14427983727.88122;43910.929986443094;833392518214.8341;24171856714.475758
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19237;2022-02-09;1662076800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.3991108215684746e+18;2.819372168355525e+34;0.07896858;12.663263650621824;255,658;28,462,536,440,810,643,000,000,000,000,000;4,214,394,836,393,118,000,000,000,000,000,000,000,000,000;275632613.008802;1456.05000157;18348.16788932908;29247725.42279216;87743.17626837648;356;0.07887227;0.08035566;0.07836972;0.07887227;3127.438106740214;374043919421.316;16856365272.811357;44184.447511676175;837406846076.2306;29024977264.932137
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19267;2022-02-10;1664668800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.8647262767869276e+18;3.0577252314802523e+34;0.06713704;14.894905300837864;257,281;29,989,145,543,495,448,000,000,000,000,000;4,450,259,037,629,870,000,000,000,000,000,000,000,000,000;207745841.59548408;575.21940749;8513.59740462351;11024839.236906217;33074.517710718654;345;0.0680164;0.0680164;0.06713704;0.0680164;3240.9210444877285;387321193246.79065;14005361496.44425;44383.88805541707;841339973338.8694;19780565063.098923
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19298;2022-02-11;1667347200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.6705891498854758e+18;2.8872683861864154e+34;0.07529824;13.280521943552625;256,134;30,807,313,389,898,680,000,000,000,000,000;4,541,609,880,253,819,000,000,000,000,000,000,000,000,000;223759889.50302383;2763.09843451;36092.62340978203;56516284.8252556;169548.85447576677;386;0.07703444;0.07777836;0.07499761;0.07703444;3081.911501840844;368377710139.77985;18990367974.117947;43628.13953235228;826942197610.3904;27877618433.98099
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19328;2022-02-12;1669939200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.8240139341784612e+18;2.877350055240621e+34;0.07581825;13.189436286686524;256,065;32,341,002,401,155,110,000,000,000,000,000;4,750,916,297,002,491,000,000,000,000,000,000,000,000,000;175647162.0463513;248.30125758;3278.5672304360464;4215113.398816267;12645.3401964488;132;0.07523195;0.07581825;0.07523195;0.07523195;2930.5631692063735;350133590835.08734;16560032290.708168;42445.38876793804;803706779791.898;23279080009.72499
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19036;2022-02-13;1644710400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;7.967717567459122e+17;3.030927265225438e+34;0.06832948;14.634970842194013;257,105;18,401,067,961,310,776,000,000,000,000,000;2,674,915,508,367,173,500,000,000,000,000,000,000,000,000;286428168.40900314;362.66380661;5287.7664091711995;15359143.263794933;46077.42979138479;120;0.06914176;0.06917089;0.06797828;0.06914176;2918.0853674291184;347517755313.83966;11367427285.455873;42254.738123237206;799547462142.6093;15479727288.782782
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19037;2022-02-14;1644796800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.346587407373042e+17;3.0188547450222325e+34;0.06887708;14.518617597300803;257,025;18,433,666,454,084,858,000,000,000,000,000;2,678,109,642,522,586,000,000,000,000,000,000,000,000,000;291367813.47193;528.97581932;7705.954374619037;22354811.27563325;67064.43382689975;108;0.06836681;0.06909446;0.06809931;0.06836681;2889.235678281073;345252969326.4971;9020562479.291342;42247.83595326771;802059713029.3901;12146423251.39967
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19038;2022-02-15;1644883200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.869001415467877e+17;2.9684223230677325e+34;0.07123735;14.037578901123268;256,688;18,487,521,748,092,471,000,000,000,000,000;2,679,381,745,670,351,700,000,000,000,000,000,000,000,000;309825399.27121496;610.62381369;8705.97894469088;26800371.067842647;80401.11320352796;161;0.06886262;0.07123735;0.06874514;0.06886262;2935.6454998606846;351368910987.00305;12117644856.003006;42634.573783663065;808280617642.0496;18090873762.822777
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19039;2022-02-16;1644969600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.649103331278083e+17;2.965975298207327e+34;0.07135495;14.01444462813718;256,672;18,523,584,508,497,100,000,000,000,000,000;2,684,044,226,682,116,500,000,000,000,000,000,000,000,000;306876786.56176865;658.62040288;9276.28703765376;28931223.771341994;86793.67131402598;111;0.07126767;0.07158954;0.07040342;0.07126767;3179.3002065350443;381791121976.2447;14189484930.460047;44574.32057099816;848321283143.9929;19801081788.555756
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19040;2022-02-17;1645056000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.96658775638277e+17;2.971755211600353e+34;0.07107765;14.069118854467366;256,711;18,556,791,576,106,104,000,000,000,000,000;2,689,524,809,224,942,400,000,000,000,000,000,000,000,000;283255606.2900355;726.61558998;10264.89414091738;31162323.35540338;93486.97006621014;159;0.0713451;0.0713451;0.07041845;0.0713451;3128.640780542462;376071884044.5087;13120593628.157278;44063.28198279571;836256083783.791;16847003857.433496
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19041;2022-02-18;1645142400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.684809211745783e+17;3.003938072101691e+34;0.06956282;14.375494171381543;256,926;18,578,448,522,100,492,000,000,000,000,000;2,696,696,158,939,346,600,000,000,000,000,000,000,000,000;272185904.91836345;715.83762919;10163.399528960996;28742400.984800152;86227.20295440045;127;0.071104;0.07164543;0.06937873;0.071104;2881.613122162859;345252572787.0988;16242836366.095669;40562.98694982819;770096677778.6456;22270664615.4777
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19042;2022-02-19;1645228800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.063135238996221e+17;3.0231008193389707e+34;0.06868373;14.559487720848557;257,053;18,605,124,625,660,150,000,000,000,000,000;2,703,182,021,335,582,300,000,000,000,000,000,000,000,000;274768268.4079304;648.3583557;9377.619422204467;25927774.317622103;77783.3229528663;125;0.06956254;0.07012166;0.06834395;0.06956254;2792.3038477186237;333997569707.84204;16064045339.56507;40073.495362369824;759881874201.3011;20130002755.177864
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19043;2022-02-20;1645315200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.043458474097924e+17;3.029106108591026e+34;0.06841167;14.617389049754252;257,093;18,662,509,852,769,857,000,000,000,000,000;2,712,194,596,411,144,700,000,000,000,000,000,000,000,000;264478115.39578232;978.46268446;14275.486349949497;37754674.93763882;113264.02481291644;154;0.06868373;0.06927178;0.06770499;0.06868373;2768.9716520348597;330814655802.00714;9956229564.570753;40192.75912143141;761447243939.9269;11735183838.17719
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19044;2022-02-21;1645401600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.682170689970735e+17;3.0062711255013456e+34;0.06945489;14.397832727600983;256,942;18,728,958,115,001,900,000,000,000,000,000;2,718,557,054,849,230,800,000,000,000,000,000,000,000,000;256283378.11277127;1053.43705256;15120.743648773998;40302489.49017996;120907.46847053988;177;0.06841167;0.07015852;0.06841167;0.06841167;2632.49139911745;315015971538.73315;12215462928.563446;38514.00853622455;730381814665.4404;15998424231.017673
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19045;2022-02-22;1645488000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.37116718502874e+17;3.015376819209471e+34;0.06903605;14.485183999117886;257,002;18,772,327,347,383,384,000,000,000,000,000;2,726,337,221,447,956,500,000,000,000,000,000,000,000,000;262991512.9962828;880.04530196;12748.373107454869;32896977.898721833;98690.93369616548;149;0.06945489;0.0697253;0.06836747;0.06945489;2574.513383778016;308836894427.69006;19206327576.145523;37059.979402287514;703004241590.1829;25174914104.16337
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19046;2022-02-23;1645574400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.825530192277039e+17;3.0054129363409324e+34;0.06949456;14.389613708194911;256,936;18,814,283,479,890,724,000,000,000,000,000;2,730,669,609,110,806,700,000,000,000,000,000,000,000,000;257784726.0351036;707.24420318;10125.27244621228;27020451.20922932;81061.35362768795;135;0.06903605;0.07043475;0.06890524;0.06903605;2644.153655546016;317004525462.3889;16856627508.447924;38337.2038554348;727094284067.6588;22212181617.200245
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19047;2022-02-24;1645660800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.372175316848248e+17;3.043967378979314e+34;0.0677453;14.761171309452113;257,191;18,932,222,356,360,772,000,000,000,000,000;2,753,448,405,465,997,800,000,000,000,000,000,000,000,000;268906353.6764009;2353.63626778;34416.145881248616;85705208.85585642;257115.62656756924;352;0.06940954;0.0698905;0.06693549;0.06940954;2594.700959110155;310997586955.65283;13713218952.651205;37372.2926803477;708829287814.1068;18507851467.85067
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19048;2022-02-25;1645747200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.3023841963149809e+18;2.9823146643652094e+34;0.07057521;14.169279282423277;256,782;19,050,169,958,264,205,000,000,000,000,000;2,762,274,026,677,594,400,000,000,000,000,000,000,000,000;280850654.00418234;1728.3265747;24870.257940147327;67628625.63913858;202885.8769174157;226;0.0678073;0.07136882;0.06761728;0.0678073;2599.9335696870216;311533514951.14;30992409365.835472;38363.345488570165;727657714638.0917;40839699480.89129
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19049;2022-02-26;1645833600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.0309060921689638e+18;2.967799907105177e+34;0.07126723;14.031692745969037;256,684;19,089,470,691,345,318,000,000,000,000,000;2,765,948,276,538,086,300,000,000,000,000,000,000,000,000;282123950.61367756;679.91693971;9545.063626492672;26708856.852996074;80126.57055898821;158;0.07064201;0.07187139;0.07064201;0.07064201;2771.890509646429;333625150661.6757;17751279835.572117;39316.16207578596;745763194704.1796;22579249141.515377
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19050;2022-02-27;1645920000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.0212105996698756e+18;3.0064700570867584e+34;0.0694457;14.39973826328696;256,943;19,132,704,928,763,743,000,000,000,000,000;2,777,080,953,815,301,400,000,000,000,000,000,000,000,000;269829948.630744;1294.61761225;18392.671953709625;50120137.54627202;150360.41263881608;310;0.07126723;0.07134622;0.06918253;0.07126723;2785.3389569017427;332645349329.944;11984293384.913609;39090.202153609054;741083625917.93;14568201294.74542
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19051;2022-02-28;1646006400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.560652218059075e+17;3.049104427884814e+34;0.06751722;14.811035736023584;257,225;19,185,030,107,806,018,000,000,000,000,000;2,790,524,382,035,301,000,000,000,000,000,000,000,000,000;304801551.8475868;1301.83689347;19092.518775737684;53231097.14123876;159693.29142371626;216;0.06936004;0.06973407;0.0667524;0.06936004;2629.48312082149;314566178973.5596;17309819254.70233;37803.59016044929;717619764688.0872;19424397945.619602
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18995;2022-03-01;1641168000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.0649478053031973e+18;2.7830080043336634e+34;0.08104575;12.33870961262686;255,398;16,562,233,997,474,000,000,000,000,000,000;2,383,647,727,253,139,600,000,000,000,000,000,000,000,000;302766504.4135676;197.95900649;2443.9806496879587;9222045.130894642;27666.135392683933;87;0.08089133;0.08116585;0.08072773;0.08089133;2919.294962425658;349056335389.1799;19832961026.345818;43225.404677435734;819019441071.749;30634280854.538326
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19026;2022-03-02;1643846400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.677389778810609e+17;2.9526552699321476e+34;0.07200019;13.888851114058019;256,582;18,084,331,605,953,852,000,000,000,000,000;2,620,437,191,476,586,000,000,000,000,000,000,000,000,000;262581485.95898864;775.56420416;10771.053451708483;28583531.405693583;85750.59421708075;168;0.07259545;0.07321787;0.07113181;0.07259545;2977.276039756805;355855644056.71844;19012291817.365406;44459.59162774341;841254375272.0455;27880763034.093914
