ID;Date;Date (Unix);Pool;Pool Tokens;Liquidity;Sqrt Price;Token0 Price;Token1 Price;Tick;Fee Growth Global 0 X128;Fee Growth Global 1 X128;TVL USD;Volume Token 0 (WBTC);Volume Token 1 (WETH);Volume USD;Fees USD;TX Count;Open (WBTC);High (WBTC);Low (WBTC);Close (WBTC);ETH Price CoinGecko;ETH Market Cap CoinGecko;ETH Volume CoinGecko;BTC Price CoinGecko;BTC Market Cap CoinGecko;BTC Volume CoinGecko
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18872;2021-02-09;1630540800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;4.509119050022957e+17;2.860655915245597e+34;0.07670575;13.036832300003361;255,949;11,497,296,197,149,590,000,000,000,000,000;1,694,952,586,553,862,000,000,000,000,000,000,000,000,000;288621935.3559984;827.56073622;10895.9772747744;41101615.42707879;123304.84628123636;266;0.07801713;0.07803563;0.07466853;0.07801713;1750.997553719215;198719063426.16904;45540524354.89187;46307.57412159395;862413737410.9171;86994225365.2278
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18902;2021-02-10;1633132800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.185665499825846e+17;2.9718211825693083e+34;0.0710745;14.069743511371643;256,711;13,020,946,154,447,656,000,000,000,000,000;1,920,998,843,447,174,600,000,000,000,000,000,000,000,000;248568382.73205647;557.86939809;7942.047278462099;26744919.125657655;80234.75737697298;266;0.0685998;0.0717775;0.0685998;0.0685998;1769.053533934599;203102939465.473;42127693213.60732;46569.56483;867164581003.3563;78828431117.05534
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18933;2021-02-11;1635811200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.172384451991529e+17;2.936063499519791e+34;0.07281624;13.73319923208376;256,469;14,366,118,686,133,992,000,000,000,000,000;2,122,875,181,076,233,700,000,000,000,000,000,000,000,000;340578596.96690434;465.41100092;6525.294667823133;29267580.965142425;87802.74289542726;106;0.07092746;0.07281624;0.07020561;0.07092746;1739.164209004836;199919369275.37125;40563120176.97226;44848.69344950499;839561451461.0575;70000356395.81508
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18963;2021-02-12;1638403200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;5.64914210976073e+17;2.801554310097072e+34;0.07997625;12.50371092151812;255,531;15,486,128,616,904,780,000,000,000,000,000;2,255,067,791,836,513,000,000,000,000,000,000,000,000,000;316286066.58909065;652.9319859;8157.53935283043;36889888.02319434;110669.66406958304;211;0.08012139;0.08057242;0.07922494;0.08012139;1782.5088691218523;203774834938.25632;33868453070.396435;47815.96175554316;890629045243.5952;66187179918.887886
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18781;2021-03-06;1622678400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;9.780797837042001e+17;2.9358462847850517e+34;0.07282702;13.731167298589645;256,468;6,617,385,188,386,656,000,000,000,000,000;946,075,411,099,874,400,000,000,000,000,000,000,000,000;246159454.0187111;637.4794283;8777.131355864156;24578852.715353165;73736.55814605948;391;0.07189601;0.07322464;0.07189391;0.07189601;1539.0484290947375;176268279969.45792;28537887161.018692;49091.81488232977;911379300053.3455;56568112294.26829
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18811;2021-03-07;1625270400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;7.151984233500804e+17;3.1310005103349815e+34;0.06403138;15.617341583701483;257,755;8,639,116,132,179,618,000,000,000,000,000;1,292,209,035,159,483,200,000,000,000,000,000,000,000,000;174117851.48787993;777.99736726;12143.485061636267;26623781.561306678;79871.34468392002;467;0.06345813;0.06472941;0.06345813;0.06345813;1661.9279698998157;191505024384.2956;31094969328.98433;49019.36859236582;916504852500.393;41478786533.38212
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18842;2021-03-08;1627948800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.016275763543095e+17;3.094921334103823e+34;0.06553298;15.25949151069627;257,523;10,133,187,212,117,853,000,000,000,000,000;1,528,684,185,747,059,000,000,000,000,000,000,000,000,000;196535645.45031288;817.2599463;12521.982817162643;31421703.20365453;94265.1096109636;479;0.06668591;0.06668591;0.06435287;0.06668591;1727.463096224567;198695961501.5439;29416647567.957836;51313.09262027362;955040794770.1399;46146324828.48082
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18873;2021-03-09;1630627200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.610650705498804e+17;2.8299268408461775e+34;0.07838063;12.758254146805363;255,733;11,573,599,121,597,093,000,000,000,000,000;1,700,806,434,272,264,000,000,000,000,000,000,000,000,000;295367039.13342506;713.47281691;9133.31134096464;35732403.41570273;107197.2102471082;193;0.07670575;0.07927078;0.07664508;0.07670575;1837.5330305439452;211132676701.59906;35353973627.380775;52328.5359126325;974195000547.444;53568946625.62234
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18903;2021-03-10;1633219200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.963086368914373e+17;2.97446329774981e+34;0.07094829;14.094772209575565;256,729;13,036,011,646,229,152,000,000,000,000,000;1,923,434,898,415,616,800,000,000,000,000,000,000,000,000;253439321.4165885;207.96503532;2923.682335972874;9986750.997560544;29960.25299268164;133;0.07108169;0.07144478;0.07087817;0.07108169;1869.3311016255;214412034435.93906;31147565432.965343;54700.273439277444;1018978819157.4177;57418251743.06042
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18934;2021-03-11;1635897600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.281747397857162e+17;2.9282314256484548e+34;0.07320628;13.660029172088882;256,416;14,405,606,182,558,830,000,000,000,000,000;2,127,233,371,988,647,200,000,000,000,000,000,000,000,000;341509613.55878985;418.41212569;5711.464604692264;26050609.34564;78151.82803692;107;0.0726948;0.07395147;0.07255648;0.0726948;1802.3110916881178;207916309215.61444;31746963272.74199;56020.4877195857;1044805904677.5541;63560545036.79726
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18964;2021-03-12;1638489600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.752824040147423e+17;2.8207072774421993e+34;0.07889384;12.675259825982819;255,667;15,525,599,562,540,825,000,000,000,000,000;2,262,396,855,777,776,400,000,000,000,000,000,000,000,000;298333194.2671941;666.39432176;8411.419094152092;36603486.680260405;109810.46004078122;207;0.07998381;0.0807277;0.07791995;0.07998381;1826.0574768119818;210018342198.09778;31257932436.53519;57788.86810329514;1077836070933.286;64605228617.76096
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18751;2021-04-05;1620086400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;34777181970750.0;3.1772030779696573e+34;0.06218264;16.08165650996577;258,048;0;885,992,832,196,119,700,000,000,000,000,000,000,000;0.0;0.00186388;0.03;0.0;0.0;10;0.0;0.0623615;0.0;0.0;2077.755212422407;239721240194.1402;26817722961.480415;58228.802623466196;1087344280109.6896;46156767978.177345
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18782;2021-04-06;1622764800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.1938691187489183e+18;2.9320439748561504e+34;0.07301602;13.695622968839247;256,442;6,653,080,912,476,753,000,000,000,000,000;950,516,468,506,412,100,000,000,000,000,000,000,000,000;239683313.29234472;733.95845297;10139.27496584256;27212781.50293081;81638.34450879243;391;0.07282665;0.07316942;0.07166078;0.07282665;2097.7963827792596;242118495324.83636;30867393925.630993;58706.81559311396;1096202611389.9541;54670173277.08731
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18812;2021-04-07;1625356800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.799576374003415e+17;3.0895961599609048e+34;0.06575908;15.207025206924008;257,488;8,692,371,209,094,173,000,000,000,000,000;1,295,031,187,725,585,400,000,000,000,000,000,000,000,000;182820268.92778945;499.19515698;7635.687344929777;17643587.04724087;52930.76114172261;569;0.06403138;0.06633958;0.06394078;0.06403138;2115.0554517461082;244306254505.299;33391498272.783157;58062.17872433649;1084341670320.8142;61497704158.13829
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18843;2021-04-08;1628035200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;7.334809065182588e+17;3.0230072656779875e+34;0.06868798;14.558586611435492;257,053;10,256,195,411,619,648,000,000,000,000,000;1,537,739,641,268,561,400,000,000,000,000,000,000,000,000;210582257.68755573;1426.23016674;21291.94686118772;55664692.41044948;166994.07723134843;501;0.06555279;0.06887898;0.06534812;0.06555279;1989.1480619041722;229324263726.26553;39604003543.54452;56134.41738866435;1050759681844.6099;67617613532.43307
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18874;2021-04-09;1630713600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;4.929433742562915e+17;2.8441906714428034e+34;0.07759643;12.887190484612946;255,833;11,610,967,651,751,249,000,000,000,000,000;1,707,411,960,940,096,300,000,000,000,000,000,000,000,000;296943906.76432025;525.97409743;6743.387785940319;26329946.845058545;78989.84053517562;141;0.0783865;0.07891372;0.07714814;0.0783865;2081.3540625398964;240116470865.16214;27145394978.191498;58065.644024815316;1083362883828.1199;48714359354.07226
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18904;2021-04-10;1633305600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.557571090839014e+17;3.016613807884978e+34;0.06897945;14.497070860938871;257,010;13,050,677,676,284,129,000,000,000,000,000;1,930,976,017,046,035,200,000,000,000,000,000,000,000,000;252426515.6831384;453.76405719;6493.124882057447;21738438.968777288;65215.31690633186;207;0.07094829;0.07094829;0.06897945;0.07094829;2069.6677960855295;238825167325.68292;25076796421.07279;58152.993262141834;1085794662404.731;45880879041.76103
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18935;2021-04-11;1635984000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;5.73878426134452e+17;2.919388745711693e+34;0.07365043;13.57765256621744;256,355;14,427,750,969,253,624,000,000,000,000,000;2,129,177,858,039,461,300,000,000,000,000,000,000,000,000;335707813.5798007;223.59684969;3051.133632568453;13790508.760619843;41371.52628185953;98;0.07320061;0.07365043;0.0728896;0.07320061;2142.7960653929085;246336623343.47812;32243242817.777157;59979.39281571831;1116221525334.3267;61788197398.73793
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18965;2021-04-12;1638576000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;7.884800246903497e+17;2.7443789273651523e+34;0.08334336;11.998556044594588;255,119;15,678,132,140,321,730,000,000,000,000,000;2,271,473,019,414,470,400,000,000,000,000,000,000,000,000;341384322.9646776;1585.80888388;19511.66201007744;76880968.60738678;230642.9058221604;276;0.07888189;0.0838996;0.0781957;0.07888189;2150.2651427927744;247431817683.18906;25369863410.044476;59988.02095852983;1120606689450.4702;46792500386.96501
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18752;2021-05-05;1620172800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;5.8107907112361704e+16;3.1960393978736797e+34;0.06145184;16.272904699276012;258,166;67,003,586,405,197,000,000,000,000,000;14,372,686,807,776,426,000,000,000,000,000,000,000,000;8760155.104262972;8.6328427;142.06627499425963;492532.4489385855;1477.5973468157565;93;0.06218264;0.06218264;0.05962991;0.06218264;3245.663148933579;380565712269.779;78437235045.70189;53464.37021950372;999775008412.3738;71296763919.13268
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18783;2021-05-06;1622851200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.1568007990101056e+18;2.9200415162424485e+34;0.0736175;13.583725126695338;256,360;6,692,840,776,600,721,000,000,000,000,000;954,467,986,229,183,300,000,000,000,000,000,000,000,000;226975359.5216193;798.14847427;10833.60339111007;29070885.424621057;87212.65627386316;372;0.07301587;0.07441684;0.07296724;0.07301587;3524.562728476055;409191426695.66266;63552342594.19045;57432.100227087576;1070969079353.5304;72158368257.54709
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18813;2021-05-07;1625443200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;7.667051288110492e+17;3.0976867076974513e+34;0.06541602;15.2867730101468;257,541;8,741,282,383,055,259,000,000,000,000,000;1,303,492,867,043,494,900,000,000,000,000,000,000,000,000;174537285.53175688;723.77629736;10986.874899570772;24616631.376751024;73849.89413025307;533;0.06575908;0.066632;0.06514297;0.06575908;3495.0758690360576;405355930465.5294;50430169752.9615;56507.759439869595;1056801053574.5111;87510802710.77629
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18844;2021-05-08;1628121600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;5.6109134650603795e+17;3.0158532633458913e+34;0.06901424;14.489761819152305;257,005;10,403,090,750,864,549,000,000,000,000,000;1,557,827,060,800,096,400,000,000,000,000,000,000,000,000;190009360.27903748;1707.49048246;24466.168634490903;66669773.478118934;200009.3204343568;527;0.06868798;0.07195289;0.06811903;0.06868798;3493.534500000208;404284565609.95483;44980768421.369;57361.56904328887;1072831991777.4056;68154805947.0942
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18875;2021-05-09;1630800000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;5.251154593937907e+17;2.8691036590007246e+34;0.07625471;13.113943589101725;256,008;11,643,976,671,384,424,000,000,000,000,000;1,714,861,482,638,735,800,000,000,000,000,000,000,000,000;293979395.2840756;522.19525141;6717.313280568556;26268965.478578378;78806.89643573515;125;0.07760245;0.0785996;0.07625471;0.07760245;3912.7429165968124;450716254202.56744;60174921874.24125;58771.881689509355;1099271802311.4957;66812167538.22713
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18905;2021-05-10;1633392000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.194713103746516e+17;3.0317765620453355e+34;0.0682912;14.643173728330867;257,111;13,063,859,021,139,714,000,000,000,000,000;1,934,828,711,593,785,400,000,000,000,000,000,000,000,000;263849902.18808;255.81555623;3732.573692831928;12819044.490269093;38457.13347080728;148;0.06896327;0.06896327;0.06818292;0.06896327;3932.754068170969;455448294000.9345;61625657297.19764;58213.926293744385;1088903483393.3053;67906284080.6139
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18936;2021-05-11;1636070400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.258372651472637e+17;2.9260478801868705e+34;0.07331558;13.639664542761563;256,401;14,435,142,750,714,447,000,000,000,000,000;2,131,004,069,084,311,500,000,000,000,000,000,000,000,000;332118238.82807326;123.45532026;1685.0719397175687;7576349.045332748;22729.047135998244;74;0.07365709;0.07365709;0.07307664;0.07365709;3979.6086519212827;461040789541.05756;80827215917.6633;55901.66759456145;1045714370754.1615;76672978747.69038
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18966;2021-05-12;1638662400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.626082956587108e+17;2.7225647128149783e+34;0.08468426;11.808568552710723;254,959;15,733,695,166,197,387,000,000,000,000,000;2,275,236,537,308,577,000,000,000,000,000,000,000,000,000;345959793.3969875;872.52010243;10300.169446920345;42769571.4613629;128308.71438408869;197;0.08334482;0.08543322;0.08334482;0.08334482;4182.790285752286;481380994613.09344;67869198116.36811;56928.97235660158;1064993057463.8884;67726708140.565094
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18760;2021-05-13;1620864000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;3.447521473581415e+17;2.8929017181062956e+34;0.07500527;13.332395591811796;256,173;1,665,236,785,416,417,800,000,000,000,000;205,589,697,952,077,440,000,000,000,000,000,000,000,000;228587443.25421816;6346.31142376;82666.4050036858;314647925.4237438;943943.7762712312;811;0.07779446;0.07903069;0.07433821;0.07779446;3906.108903329409;465647015108.638;78772032254.80873;50004.76218313686;935512493150.826;75523928654.34041
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18761;2021-05-14;1620950400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.7363545459832438e+18;2.771828139130913e+34;0.08170084;12.239774910075838;255,318;1,803,424,819,460,620,400,000,000,000,000;207,443,442,281,386,880,000,000,000,000,000,000,000,000;127461839.82274891;4036.00965452;50873.64125101672;204538853.03332713;613616.5590999813;508;0.07511291;0.08170084;0.07511291;0.07511291;3750.3415950592753;431105320829.47766;97383442023.26581;49972.795398372444;934964766185.9642;104203551167.93765
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18762;2021-05-15;1621036800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;4.321136729396703e+17;2.834344934095162e+34;0.07813646;12.798121719363897;255,764;1,910,909,237,804,013,800,000,000,000,000;229,222,625,201,393,970,000,000,000,000,000,000,000,000;125999171.40811384;1620.24895642;20452.297989774044;79526527.48284627;238579.5824485388;387;0.08170759;0.08177492;0.07690173;0.08170759;4088.73170832043;473724804234.6842;63587729060.25979;49913.26314398822;935962705739.4398;56820196964.51265
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18763;2021-05-16;1621123200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;4.518906603003266e+17;2.848226614346713e+34;0.07737667;12.923790610147247;255,862;2,077,401,235,233,133,600,000,000,000,000;252,714,339,025,917,100,000,000,000,000,000,000,000,000;127499827.55368516;1510.75972079;19666.002878442767;70906068.81226815;212718.20643680444;533;0.07811627;0.07955422;0.07516553;0.07811627;3659.9218442136184;425715131137.06134;58150860876.149025;46780.902304688214;875321252276.1078;62896879696.14898
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18764;2021-05-17;1621209600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;6.028542374993766e+17;2.886487736579742e+34;0.07533897;13.27334143153247;256,128;2,318,259,720,395,323,700,000,000,000,000;289,307,746,006,067,650,000,000,000,000,000,000,000,000;127003626.0960954;2520.32675975;33159.09920627984;110805692.22278248;332417.07666834746;613;0.0772845;0.07791537;0.07416013;0.0772845;3602.0048969299023;414265118099.5364;67531308123.83328;46585.06413538846;871695620615.745;70636455913.96016
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18765;2021-05-18;1621296000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8.15858642571814e+17;2.824812365786202e+34;0.07866471;12.712180299571141;255,696;2,471,077,689,298,175,000,000,000,000,000;301,151,876,312,673,760,000,000,000,000,000,000,000,000;134825471.11476535;1697.9343163;21896.530309248683;74860709.38247515;224582.1281474254;437;0.07529866;0.07929473;0.07522514;0.07529866;3288.2298872378637;381161976477.9278;75100584775.8453;43780.82559782485;819256623328.7307;84054878923.85199
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18766;2021-05-19;1621382400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1.7202564285359914e+17;3.0617843951416656e+34;0.06695915;14.934477849044336;257,308;3,172,912,750,400,633,000,000,000,000,000;431,926,071,017,402,850,000,000,000,000,000,000,000,000;111787741.56101136;5424.73829116;75495.10029265827;205396378.817488;616189.136452464;1,035;0.07866572;0.07922684;0.06601669;0.07866572;3399.0492796569383;390227141901.1161;59160464538.280525;43091.04144756922;800545278567.6873;65037066859.11668
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18767;2021-05-20;1621468800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;3.432360655350618e+17;3.0366097745445224e+34;0.06807398;14.68989879656826;257,142;3,908,646,750,308,732,500,000,000,000,000;541,761,242,127,306,800,000,000,000,000,000,000,000,000;150872752.0344645;3213.58519952;48584.31015324849;124821896.3242892;374465.6889728676;926;0.06693907;0.07002774;0.06096098;0.06693907;2505.014945945662;295232973801.7795;117905041184.06494;37287.39140242737;697785056487.6051;141151477374.61298
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-18768;2021-05-21;1621555200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;2.9877637069723706e+17;3.1062946180282963e+34;0.06505398;15.371849399215064;257,596;4,264,377,259,186,232,000,000,000,000,000;604,486,455,524,632,200,000,000,000,000,000,000,000,000;107638875.35120754;2284.79806752;34480.398574243634;87368570.13438979;262105.71040316945;734;0.06815664;0.06984879;0.06323382;0.06815664;2778.279660560299;322162621074.79614;92538167827.51727;40437.73009625558;759679496751.2783;95001812130.50996
