ID;Date;Date (Unix);Pool;Pool Tokens;Liquidity;Sqrt Price;Token0 Price;Token1 Price;Tick;Fee Growth Global 0 X128;Fee Growth Global 1 X128;TVL USD;Volume Token 0;Volume Token 1;Volume USD;Fees USD;TX Count;Open;High;Low;Close
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19608;9/8/2023, 8:00:00 AM;1694131200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;2,407,721,376,782,591,500;31,570,681,301,939,593,000,000,000,000,000,000;0.06297834;15.878473217181962407;257,921;35,448,672,936,477,260,000,000,000,000,000;5,245,708,756,256,055,000,000,000,000,000,000,000,000,000;241977756.237365784125208406;111.98123969;1778.38276240578543989;2925181.166250552551408549;8775.543498751657654225;51;0.06286408;0.06297834;0.06280625;0.06286408
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19607;9/7/2023, 8:00:00 AM;1694044800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;2,404,880,437,874,730,000;31,598,592,168,422,520,000,000,000,000,000,000;0.06286713;15.906561166556999118;257,938;35,445,165,955,823,456,000,000,000,000,000;5,245,510,541,536,333,000,000,000,000,000,000,000,000,000;244475935.807639691358875688;272.59038634;4329.043808760805853123;7099286.52286271987788695;21297.85956858815963366;107;0.06347099;0.06347099;0.06286713;0.06347099
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19606;9/6/2023, 8:00:00 AM;1693958400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;8,358,600,700,275,170,000;31,447,911,573,596,012,000,000,000,000,000,000;0.06347103;15.755219272064126649;257,843;35,445,165,911,175,720,000,000,000,000,000;5,243,563,188,777,498,000,000,000,000,000,000,000,000,000;244001771.054287807354816062;40.06347281;629.978341935068601934;1042106.84785305905997201;3126.320543559177179916;34;0.06338385;0.06347163;0.06338151;0.06338385
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19605;9/5/2023, 8:00:00 AM;1693872000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;2,095,654,162,055,423,700;31,469,336,264,469,820,000,000,000,000,000,000;0.06338463;15.776693873598180704;257,856;35,443,333,693,727,863,000,000,000,000,000;5,243,551,202,262,390,400,000,000,000,000,000,000,000,000;233109496.829377751062611346;116.93272761;1843.501605025574574635;3017192.546050482538855246;9051.577638151447616565;87;0.06309248;0.06338463;0.06309126;0.06309248
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19604;9/4/2023, 8:00:00 AM;1693785600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,889,946,981,319,415,800;31,542,112,157,309,845,000,000,000,000,000,000;0.06309248;15.84974851905957899;257,902;35,437,359,393,652,426,000,000,000,000,000;5,243,546,998,742,825,000,000,000,000,000,000,000,000,000;231737291.483050531178521091;9.80671539;155.844108131244456756;253723.215786298959573741;761.169647358896878721;29;0.06311713;0.06311784;0.06309248;0.06311713
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19603;9/3/2023, 8:00:00 AM;1693699200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,890,056,426,382,102,000;31,535,951,680,592,594,000,000,000,000,000,000;0.06311713;15.843557908169011176;257,899;35,437,342,294,883,954,000,000,000,000,000;5,243,465,098,034,631,000,000,000,000,000,000,000,000,000;233408948.775551663849666088;32.53505685;516.658364197312339095;844179.188834536093812396;2532.537566503608281437;37;0.06320453;0.06320453;0.063117;0.06320453
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19602;9/2/2023, 8:00:00 AM;1693612800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,888,126,450,329,375,200;31,514,139,310,179,210,000,000,000,000,000,000;0.06320453;15.821648562148138736;257,885;35,437,342,294,883,954,000,000,000,000,000;5,243,182,777,809,453,000,000,000,000,000,000,000,000,000;234254409.765680128739000897;50.47128069;796.988367435297290746;1301923.345850174312391826;3905.770037550522937175;35;0.0630706;0.06320453;0.0630706;0.0630706
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19601;9/1/2023, 8:00:00 AM;1693526400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,883,980,808,448,728,000;31,547,581,605,322,143,000,000,000,000,000,000;0.0630706;15.855245734409797688;257,906;35,434,613,335,166,264,000,000,000,000,000;5,243,182,750,662,569,400,000,000,000,000,000,000,000,000;233633579.075185241089317345;75.52934548;1197.910241321782135466;1945247.577515632327546823;5835.74273254689698264;59;0.06319681;0.06323097;0.0630706;0.06319681
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19600;8/31/2023, 8:00:00 AM;1693440000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;2,035,582,192,911,992,000;31,517,033,769,004,888,000,000,000,000,000,000;0.06319293;15.8245550171157761;257,887;35,433,761,160,213,880,000,000,000,000,000;5,242,665,388,819,141,000,000,000,000,000,000,000,000,000;236771334.117107506582524273;231.81857552;3675.680557811422660784;6119709.03792542512504551;18359.127113776275375136;112;0.06260404;0.06319293;0.06259165;0.06260404
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19599;8/30/2023, 8:00:00 AM;1693353600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,872,882,495,084,325,400;31,664,920,559,221,704,000,000,000,000,000,000;0.06260404;15.973409963540366771;257,980;35,421,562,543,743,640,000,000,000,000,000;5,242,624,700,018,322,400,000,000,000,000,000,000,000,000;244421843.818328615548976793;64.52541571;1029.978568063144758259;1770217.971668455991977151;5310.653915005367975931;168;0.06250689;0.06260412;0.06248415;0.06250689
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19598;8/29/2023, 8:00:00 AM;1693267200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,872,599,508,480,731,100;31,689,516,683,845,520,000,000,000,000,000,000;0.06250689;15.998234694755372873;257,996;35,418,799,596,093,664,000,000,000,000,000;5,242,485,041,904,409,000,000,000,000,000,000,000,000,000;249176817.359635966399147915;777.1091726;12402.409960775776731222;21221868.070951325807582226;63665.604212853977422746;192;0.06336629;0.0633663;0.06219672;0.06336629
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19597;8/28/2023, 8:00:00 AM;1693180800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,899,138,215,313,615,600;31,473,890,563,158,820,000,000,000,000,000,000;0.06336629;15.7812606668015807;257,859;35,406,387,431,996,628,000,000,000,000,000;5,237,731,138,935,621,600,000,000,000,000,000,000,000,000;236315491.733047193440254033;189.32129348;2993.470781342276424632;4917280.444095717583565944;14751.841332287152750697;54;0.06334439;0.06336629;0.06311995;0.06334439
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19596;8/27/2023, 8:00:00 AM;1693094400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,899,495,045,736,669,400;31,479,960,616,282,620,000,000,000,000,000,000;0.06334185;15.78734840023519278;257,863;35,401,033,714,929,584,000,000,000,000,000;5,236,963,027,196,220,000,000,000,000,000,000,000,000,000;237673448.972423313246017475;18.3334286;290.193432111151986407;477764.610390161201814642;1433.293831170483605443;53;0.06339025;0.06339025;0.06334179;0.06339025
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19595;8/26/2023, 8:00:00 AM;1693008000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,895,364,786,441,429,000;31,467,936,920,696,625,000,000,000,000,000,000;0.06339027;15.775290823511589404;257,855;35,401,031,982,376,000,000,000,000,000,000;5,236,807,342,738,850,000,000,000,000,000,000,000,000,000;236643467.861280600196378303;14.0981494;222.694548447902682747;366840.099279343235134709;1100.520297838029705404;47;0.06341187;0.06341878;0.06339027;0.06341187
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19594;8/25/2023, 8:00:00 AM;1692921600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,895,563,966,585,822,000;31,463,069,668,809,170,000,000,000,000,000,000;0.06340988;15.770411166091423248;257,852;35,400,850,860,472,790,000,000,000,000,000;5,236,715,899,082,051,500,000,000,000,000,000,000,000,000;236866147.003771820441066982;62.35784651;981.730822694591002854;1634164.033749842050638553;4902.492101249526151915;90;0.06324643;0.06340988;0.06324643;0.06324643
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19593;8/24/2023, 8:00:00 AM;1692835200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,907,990,275,700,727,300;31,503,700,086,221,796,000,000,000,000,000,000;0.06324643;15.811168290097380459;257,878;35,397,517,614,664,696,000,000,000,000,000;5,236,714,973,007,472,000,000,000,000,000,000,000,000,000;238758386.719521857990597313;61.04908892;966.06033861698342427;1602839.056321629421973048;4808.517168964888265919;76;0.06328167;0.06328963;0.06319153;0.06328167
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19592;8/23/2023, 8:00:00 AM;1692748800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,902,743,649,279,454,200;31,494,927,337,574,500,000,000,000,000,000,000;0.06328167;15.802363731133515553;257,872;35,396,176,805,869,040,000,000,000,000,000;5,236,398,834,668,104,000,000,000,000,000,000,000,000,000;241264456.182849163925908285;318.1113931;5031.719130677685992506;8348194.547501218959624795;25044.583642503656878874;189;0.06268724;0.06340064;0.06268724;0.06268724
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19591;8/22/2023, 8:00:00 AM;1692662400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,877,790,618,462,991,000;31,643,898,699,085,697,000,000,000,000,000,000;0.06268724;15.952207994862349034;257,967;35,381,190,171,423,834,000,000,000,000,000;5,235,997,644,426,282,000,000,000,000,000,000,000,000,000;234659765.182479433275589436;490.19284119;7774.199293205379670827;12654609.945580726262463588;37963.82983674217878739;186;0.06388849;0.06388849;0.06263141;0.06388849
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19590;8/21/2023, 8:00:00 AM;1692576000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,774,951,623,768,475,100;31,344,999,772,915,680,000,000,000,000,000,000;0.06388849;15.652271576630099965;257,777;35,380,405,427,141,030,000,000,000,000,000;5,231,948,865,572,803,000,000,000,000,000,000,000,000,000;238351209.671750861778516531;87.21899861;1366.630844322887889371;2265027.309462774422270889;6795.081928388323266812;120;0.06413593;0.06413593;0.06388848;0.06413593
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19589;8/20/2023, 8:00:00 AM;1692489600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,754,208,291,404,522,500;31,284,475,458,024,127,000,000,000,000,000,000;0.06413593;15.591883737780823983;257,738;35,380,404,083,483,143,000,000,000,000,000;5,231,166,461,352,131,000,000,000,000,000,000,000,000,000;238722195.270441317301840863;128.48600329;2005.723362079176112368;3368660.976931150801201043;10105.982930793452403603;295;0.06399572;0.06413593;0.06388125;0.06399572
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19588;8/19/2023, 8:00:00 AM;1692403200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,705,843,616,075,004,000;31,318,725,582,020,034,000,000,000,000,000,000;0.06399573;15.626042295162088275;257,760;35,375,235,666,815,430,000,000,000,000,000;5,230,801,584,439,570,000,000,000,000,000,000,000,000,000;236457839.769752696804114787;211.55508128;3305.53267008953192568;5535930.62360266746059104;16607.791870808002381773;240;0.06357565;0.06409878;0.06357565;0.06357565
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19587;8/18/2023, 8:00:00 AM;1692316800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,683,071,922,285,329,700;31,422,038,788,073,310,000,000,000,000,000,000;0.06357559;15.72930570860600239;257,826;35,364,632,961,390,768,000,000,000,000,000;5,230,476,059,637,168,000,000,000,000,000,000,000,000,000;232588978.077023227697477571;302.43057798;4748.563735242092694585;7947599.149172036903610622;23842.797447516110710831;198;0.06334684;0.06387939;0.06332903;0.06334684
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19586;8/17/2023, 8:00:00 AM;1692230400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,671,685,386,539,768,300;31,477,315,824,568,154,000,000,000,000,000,000;0.0633525;15.78469576068727227;257,861;35,353,227,206,936,152,000,000,000,000,000;5,229,397,098,059,208,000,000,000,000,000,000,000,000,000;241817085.19106977596645144;1452.80792643;23322.282243594091161072;39403958.204698237213231561;118211.874614094711639694;381;0.06271126;0.06335885;0.06157233;0.06271126
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19585;8/16/2023, 8:00:00 AM;1692144000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,637,063,196,039,479,600;31,637,963,161,972,723,000,000,000,000,000,000;0.06271077;15.946224153027560301;257,963;35,299,764,130,082,530,000,000,000,000,000;5,222,928,123,023,186,000,000,000,000,000,000,000,000,000;260922626.974824142630000481;124.07431914;1979.529570851871987577;3588008.356666880645905998;10764.025070000641937717;131;0.06265231;0.06271771;0.06256571;0.06265231
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19584;8/15/2023, 8:00:00 AM;1692057600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,641,871,482,223,048,200;31,652,719,821,309,960,000,000,000,000,000,000;0.06265231;15.961102979074622735;257,972;35,295,477,490,272,627,000,000,000,000,000;5,222,405,206,786,886,500,000,000,000,000,000,000,000,000;263687653.297721740145584661;40.05497446;639.73610874263171594;1165425.645817159668239416;3496.276937451479004718;54;0.06266731;0.06267141;0.0626034;0.06266731
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19583;8/14/2023, 8:00:00 AM;1691971200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,640,201,399,141,924,900;31,648,925,041,748,294,000,000,000,000,000,000;0.06266733;15.957276120784402524;257,970;35,294,386,343,146,783,000,000,000,000,000;5,222,181,413,619,359,000,000,000,000,000,000,000,000,000;266366458.786380530334955975;68.79408608;1099.219860648020126103;2027856.455130689822021695;6083.569365392069466065;59;0.06287132;0.06287132;0.06266733;0.06287132
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19582;8/13/2023, 8:00:00 AM;1691884800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,656,019,073,717,141,200;31,597,537,844,045,354,000,000,000,000,000,000;0.06287133;15.905499701836118603;257,938;35,294,324,220,356,317,000,000,000,000,000;5,221,507,496,366,123,500,000,000,000,000,000,000,000,000;265204961.308799300460486311;62.18139808;987.715925520698390619;1827215.172862042498013147;5481.645518586127494039;117;0.0627732;0.0629166;0.0627732;0.0627732
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19581;8/12/2023, 8:00:00 AM;1691798400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,641,924,486,120,414,500;31,622,226,701,297,040,000,000,000,000,000,000;0.0627732;15.930365058622450075;257,953;35,291,395,214,292,550,000,000,000,000,000;5,221,360,541,303,454,000,000,000,000,000,000,000,000,000;266682997.295797315959376618;18.72124282;297.477541859134251795;550164.32075042854308245;1650.492962251285629247;90;0.06271637;0.0627732;0.06271637;0.06271637
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19580;8/11/2023, 8:00:00 AM;1691712000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,640,086,000,519,082,000;31,636,571,309,314,297,000,000,000,000,000,000;0.06271628;15.944821135636298298;257,962;35,290,231,479,444,640,000,000,000,000,000;5,221,360,357,325,805,500,000,000,000,000,000,000,000,000;266269611.962703641594572087;9.9692836;158.55244393844870126;293534.32288287743769678;880.60296864863231309;84;0.06268837;0.06271692;0.06268837;0.06268837
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19579;8/10/2023, 8:00:00 AM;1691625600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,639,220,253,410,775,800;31,643,614,719,679,650,000,000,000,000,000,000;0.06268837;15.951921678800758811;257,967;35,289,636,161,817,390,000,000,000,000,000;5,221,356,521,235,850,000,000,000,000,000,000,000,000,000;267396537.139425386429316667;10.0597084;160.031920802160316292;296924.997520559328335535;890.774992561677985006;84;0.06265791;0.06268837;0.06265791;0.06265791
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19578;8/9/2023, 8:00:00 AM;1691539200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,639,528,529,190,243,600;31,651,304,812,629,015,000,000,000,000,000,000;0.06265791;15.959675955136318293;257,972;35,289,011,527,384,090,000,000,000,000,000;5,221,356,241,140,750,000,000,000,000,000,000,000,000,000;272444857.540290864382050616;110.44951392;1762.224826820788483408;3268673.969543855013765715;9806.021908631565041297;106;0.06232335;0.06265791;0.0623233;0.06232335
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19577;8/8/2023, 8:00:00 AM;1691452800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,629,182,418,978,685,700;31,736,141,336,562,850,000,000,000,000,000,000;0.06232336;16.045345597258329012;258,025;35,282,134,463,916,710,000,000,000,000,000;5,221,352,061,371,138,000,000,000,000,000,000,000,000,000;274343078.590441098927375548;334.99980814;5358.742198567743918363;9893427.870011058664170837;29680.283610033175992512;168;0.06265443;0.06283211;0.06232336;0.06265443
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19576;8/7/2023, 8:00:00 AM;1691366400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,640,187,178,453,076,700;31,652,210,176,242,370,000,000,000,000,000,000;0.06265432;15.960588999109228291;257,972;35,275,057,521,646,390,000,000,000,000,000;5,219,137,232,593,221,000,000,000,000,000,000,000,000,000;272903360.277840227041683357;139.63397157;2227.820524379496379514;4028262.709392111356446703;12084.78812817633406934;82;0.06307807;0.06307811;0.06265313;0.06307807
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19575;8/6/2023, 8:00:00 AM;1691280000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,665,946,628,480,849,400;31,545,715,509,721,364,000,000,000,000,000,000;0.06307807;15.85337005787708436;257,905;35,275,031,701,246,698,000,000,000,000,000;5,217,756,810,839,729,000,000,000,000,000,000,000,000,000;273557137.414615713915254491;1.25594879;19.855014373926558498;36383.381402909586710802;109.150144208728760132;44;0.06307449;0.0630781;0.06307449;0.06307449
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19574;8/5/2023, 8:00:00 AM;1691193600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,665,191,794,196,420,600;31,546,609,810,407,780,000,000,000,000,000,000;0.06307449;15.854268936248345042;257,905;35,274,956,756,793,170,000,000,000,000,000;5,217,756,487,192,920,500,000,000,000,000,000,000,000,000;273800091.513472845764778614;21.7380434;344.294990871509331418;628996.941697709777963122;1886.990825093129333889;45;0.06304286;0.06307449;0.06302659;0.06304286
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19573;8/4/2023, 8:00:00 AM;1691107200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,664,312,536,050,293,500;31,554,497,734,903,723,000,000,000,000,000,000;0.06304296;15.862198340500660668;257,910;35,273,968,280,295,310,000,000,000,000,000;5,217,701,652,871,333,000,000,000,000,000,000,000,000,000;273094118.313188058233535499;10.41660724;165.095310483493478088;303574.251354177374465103;910.722754062532123395;75;0.06303829;0.06304419;0.06302969;0.06303829
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19572;8/3/2023, 8:00:00 AM;1691020800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,659,008,028,078,655,200;31,556,923,015,304,916,000,000,000,000,000,000;0.06303327;15.8646367730494575;257,912;35,273,548,635,292,813,000,000,000,000,000;5,217,666,336,878,315,000,000,000,000,000,000,000,000,000;276618979.367863777964743069;29.20214362;463.012378228041835411;852262.789037266458670143;2556.78836711179937601;73;0.06302249;0.06306668;0.06302249;0.06302249
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19571;8/2/2023, 8:00:00 AM;1690934400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,659,620,030,298,447,000;31,559,625,201,720,620,000,000,000,000,000,000;0.06302248;15.867353833985981721;257,914;35,272,537,924,371,840,000,000,000,000,000;5,217,541,117,039,807,000,000,000,000,000,000,000,000,000;277498216.61744826437016422;239.6306148;3806.092655354344148228;7091368.064913586540077703;21274.104194740759620233;242;0.06333731;0.06333731;0.06282615;0.06333731
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19570;8/1/2023, 8:00:00 AM;1690848000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,664,313,451,719,091,500;31,480,335,649,603,770,000,000,000,000,000,000;0.06334035;15.787724564426956787;257,863;35,268,531,003,460,844,000,000,000,000,000;5,215,874,220,650,322,000,000,000,000,000,000,000,000,000;281502541.882522011921471085;226.11945459;3570.941227035905965977;6544192.548442685972171836;19632.577645328057916515;114;0.06364926;0.06364926;0.06324185;0.06364926
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19569;7/31/2023, 8:00:00 AM;1690761600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,699,588,180,768,477,700;31,403,849,752,886,708,000,000,000,000,000,000;0.06364926;15.711100773502609395;257,815;35,264,804,879,335,313,000,000,000,000,000;5,214,302,714,537,065,000,000,000,000,000,000,000,000,000;282128679.564719540081138887;74.45972114;1171.40133569883301574;2181984.181824518300296334;6545.952545473554900889;83;0.06380558;0.06380558;0.06361833;0.06380558
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19568;7/30/2023, 8:00:00 AM;1690675200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,698,651,208,824,966,000;31,364,886,146,462,224,000,000,000,000,000,000;0.0638075;15.67213858323640404;257,790;35,264,166,446,676,754,000,000,000,000,000;5,213,698,721,350,362,000,000,000,000,000,000,000,000,000;282491103.227070469267197249;54.31196142;852.503787826278564346;1581908.05640426653778702;4745.724169212799613361;100;0.06395865;0.0639636;0.0638075;0.06395865
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19567;7/29/2023, 8:00:00 AM;1690588800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,707,114,028,443,889,200;31,327,803,054,686,025,000,000,000,000,000,000;0.06395864;15.635101765205612935;257,766;35,264,059,944,684,400,000,000,000,000,000;5,213,203,057,647,402,000,000,000,000,000,000,000,000,000;286295867.519936376639184843;63.99021759;1000.280184861626045774;1878983.261363412068711674;5636.949784090236206135;159;0.06387866;0.06395864;0.06384336;0.06387866
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19566;7/28/2023, 8:00:00 AM;1690502400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,710,178,117,698,498,300;31,347,418,541,170,120,000,000,000,000,000,000;0.06387863;15.654687316211905417;257,779;35,261,249,472,969,520,000,000,000,000,000;5,213,030,620,768,921,500,000,000,000,000,000,000,000,000;285613467.194615464633156889;82.08740565;1283.630820303661356465;2400540.082965782677527653;7201.620248897348032582;89;0.0636373;0.06387863;0.0636373;0.0636373
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19565;7/27/2023, 8:00:00 AM;1690416000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,710,579,570,480,972,500;31,406,801,470,375,507,000,000,000,000,000,000;0.0636373;15.714054354717542363;257,816;35,256,442,487,620,572,000,000,000,000,000;5,213,030,079,290,538,400,000,000,000,000,000,000,000,000;283480529.526882429339393054;42.94193412;673.964509074866786877;1264688.025916475826402434;3794.064077749427479207;62;0.06356442;0.0636376;0.06356442;0.06356442
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19564;7/26/2023, 8:00:00 AM;1690329600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,675,845,170,758,836,700;31,424,808,399,760,860,000,000,000,000,000,000;0.06356439;15.732078666092353362;257,828;35,254,407,425,472,543,000,000,000,000,000;5,212,942,836,360,083,500,000,000,000,000,000,000,000,000;287363321.598812442419300378;92.52641811;1457.230237600059463599;2715919.518870064538241073;8147.758556610193614723;55;0.0635687;0.06356928;0.06342817;0.0635687
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19563;7/25/2023, 8:00:00 AM;1690243200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,675,956,535,039,675,000;31,423,742,766,069,646,000,000,000,000,000,000;0.0635687;15.731011716146507378;257,827;35,251,628,145,279,136,000,000,000,000,000;5,212,491,364,489,007,400,000,000,000,000,000,000,000,000;284802169.237570576893347492;45.27808403;710.892802337826834095;1322050.201330670019969377;3966.150603992010059908;51;0.06343295;0.0635687;0.06343295;0.06343295
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19562;7/24/2023, 8:00:00 AM;1690156800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,675,540,447,618,024,000;31,457,349,151,672,320,000,000,000,000,000,000;0.06343295;15.76467703353640446;257,849;35,248,870,147,279,492,000,000,000,000,000;5,212,491,357,780,829,000,000,000,000,000,000,000,000,000;283085740.753590014891225995;235.06570024;3715.885386738562957661;6910074.263361845180749655;20730.222790085535542248;64;0.0627487;0.06343304;0.0627487;0.0627487
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19561;7/23/2023, 8:00:00 AM;1690070400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,662,915,109,545,934,600;31,623,345,935,155,620,000,000,000,000,000,000;0.06276875;15.931492754002968551;257,954;35,234,906,496,784,904,000,000,000,000,000;5,212,424,206,483,352,000,000,000,000,000,000,000,000,000;291299167.780352824112903985;79.03132923;1260.020832840089385632;2358801.792137614450720472;7076.405376412843352161;35;0.06263052;0.06276875;0.06263052;0.06263052
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19560;7/22/2023, 8:00:00 AM;1689984000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,661,222,596,475,648,000;31,633,109,511,971,135,000,000,000,000,000,000;0.06273001;15.941331837195665722;257,960;35,232,085,431,654,646,000,000,000,000,000;5,211,917,937,347,419,700,000,000,000,000,000,000,000,000;286217053.357242741801264078;235.44199326;3743.404631803562582229;6985663.942725968142871338;20956.991828177904428614;126;0.06343238;0.06343238;0.06273001;0.06343238
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19559;7/21/2023, 8:00:00 AM;1689897600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,673,114,124,329,358,800;31,457,474,903,215,130,000,000,000,000,000,000;0.06343244;15.764803073172593611;257,849;35,232,017,997,278,030,000,000,000,000,000;5,209,818,948,196,182,000,000,000,000,000,000,000,000,000;290189568.673373908721239674;8.71311538;137.197193332822864441;259663.440451746214222457;778.990321355238642667;44;0.0634217;0.06343811;0.06342028;0.0634217
