ID;Date;Date (Unix);Pool;Pool Tokens;Liquidity;Sqrt Price;Token0 Price;Token1 Price;Tick;Fee Growth Global 0 X128;Fee Growth Global 1 X128;TVL USD;Volume Token 0;Volume Token 1;Volume USD;Fees USD;TX Count;Open;High;Low;Close
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19721;12/30/2023, 8:00:00 AM;1703894400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;891,994,002,233,166,500;33,966,421,062,934,037,000,000,000,000,000,000;0.0544076;18.379784309063102992;259,383;37,402,981,968,733,930,000,000,000,000,000;5,636,971,651,631,020,000,000,000,000,000,000,000,000,000;303480383.240047815631493022;91.68269703;1681.800151165670592334;3864282.025764532766945381;11592.846077293598300836;80;0.0546044;0.05471857;0.0544076;0.0546044
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19720;12/29/2023, 8:00:00 AM;1703808000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;1,011,971,280,624,125,400;33,905,154,839,684,870,000,000,000,000,000,000;0.0546044;18.313539801696258323;259,347;37,400,481,979,584,240,000,000,000,000,000;5,635,722,508,873,518,000,000,000,000,000,000,000,000,000;302252704.532534019286361858;276.52195905;5028.682359527223816225;11703813.212901327503281055;35111.439638703982509843;184;0.05521112;0.05532714;0.0546044;0.05521112
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19719;12/28/2023, 8:00:00 AM;1703721600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;892,868,711,307,531,800;33,720,226,855,153,870,000,000,000,000,000,000;0.05520497;18.114310506598722078;259,238;37,391,510,155,631,372,000,000,000,000,000;5,631,670,210,942,460,000,000,000,000,000,000,000,000,000;310180435.011429984786031482;731.02913174;13147.034808770400864724;31384118.321595585238442742;94152.354964786755715328;261;0.05470657;0.05613877;0.05470657;0.05470657
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19718;12/27/2023, 8:00:00 AM;1703635200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;770,356,509,317,935,900;33,875,545,233,641,890,000,000,000,000,000,000;0.0546999;18.281567087040790707;259,330;37,340,687,371,843,410,000,000,000,000,000;5,624,558,903,499,966,000,000,000,000,000,000,000,000,000;315055055.126821967197302269;614.00220729;11365.378210547001515172;26458060.700665450777418069;79374.182101996352332254;297;0.05248986;0.05481596;0.05248979;0.05248986
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19717;12/26/2023, 8:00:00 AM;1703548800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;734,556,799,920,424,000;34,581,343,509,737,100,000,000,000,000,000,000;0.05248986;19.051297387722977993;259,742;37,276,619,439,040,347,000,000,000,000,000;5,621,771,896,079,413,000,000,000,000,000,000,000,000,000;295360199.804300038740704545;41.25534202;785.470864903204398995;1755982.36920316305872392;5267.947107609489176171;71;0.05227208;0.05248986;0.05227171;0.05227208
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19716;12/25/2023, 8:00:00 AM;1703462400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;733,181,514,214,686,700;34,653,296,816,696,744,000,000,000,000,000,000;0.05227211;19.130659831373757663;259,784;37,271,312,733,295,130,000,000,000,000,000;5,621,688,786,940,011,000,000,000,000,000,000,000,000,000;303256254.657508432130018353;109.28653722;2082.555134710240953877;4749364.000624125254752375;14248.092001872375764257;96;0.05257862;0.05273645;0.05227211;0.05257862
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19715;12/24/2023, 8:00:00 AM;1703376000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;846,162,847,566,929,400;34,552,141,677,915,950,000,000,000,000,000,000;0.05257862;19.019135659384576981;259,725;37,267,610,100,730,914,000,000,000,000,000;5,619,712,618,471,161,000,000,000,000,000,000,000,000,000;300092032.439754928888358612;97.80603995;1858.564821636367075857;4261300.747374485565445272;12783.902242123456696335;97;0.05272268;0.05283413;0.05249418;0.05272268
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19714;12/23/2023, 8:00:00 AM;1703289600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;843,615,711,212,503,200;34,504,904,090,129,780,000,000,000,000,000,000;0.05272268;18.96716759515308999;259,698;37,263,158,004,121,000,000,000,000,000,000;5,618,267,494,241,817,000,000,000,000,000,000,000,000,000;306173971.478838007970380644;183.94744921;3499.545871301313877585;8039329.775978694453614655;24117.989327936083360843;230;0.05291727;0.05291727;0.05237188;0.05291727
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19713;12/22/2023, 8:00:00 AM;1703203200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;720,381,956,028,809,100;34,441,403,793,204,922,000,000,000,000,000,000;0.05291727;18.897420262593812132;259,661;37,253,633,025,679,156,000,000,000,000,000;5,615,588,849,607,678,000,000,000,000,000,000,000,000,000;306583972.031716837362716505;616.83272015;11729.372441565180415677;27005528.084087924007861191;81016.584252263772023583;278;0.0510606;0.05344986;0.05103526;0.0510606
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19712;12/21/2023, 8:00:00 AM;1703116800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;608,481,327,898,299,600;35,061,995,141,275,950,000,000,000,000,000,000;0.0510606;19.584571910895252478;260,018;37,185,346,491,041,960,000,000,000,000,000;5,610,650,305,622,618,000,000,000,000,000,000,000,000,000;302314864.915400907842386205;370.86143211;7257.148176086946949647;16239716.536128626692106102;48719.149608385880076318;227;0.05034936;0.05150926;0.05034936;0.05034936
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19711;12/20/2023, 8:00:00 AM;1703030400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;572,546,498,725,629,500;35,308,769,373,232,367,000,000,000,000,000,000;0.05034936;19.86122333534733578;260,159;37,146,413,710,716,110,000,000,000,000,000;5,606,111,106,682,528,000,000,000,000,000,000,000,000,000;295398807.329803134454841746;668.42353412;13288.42816356200469409;29507120.988131423069752627;88521.362964394269209257;206;0.05155755;0.05175371;0.04845203;0.05155755
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19710;12/19/2023, 8:00:00 AM;1702944000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;616,405,320,310,272,500;34,892,606,812,120,840,000,000,000,000,000,000;0.05155755;19.395798594146279956;259,922;37,080,787,564,065,040,000,000,000,000,000;5,587,570,468,148,910,000,000,000,000,000,000,000,000,000;293879178.740974269140077322;220.31874858;4248.454334955756228111;9347678.279156975300616765;28043.03483747092590185;140;0.05216372;0.05225199;0.05140216;0.05216372
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19709;12/18/2023, 8:00:00 AM;1702857600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;619,517,681,935,100,400;34,682,491,600,928,390,000,000,000,000,000,000;0.05218414;19.162907888960140446;259,801;37,070,032,783,699,450,000,000,000,000,000;5,582,784,469,207,082,000,000,000,000,000,000,000,000,000;295909808.100864052658834077;160.89727444;3060.319777401976035892;6602135.560637156504328953;19806.406681911469512986;91;0.05327467;0.05327467;0.05216921;0.05327467
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19708;12/17/2023, 8:00:00 AM;1702771200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;753,100,885,043,724,400;34,325,683,935,026,130,000,000,000,000,000,000;0.05327467;18.770646506571690315;259,594;37,069,485,169,461,387,000,000,000,000,000;5,578,068,682,424,257,000,000,000,000,000,000,000,000,000;293348770.853654623537994681;74.91934883;1407.651414421261553413;3133125.038483264598868536;9399.375115449793796605;83;0.05294444;0.05330704;0.05294132;0.05294444
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19707;12/16/2023, 8:00:00 AM;1702684800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;646,801,145,858,390,500;34,436,774,585,878,060,000,000,000,000,000,000;0.0529315;18.892340667241454222;259,659;37,060,126,436,930,635,000,000,000,000,000;5,577,742,054,256,774,000,000,000,000,000,000,000,000,000;295481301.043857549240025037;140.22895352;2635.799473161542741515;5898317.834259735519604936;17694.953502779206558814;84;0.05304273;0.05345615;0.0529315;0.05304273
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19706;12/15/2023, 8:00:00 AM;1702598400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;645,288,369,411,267,000;34,406,682,651,523,590,000,000,000,000,000,000;0.05302413;18.85933765274123969;259,641;37,049,937,876,285,336,000,000,000,000,000;5,575,552,685,576,166,000,000,000,000,000,000,000,000,000;296118652.604846109249822182;191.51352126;3593.068292150410509021;8105940.482103149680439538;24317.821446309449041318;92;0.05385844;0.05385844;0.05299701;0.05385844
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19705;12/14/2023, 8:00:00 AM;1702512000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;719,686,053,414,236,300;34,135,896,747,952,300,000,000,000,000,000,000;0.0538687;18.563653990468235791;259,483;37,045,462,822,324,037,000,000,000,000,000;5,571,100,764,827,790,000,000,000,000,000,000,000,000,000;307000012.131736346979338106;240.79187067;4504.960210663456807611;10316010.022009929564137519;30948.030066029788692412;137;0.05265949;0.0538687;0.05265949;0.05265949
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19704;12/13/2023, 8:00:00 AM;1702425600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;631,535,941,284,368,000;34,525,600,147,085,075,000,000,000,000,000,000;0.05265949;18.98992745006020827;259,710;37,013,672,763,093,630,000,000,000,000,000;5,570,172,345,963,333,000,000,000,000,000,000,000,000,000;301947338.622083848997372451;142.04953626;2687.93138544037332415;5879773.577543783101538524;17639.320732631349304615;88;0.05305804;0.05313777;0.05265949;0.05305804
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19703;12/12/2023, 8:00:00 AM;1702339200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;619,883,884,795,510,500;34,395,683,826,030,703,000,000,000,000,000,000;0.05305804;18.847282005815557067;259,635;37,006,554,276,270,410,000,000,000,000,000;5,567,107,559,399,465,500,000,000,000,000,000,000,000,000;287875610.460616509509185331;157.89184644;2961.70165617368562996;6534413.484331008969834258;19603.240452993026909502;112;0.05382854;0.05384996;0.05305804;0.05382854
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19702;12/11/2023, 8:00:00 AM;1702252800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;675,535,646,724,379,500;34,157,209,943,832,743,000,000,000,000,000,000;0.0538015;18.586842149933619749;259,496;37,001,700,510,346,830,000,000,000,000,000;5,563,295,543,179,234,000,000,000,000,000,000,000,000,000;292820559.738486409633500637;413.63144679;7720.046202735392983791;17281747.555635947868479608;51845.242666907843605438;191;0.05388791;0.054163;0.05313057;0.05388791
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19701;12/10/2023, 8:00:00 AM;1702166400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;659,935,082,796,424,100;34,118,625,534,410,950,000,000,000,000,000,000;0.05392325;18.544874010802521427;259,473;36,971,045,934,878,890,000,000,000,000,000;5,556,885,697,021,572,500,000,000,000,000,000,000,000,000;310977213.427830209334280447;79.87632836;1485.432554531223804;3494792.261206957647223651;10484.37678362087294167;81;0.05371941;0.05393575;0.05354894;0.05371941
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19700;12/9/2023, 8:00:00 AM;1702080000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;629,444,221,707,359,000;34,183,296,642,732,450,000,000,000,000,000,000;0.05371941;18.615243445517644278;259,511;36,962,499,211,910,030,000,000,000,000,000;5,556,182,235,575,306,000,000,000,000,000,000,000,000,000;308886270.135364916180388113;235.13613006;4363.092716702804936285;10332507.547886072583705424;30997.522643658217751116;175;0.05339663;0.05421177;0.05339663;0.05339663
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19699;12/8/2023, 8:00:00 AM;1701993600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;617,603,820,846,124,500;34,289,956,952,200,880,000,000,000,000,000,000;0.05338574;18.731592976346081177;259,573;36,939,841,344,482,250,000,000,000,000,000;5,553,349,929,321,634,000,000,000,000,000,000,000,000,000;310767679.705616144616247475;222.28205055;4113.643901157438353498;9705823.591006773818948814;29117.470773020321456846;155;0.05452427;0.05474919;0.05338512;0.05452427
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19698;12/7/2023, 8:00:00 AM;1701907200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;628,518,684,892,487,700;33,930,060,037,263,433,000,000,000,000,000,000;0.05452427;18.340454283897027911;259,362;36,934,313,468,170,310,000,000,000,000,000;5,547,636,020,782,580,500,000,000,000,000,000,000,000,000;314013334.695231661634216789;530.20759213;9955.403581691826636756;23063512.858345751066870276;69190.53857503725320061;269;0.05125359;0.05476012;0.05125359;0.05125359
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19697;12/6/2023, 8:00:00 AM;1701820800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;492,200,676,171,963,300;34,995,919,044,093,800,000,000,000,000,000,000;0.05125359;19.510825240198569236;259,981;36,852,152,256,632,170,000,000,000,000,000;5,545,847,305,749,079,000,000,000,000,000,000,000,000,000;302154156.367552999696667343;269.103781;5198.936494516524890599;11775512.62609071727219754;35326.537878272151816592;146;0.05206165;0.05238484;0.05125359;0.05206165
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19696;12/5/2023, 8:00:00 AM;1701734400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;558,333,548,839,186,800;34,723,276,857,334,367,000,000,000,000,000,000;0.05206162;19.208004052475639198;259,824;36,834,552,746,576,397,000,000,000,000,000;5,539,123,864,163,393,000,000,000,000,000,000,000,000,000;309332225.435295823201708706;562.44700773;10712.114609048109294085;24162508.609114627966528777;72487.525827343883899586;279;0.05340281;0.05364973;0.05167656;0.05340281
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19695;12/4/2023, 8:00:00 AM;1701648000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;644,715,764,047,985,900;34,288,394,385,826,957,000,000,000,000,000,000;0.0533906;18.729885847319066717;259,572;36,799,063,750,826,970,000,000,000,000,000;5,526,729,393,125,087,000,000,000,000,000,000,000,000,000;300508056.970036254817834007;313.65593788;5814.830693733745694786;12985335.825101187371401876;38956.007475303562114205;205;0.05499139;0.05499139;0.05329551;0.05499139
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19694;12/3/2023, 8:00:00 AM;1701561600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;656,923,461,186,170,200;33,784,366,216,319,020,000,000,000,000,000,000;0.05499555;18.183286630578191923;259,276;36,792,711,784,172,950,000,000,000,000,000;5,518,953,701,309,158,000,000,000,000,000,000,000,000,000;291309472.812951250857916932;204.89428575;3734.571838847347280131;8129468.291702187377258651;24388.404875106562131775;135;0.05477113;0.05519291;0.05449729;0.05477113
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19693;12/2/2023, 8:00:00 AM;1701475200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;654,977,460,362,023,400;33,854,612,248,552,284,000,000,000,000,000,000;0.05476757;18.258980319509230928;259,318;36,774,278,681,096,434,000,000,000,000,000;5,516,502,146,666,175,300,000,000,000,000,000,000,000,000;287947470.895797703058144303;262.84909348;4794.49885139120434682;10261548.876117880495997213;30784.646628353641487991;136;0.05404659;0.05527407;0.05404659;0.05404659
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19692;12/1/2023, 8:00:00 AM;1701388800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;651,116,792,810,429,700;34,079,672,637,146,370,000,000,000,000,000,000;0.05404659;18.502553184818138075;259,450;36,745,750,337,934,310,000,000,000,000,000;5,514,157,070,428,124,000,000,000,000,000,000,000,000,000;279045734.920892711527346259;214.30978695;3931.177610233444283054;8193180.721996939041451483;24579.542165990817124354;129;0.05432116;0.05493911;0.05404659;0.05432116
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19691;11/30/2023, 8:00:00 AM;1701302400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;644,225,292,981,509,500;34,002,165,267,163,160,000,000,000,000,000,000;0.05429327;18.418488206711469669;259,405;36,731,489,311,895,606,000,000,000,000,000;5,510,576,962,536,377,000,000,000,000,000,000,000,000,000;272950168.308477411577886188;76.73980349;1416.777715149153512173;2896779.476371695017538312;8690.338429115085052614;58;0.05380209;0.05429327;0.0537739;0.05380209
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19690;11/29/2023, 8:00:00 AM;1701216000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;649,760,711,504,667,900;34,157,019,889,861,114,000,000,000,000,000,000;0.05380209;18.58663531258660869;259,495;36,720,032,002,702,440,000,000,000,000,000;5,510,337,843,283,520,500,000,000,000,000,000,000,000,000;270807130.506679154524669276;54.64735086;1015.085275861778061494;2067583.629502714222116067;6202.750888508142666348;51;0.05419361;0.05419361;0.05380209;0.05419361
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19689;11/28/2023, 8:00:00 AM;1701129600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;642,875,317,892,682,900;34,033,415,885,248,730,000,000,000,000,000,000;0.05419361;18.452359793511437244;259,423;36,720,032,002,702,440,000,000,000,000,000;5,508,860,405,501,970,000,000,000,000,000,000,000,000,000;273530979.877173035614391554;114.3031361;2104.126106746701582653;4277790.228136048065515114;12833.370684408144196545;73;0.05445959;0.05454737;0.05414018;0.05445959
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19688;11/27/2023, 8:00:00 AM;1701043200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;645,534,259,114,440,100;33,950,202,457,972,927,000,000,000,000,000,000;0.05445959;18.362236196357386975;259,374;36,713,669,701,634,948,000,000,000,000,000;5,506,651,055,800,455,000,000,000,000,000,000,000,000,000;269097521.397224035165837332;170.81204316;3129.873993870419333374;6314553.924835102620097611;18943.661774505307860292;110;0.05520564;0.05520564;0.05425826;0.05520564
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19687;11/26/2023, 8:00:00 AM;1700956800;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;656,702,619,501,489,900;33,720,021,246,486,750,000,000,000,000,000,000;0.05520564;18.114089603702652944;259,238;36,708,493,500,040,804,000,000,000,000,000;5,502,690,517,238,519,000,000,000,000,000,000,000,000,000;274189768.537069931966890279;131.62053073;2384.212975558745460236;4929039.811058029598155131;14787.119433174088794465;107;0.05514051;0.05541491;0.054975;0.05514051
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19686;11/25/2023, 8:00:00 AM;1700870400;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;643,371,124,269,784,400;33,739,908,080,527,826,000,000,000,000,000,000;0.05514058;18.135461957943563408;259,250;36,697,477,744,973,457,000,000,000,000,000;5,500,951,748,833,695,700,000,000,000,000,000,000,000,000;276401939.41014115891542838;65.95295989;1195.590712346151042086;2487469.998204688455975416;7462.409994614065367926;58;0.05515452;0.05529186;0.05504357;0.05515452
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19685;11/24/2023, 8:00:00 AM;1700784000;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;640,850,871,531,446,900;33,735,658,070,790,570,000,000,000,000,000,000;0.05515448;18.130893419384546283;259,247;36,692,351,181,882,994,000,000,000,000,000;5,499,965,289,260,311,000,000,000,000,000,000,000,000,000;275446084.758908249622444318;253.3853501;4556.513084300407207545;9564957.595940600251003351;28694.87278782180075301;135;0.05547828;0.05593349;0.05515448;0.05547828
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19684;11/23/2023, 8:00:00 AM;1700697600;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;685,714,923,401,816,200;33,637,062,567,653,777,000,000,000,000,000,000;0.05547828;18.025069942737759913;259,189;36,676,870,512,469,114,000,000,000,000,000;5,495,913,579,938,930,000,000,000,000,000,000,000,000,000;273674209.401246071836020426;128.80352359;2327.351918176577657259;4803673.361710360699569907;14411.020085131082098709;101;0.05525609;0.05547828;0.0551692;0.05525609
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed-19683;11/22/2023, 8:00:00 AM;1700611200;0xcbcdf9626bc03e24f779434178a73a0b4bad62ed;WBTC / WETH;618,578,490,387,395,100;33,662,127,501,068,124,000,000,000,000,000,000;0.05539569;18.051943009146778427;259,204;36,665,722,358,236,760,000,000,000,000,000;5,494,222,850,825,494,000,000,000,000,000,000,000,000,000;275547843.672407311456694685;414.87927165;7499.651495378266309437;15185344.075831336786112406;45556.032227494010358337;224;0.05406487;0.05600116;0.05406487;0.05406487
