ID;Date;Date (Unix);Volume ETH;Volume USD;Volume USD Untracked;Feed USD;TX Count;TVL USD
18768;21/05/2021, 08:00:00;1621555200;638168.11576898968557418;1597275168.215008828465228919;0.0;4585562.356188172828433544;540,725;4585562.356188172828433544
18769;22/05/2021, 08:00:00;1621641600;518356.243228811241644566;1213856356.890183195847640375;0.0;3235374.937036816215847619;569,415;3235374.937036816215847619
18770;23/05/2021, 08:00:00;1621728000;940157.961483205218418961;1897141145.441336831699691288;0.0;5142799.828437502398877849;601,909;5142799.828437502398877849
18771;24/05/2021, 08:00:00;1621814400;706740.442280303094736192;1693797125.138548621055985372;0.0;4618386.130654572395762097;636,429;4618386.130654572395762097
18772;25/05/2021, 08:00:00;1621900800;599450.963540609949866838;1545955864.849715878267562083;0.0;4219853.691834494586303123;671,494;4219853.691834494586303123
18773;26/05/2021, 08:00:00;1621987200;525536.024720904204694635;1462069089.62028906740424351;0.0;4195719.666641836587195585;709,199;4195719.666641836587195585
18774;27/05/2021, 08:00:00;1622073600;424610.866452232284812733;1172721265.878060738216024722;0.0;3061528.349400200442964666;741,885;3061528.349400200442964666
18775;28/05/2021, 08:00:00;1622160000;565797.24094906812036286;1425241765.053369326534822193;0.0;3807300.532516250508927969;774,011;3807300.532516250508927969
18776;29/05/2021, 08:00:00;1622246400;568559.926948201678047043;1349284812.167744440842343029;0.0;3709488.611787864657802581;804,076;3709488.611787864657802581
18777;30/05/2021, 08:00:00;1622332800;495041.418800802228416815;1164099707.918967877644954313;0.0;2990706.371548179021717627;834,349;2990706.371548179021717627
18778;31/05/2021, 08:00:00;1622419200;434615.772876439843560628;1086628151.448513695872446312;0.0;2875612.738757446322969444;865,774;2875612.738757446322969444
18779;01/06/2021, 08:00:00;1622505600;360677.99713829117613783;943454995.847441950901505873;0.0;2444767.866056813301455357;895,170;2444767.866056813301455357
18780;02/06/2021, 08:00:00;1622592000;278457.627731459989652991;749073133.248451463728747013;0.0;1964883.212624707855278531;927,412;1964883.212624707855278531
18781;03/06/2021, 08:00:00;1622678400;309096.244757219043761215;866172290.42732901175342108;0.0;2101881.191391781609477449;963,689;2101881.191391781609477449
18782;04/06/2021, 08:00:00;1622764800;419517.638674744991819444;1122238132.993615055327523743;0.0;3121179.111917642775942993;1,000,629;3121179.111917642775942993
18783;05/06/2021, 08:00:00;1622851200;298444.440647517342321782;798005345.976724582343468036;0.0;2096632.441060183909339698;1,035,284;2096632.441060183909339698
18784;06/06/2021, 08:00:00;1622937600;177657.453347589156058859;478092901.417902898898110027;0.0;1265770.461449619364521621;1,066,549;1265770.461449619364521621
18785;07/06/2021, 08:00:00;1623024000;322857.854255588906321695;879634336.470185263167460802;0.0;2198514.073056008059502488;1,107,095;2198514.073056008059502488
18786;08/06/2021, 08:00:00;1623110400;544304.782604809942636461;1348066135.242692471085975564;0.0;3345510.257962422438920369;1,155,710;3345510.257962422438920369
18787;09/06/2021, 08:00:00;1623196800;484872.751742464014046077;1222463482.541457236179850623;0.0;3027442.986086904734210459;1,197,779;3027442.986086904734210459
18788;10/06/2021, 08:00:00;1623283200;348347.502208230837850989;879616104.511049208363789971;0.0;2192716.488646191748773951;1,241,818;2192716.488646191748773951
18789;11/06/2021, 08:00:00;1623369600;349544.268207821908815402;846571768.267806023605991831;0.0;2108189.357873759796742507;1,287,991;2108189.357873759796742507
18790;12/06/2021, 08:00:00;1623456000;333487.68992983259340501;783476587.600851692635565846;0.0;1732096.723373698063736768;1,333,627;1732096.723373698063736768
18791;13/06/2021, 08:00:00;1623542400;335263.19127477493774531;809576745.8563163980441148;0.0;1773489.099960360420339644;1,375,008;1773489.099960360420339644
18792;14/06/2021, 08:00:00;1623628800;325258.68754562364629164;823253440.36061725180768257;0.0;1769339.237226087306008181;1,418,130;1769339.237226087306008181
18793;15/06/2021, 08:00:00;1623715200;317059.06273609810762937;817964952.980467384482887086;0.0;1750056.188957149014214588;1,465,675;1750056.188957149014214588
18794;16/06/2021, 08:00:00;1623801600;309008.549092704609206061;758842386.519748464071783304;0.0;1648386.531848397642823381;1,514,123;1648386.531848397642823381
18795;17/06/2021, 08:00:00;1623888000;299185.918110307689528928;713235923.944875677455199986;0.0;1416031.598436016497290623;1,559,674;1416031.598436016497290623
18796;18/06/2021, 08:00:00;1623974400;397734.947542307370325307;896280914.474207509617884867;0.0;1734451.308418815005002509;1,606,659;1734451.308418815005002509
18797;19/06/2021, 08:00:00;1624060800;293439.627450399628819877;652931012.792973961297863004;0.0;1260644.222067548261374847;1,647,104;1260644.222067548261374847
18798;20/06/2021, 08:00:00;1624147200;406718.290801676446285064;877740149.348782595919407679;0.0;1745798.183755070523454923;1,692,637;1745798.183755070523454923
18799;21/06/2021, 08:00:00;1624233600;820627.260804974747935767;1643525845.111597293615951798;0.0;3405595.273358003149053155;1,747,436;3405595.273358003149053155
18800;22/06/2021, 08:00:00;1624320000;728602.571942168516430131;1357065680.457716023500633941;0.0;2938818.624844587545559317;1,800,628;2938818.624844587545559317
18801;23/06/2021, 08:00:00;1624406400;475784.275685268113317572;940093150.337380420646729507;0.0;1874710.130974665885535675;1,848,796;1874710.130974665885535675
18802;24/06/2021, 08:00:00;1624492800;389612.881211659171160229;763487843.461428232232452356;0.0;1378092.72571703849410832;1,892,620;1378092.72571703849410832
18803;25/06/2021, 08:00:00;1624579200;490635.805040886010198962;922375556.034940090779507733;0.0;1872986.691377380701485688;1,942,105;1872986.691377380701485688
18804;26/06/2021, 08:00:00;1624665600;486802.548438031170504196;865726815.605580765331376338;0.0;1580040.875193897448949036;1,992,339;1580040.875193897448949036
18805;27/06/2021, 08:00:00;1624752000;442690.474562172372005778;823527056.678398836742320701;0.0;1569500.448251228851634609;2,039,894;1569500.448251228851634609
18806;28/06/2021, 08:00:00;1624838400;513371.176885609611793326;1054153704.167335666605253423;0.0;1972742.321649743605050937;2,091,691;1972742.321649743605050937
18807;29/06/2021, 08:00:00;1624924800;421061.690885860101043523;913362896.027795177282906859;0.0;1661557.984430745408439192;2,141,799;1661557.984430745408439192
18808;30/06/2021, 08:00:00;1625011200;465916.368232262688642634;1010505942.155505201863690648;0.0;1798757.897925839783636243;2,188,523;1798757.897925839783636243
18809;01/07/2021, 08:00:00;1625097600;430622.363903837506412475;924741998.971963452891270673;0.0;1495697.544215594329219536;2,233,872;1495697.544215594329219536
18810;02/07/2021, 08:00:00;1625184000;331976.43801256930410144;690560819.998180262411068225;0.0;1185345.558004097190721644;2,281,932;1185345.558004097190721644
18811;03/07/2021, 08:00:00;1625270400;279216.163896304741619291;612187862.163781353734884864;0.0;1134706.704879848058380453;2,333,913;1134706.704879848058380453
18812;04/07/2021, 08:00:00;1625356800;304547.916326592161609478;703515349.327913165520826165;0.0;1428005.491784682005134235;2,396,225;1428005.491784682005134235
18813;05/07/2021, 08:00:00;1625443200;379171.76300973404452135;849551649.651407217386961742;0.0;1546738.940951463182209869;2,449,311;1546738.940951463182209869
18814;06/07/2021, 08:00:00;1625529600;464134.652932594112695276;1063693253.394136575805221871;0.0;2056013.260821903875642676;2,493,768;2056013.260821903875642676
18815;07/07/2021, 08:00:00;1625616000;324991.948895622241734355;766487322.384461935337084496;0.0;1423231.870521084632441501;2,536,063;1423231.870521084632441501
18816;08/07/2021, 08:00:00;1625702400;442787.722204614564159682;968820031.072890057648170311;0.0;1721688.791465808402477186;2,580,618;1721688.791465808402477186
18817;09/07/2021, 08:00:00;1625788800;376139.975821553126066187;798924664.372530780751609839;0.0;1358956.35980897222744971;2,627,194;1358956.35980897222744971
18818;10/07/2021, 08:00:00;1625875200;357406.989001279189716703;759047181.188029314359373749;0.0;1450347.329040357594428598;2,677,644;1450347.329040357594428598
18819;11/07/2021, 08:00:00;1625961600;210466.351894937899450196;447451391.297279064799770503;0.0;945313.406621846012071699;2,727,787;945313.406621846012071699
18820;12/07/2021, 08:00:00;1626048000;298076.301476250483817216;622820858.874515366424676761;0.0;1152694.854904073394630732;2,771,458;1152694.854904073394630732
18821;13/07/2021, 08:00:00;1626134400;443960.613616998601134784;881274866.009059265976321847;0.0;1919238.23791691302014212;2,834,618;1919238.23791691302014212
18822;14/07/2021, 08:00:00;1626220800;508623.09908210052919673;987428048.149119038714002853;0.0;2316401.221292112942034956;2,899,302;2316401.221292112942034956
18823;15/07/2021, 08:00:00;1626307200;499747.76172385810880667;969232631.201374257021948223;0.0;1952152.44295388279394931;2,958,995;1952152.44295388279394931
18824;16/07/2021, 08:00:00;1626393600;385572.515034318664157348;734441035.553219428265684276;0.0;1559541.49617878660089943;3,011,540;1559541.49617878660089943
18825;17/07/2021, 08:00:00;1626480000;338045.815050347094354908;636921813.766785081174325679;0.0;1385031.775506164986407109;3,064,945;1385031.775506164986407109
18826;18/07/2021, 08:00:00;1626566400;336584.800358934023826257;652400447.592241158248121666;0.0;1389738.013624045246245422;3,117,404;1389738.013624045246245422
18827;19/07/2021, 08:00:00;1626652800;343320.370266338922241091;635029274.538222076003769525;0.0;1156059.512172251443215679;3,165,434;1156059.512172251443215679
18828;20/07/2021, 08:00:00;1626739200;479204.448118130811453306;845536136.219775636574723152;0.0;1479642.733381921855174932;3,218,873;1479642.733381921855174932
18829;21/07/2021, 08:00:00;1626825600;585863.771915231464516548;1127174816.290316300707356369;0.0;1857692.29632484117375402;3,269,570;1857692.29632484117375402
18830;22/07/2021, 08:00:00;1626912000;458315.126595027831065084;915603973.589987301748159761;0.0;1450374.758158413069398735;3,313,902;1450374.758158413069398735
18831;23/07/2021, 08:00:00;1626998400;364016.190625285026364362;747662479.542282989377325254;0.0;1307863.72484478760282881;3,363,555;1307863.72484478760282881
18832;24/07/2021, 08:00:00;1627084800;332128.235173834027378678;715038866.385205025437203765;0.0;1260441.447363980262558701;3,414,508;1260441.447363980262558701
18833;25/07/2021, 08:00:00;1627171200;289036.917541832022299529;623545004.662714058560532477;0.0;994159.632913810533854707;3,458,826;994159.632913810533854707
18834;26/07/2021, 08:00:00;1627257600;846129.576277651084706518;1953222068.98336095248361329;0.0;3084009.453943580620079203;3,519,398;3084009.453943580620079203
18835;27/07/2021, 08:00:00;1627344000;570251.777348617446953804;1276923887.503029471824526838;0.0;1920965.348528992813425331;3,566,661;1920965.348528992813425331
18836;28/07/2021, 08:00:00;1627430400;533586.682249062496860211;1226191983.063871881793015427;0.0;1999398.660144740894928891;3,613,458;1999398.660144740894928891
18837;29/07/2021, 08:00:00;1627516800;335898.985285279671704683;777612090.747095847850123803;0.0;1489241.515700511788106696;3,662,382;1489241.515700511788106696
18838;30/07/2021, 08:00:00;1627603200;445457.503218017382163034;1064389728.09219695766896414;0.0;1791243.549464928031723604;3,710,631;1791243.549464928031723604
18839;31/07/2021, 08:00:00;1627689600;298832.032283337778731683;737560577.532076157271893257;0.0;1323083.127675171390894653;3,758,185;1323083.127675171390894653
18840;01/08/2021, 08:00:00;1627776000;407804.507827151424885641;1060017269.598849103345891489;0.0;1832437.991877773721823477;3,809,575;1832437.991877773721823477
18841;02/08/2021, 08:00:00;1627862400;417927.441767273406053589;1084713586.747025600976027772;0.0;1782533.275500762698968052;3,854,630;1782533.275500762698968052
18842;03/08/2021, 08:00:00;1627948800;533965.37009215114005917;1339617281.433678223407919201;0.0;2090683.982671042024606406;3,900,120;2090683.982671042024606406
18843;04/08/2021, 08:00:00;1628035200;583408.143166446766358512;1522565099.918623355972310924;0.0;2334079.626657239537719186;3,948,227;2334079.626657239537719186
18844;05/08/2021, 08:00:00;1628121600;617099.926564047737057312;1672804767.740326232792024985;0.0;2707160.493366323170473285;3,992,764;2707160.493366323170473285
18845;06/08/2021, 08:00:00;1628208000;479940.13574028285872915;1352187905.335184411932533701;0.0;2208947.575018471495537333;4,037,155;2208947.575018471495537333
18846;07/08/2021, 08:00:00;1628294400;591933.488302502932318753;1799607570.370152635694487179;0.0;3168748.205585386740339354;4,086,126;3168748.205585386740339354
18847;08/08/2021, 08:00:00;1628380800;501211.850696541665124768;1540454447.547314051136816761;0.0;2531215.792965628260689921;4,132,770;2531215.792965628260689921
18848;09/08/2021, 08:00:00;1628467200;702088.655888120692056735;2153316158.406231242479979475;0.0;3623955.932044610378103125;4,180,260;3623955.932044610378103125
18849;10/08/2021, 08:00:00;1628553600;451251.329819250169204804;1416214344.42888575181464423;0.0;2351020.200189500769262998;4,219,973;2351020.200189500769262998
18850;11/08/2021, 08:00:00;1628640000;373722.100982900555597012;1198606100.887490450099444312;0.0;2241105.505653445902146561;4,261,370;2241105.505653445902146561
18851;12/08/2021, 08:00:00;1628726400;475342.382994776781068458;1469815976.702842312413293354;0.0;2496447.487676405879357607;4,302,504;2496447.487676405879357607
18852;13/08/2021, 08:00:00;1628812800;331404.082124209196914666;1059076704.129065582276110446;0.0;1887500.790368521110642075;4,339,511;1887500.790368521110642075
18853;14/08/2021, 08:00:00;1628899200;245447.07494229226454047;801451005.167525166907414257;0.0;1607098.488255433931176181;4,377,834;1607098.488255433931176181
18854;15/08/2021, 08:00:00;1628985600;335141.143055789179160469;1072489835.282876655766500872;0.0;1854497.026575074371656479;4,413,389;1854497.026575074371656479
18855;16/08/2021, 08:00:00;1629072000;395048.659959571458720846;1279179213.047249583522577026;0.0;2151420.698469766800033827;4,452,584;2151420.698469766800033827
18856;17/08/2021, 08:00:00;1629158400;607325.097504395623360066;1902576658.267022954297219138;0.0;3056121.834540592073384041;4,499,378;3056121.834540592073384041
18857;18/08/2021, 08:00:00;1629244800;541066.993153366114103975;1645149260.997896165196895582;0.0;2956640.56389757153169927;4,550,782;2956640.56389757153169927
18858;19/08/2021, 08:00:00;1629331200;417530.788672951724756729;1269223156.985786549161323796;0.0;2169526.694474620914844905;4,597,700;2169526.694474620914844905
18859;20/08/2021, 08:00:00;1629417600;370224.586258917899390246;1199528398.899775521839064339;0.0;2047581.996384466358970819;4,644,944;2047581.996384466358970819
18860;21/08/2021, 08:00:00;1629504000;274058.733274788668505655;895169750.881085064519604148;0.0;1626437.311521599606316104;4,688,711;1626437.311521599606316104
18861;22/08/2021, 08:00:00;1629590400;316810.621755628978874377;1016103571.81321724012377046;0.0;2638192.354575955637116479;4,738,819;2638192.354575955637116479
18862;23/08/2021, 08:00:00;1629676800;374238.014514104035011005;1243729911.940942385503588999;0.0;2314485.886813076837192969;4,783,309;2314485.886813076837192969
18863;24/08/2021, 08:00:00;1629763200;455920.944449251291940712;1487850232.891856990884348768;0.0;2455974.983287688133106872;4,823,442;2455974.983287688133106872
18864;25/08/2021, 08:00:00;1629849600;396827.165055071380662344;1261043362.960433733389252179;0.0;2414079.277331663816606467;4,863,967;2414079.277331663816606467
18865;26/08/2021, 08:00:00;1629936000;388412.798071076447808913;1214691778.744844407684634139;0.0;2135326.933829958000864199;4,900,207;2135326.933829958000864199
18866;27/08/2021, 08:00:00;1630022400;328774.984251916588595112;1040992896.615121289855963493;0.0;1735350.633457106104083256;4,929,053;1735350.633457106104083256
18867;28/08/2021, 08:00:00;1630108800;181563.493115557627699976;589170827.35420100842648817;0.0;1134598.528515952183967022;4,957,107;1134598.528515952183967022
18868;29/08/2021, 08:00:00;1630195200;305403.928455616831083458;980680095.303545703295050962;0.0;1881880.311675493632573018;4,991,020;1881880.311675493632573018
18869;30/08/2021, 08:00:00;1630281600;396403.435558332188265307;1280117228.950115227106630032;0.0;2345942.60519774438135266;5,024,437;2345942.60519774438135266
18870;31/08/2021, 08:00:00;1630368000;488670.403665313055188317;1638326253.656685107974193368;0.0;2914120.313660882481851716;5,057,851;2914120.313660882481851716
18871;01/09/2021, 08:00:00;1630454400;491674.508441063189798819;1760454205.284133717666743178;0.0;2934232.275369647854966451;5,090,163;2934232.275369647854966451
18872;02/09/2021, 08:00:00;1630540800;376364.507526852914038115;1420976943.829024719717959319;0.0;2985827.424657409496694272;5,125,685;2985827.424657409496694272
18873;03/09/2021, 08:00:00;1630627200;420159.668698034225500697;1632626566.191969280125670936;0.0;5116023.487510427207517782;5,165,529;5116023.487510427207517782
18874;04/09/2021, 08:00:00;1630713600;301718.71004758724834072;1177458837.67858025721691805;0.0;3486153.910185052683708196;5,199,400;3486153.910185052683708196
18875;05/09/2021, 08:00:00;1630800000;294549.311222636394524407;1152404343.299417749722832799;0.0;3249021.103592431326545257;5,235,472;3249021.103592431326545257
18876;06/09/2021, 08:00:00;1630886400;315638.638609815127474016;1240586106.424950319457236257;0.0;3630218.523620456121578541;5,272,641;3630218.523620456121578541
18877;07/09/2021, 08:00:00;1630972800;702046.517867993590594607;2523769310.307767746605326624;0.0;5714948.5326597556521458;5,315,223;5714948.5326597556521458
18878;08/09/2021, 08:00:00;1631059200;611398.987046046372455594;2091653235.921318606969414377;0.0;4757959.690483976710985606;5,357,624;4757959.690483976710985606
18879;09/09/2021, 08:00:00;1631145600;395275.867677775771510432;1377980968.925689627220471886;0.0;3141472.641798376473848649;5,392,255;3141472.641798376473848649
18880;10/09/2021, 08:00:00;1631232000;432416.462286756170062127;1438115325.614045065225162036;0.0;3067228.821189765351109162;5,432,154;3067228.821189765351109162
18881;11/09/2021, 08:00:00;1631318400;292406.896394907686449638;958291591.021639910620905115;0.0;1935719.722459941938847777;5,469,658;1935719.722459941938847777
18882;12/09/2021, 08:00:00;1631404800;261628.776301245000876177;882429682.031643986705454573;0.0;1728348.534629188207324613;5,502,388;1728348.534629188207324613
18883;13/09/2021, 08:00:00;1631491200;396105.691398446269925656;1287125512.641291888265733895;0.0;2462535.412603813176705248;5,540,557;2462535.412603813176705248
18884;14/09/2021, 08:00:00;1631577600;257774.035281182269459023;861101954.723475803909639732;0.0;1808744.789044275854579423;5,575,523;1808744.789044275854579423
18885;15/09/2021, 08:00:00;1631664000;257775.492607984450903399;895084108.129233975974653022;0.0;2095776.839375532619535859;5,609,988;2095776.839375532619535859
18886;16/09/2021, 08:00:00;1631750400;344420.837761161177652587;1238048641.782259278827659649;0.0;2766395.957215987266028224;5,650,182;2766395.957215987266028224
18887;17/09/2021, 08:00:00;1631836800;305384.931568182815869184;1061441186.431882881989895469;0.0;2234401.810331900266247836;5,685,102;2234401.810331900266247836
18888;18/09/2021, 08:00:00;1631923200;217947.102766098188769086;753440297.266504440179486592;0.0;1515025.672122028445133601;5,719,684;1515025.672122028445133601
18889;19/09/2021, 08:00:00;1632009600;229484.331253868595913173;773027835.637134524794691759;0.0;1469657.400454139622001024;5,752,707;1469657.400454139622001024
18890;20/09/2021, 08:00:00;1632096000;715558.479497158178381386;2215707639.306061980164094809;0.0;3962873.727950058901475673;5,798,745;3962873.727950058901475673
18891;21/09/2021, 08:00:00;1632182400;724129.290468289698498288;2110685675.909720770627150455;0.0;3595705.819383524514953417;5,839,009;3595705.819383524514953417
18892;22/09/2021, 08:00:00;1632268800;477726.383500249499059075;1401511425.777317707910330411;0.0;2302896.884420972851149323;5,878,478;2302896.884420972851149323
18893;23/09/2021, 08:00:00;1632355200;341828.0959434400118374;1063136041.167422606880595719;0.0;1844185.802470804196769219;5,913,989;1844185.802470804196769219
18894;24/09/2021, 08:00:00;1632441600;522971.02198707413138114;1530095942.3693952719721041;0.0;2777092.201575167784918522;5,953,081;2777092.201575167784918522
18895;25/09/2021, 08:00:00;1632528000;388386.718224281805508597;1129382608.582172671336620231;0.0;1787844.548094975286119916;5,987,676;1787844.548094975286119916
18896;26/09/2021, 08:00:00;1632614400;523487.179425421278492464;1538097281.76590003662073346;0.0;2787627.193824442673717158;6,024,032;2787627.193824442673717158
18897;27/09/2021, 08:00:00;1632700800;398460.877092088270260315;1222740739.352815929331850142;0.0;2142930.168355756437185834;6,055,894;2142930.168355756437185834
18898;28/09/2021, 08:00:00;1632787200;400640.151768355202904228;1157990175.526285653921023485;0.0;2159252.403793191247330831;6,086,731;2159252.403793191247330831
18899;29/09/2021, 08:00:00;1632873600;339351.307820173921396958;974421942.253195385231412319;0.0;1772892.313090033773986275;6,118,937;1772892.313090033773986275
18900;30/09/2021, 08:00:00;1632960000;400903.937694782850323688;1195995155.641895959715356735;0.0;1877843.372674607370526311;6,149,255;1877843.372674607370526311
18901;01/10/2021, 08:00:00;1633046400;418583.173566252486286675;1325668411.307641649094011107;0.0;2223443.541123405124731033;6,184,687;2223443.541123405124731033
18902;02/10/2021, 08:00:00;1633132800;282340.870559079457890328;946526520.210514856387743426;0.0;1889407.137466005049890428;6,219,001;1889407.137466005049890428
18903;03/10/2021, 08:00:00;1633219200;279525.215350278111542767;955672124.82878475475067822;0.0;1863413.825456988397017158;6,254,001;1863413.825456988397017158
18904;04/10/2021, 08:00:00;1633305600;362204.511482449461552431;1218958320.433167510662136089;0.0;2442115.518177710115039378;6,286,949;2442115.518177710115039378
18905;05/10/2021, 08:00:00;1633392000;298551.324128906205550135;1026660030.954908083790603029;0.0;2412471.538772978754818468;6,320,275;2412471.538772978754818468
18906;06/10/2021, 08:00:00;1633478400;426547.300469511290134002;1497752701.09494453619392276;0.0;2824872.08939550472159478;6,354,374;2824872.08939550472159478
18907;07/10/2021, 08:00:00;1633564800;374571.892423141571260364;1338465952.037158443129442362;0.0;3474512.74094376540619324;6,391,951;3474512.74094376540619324
18908;08/10/2021, 08:00:00;1633651200;306667.901738819328364306;1105890644.533961213738867076;0.0;2797325.527835018880423515;6,424,046;2797325.527835018880423515
18909;09/10/2021, 08:00:00;1633737600;206391.422160670746202376;740609774.441882060237814749;0.0;2111954.951418565386931829;6,458,161;2111954.951418565386931829
18910;10/10/2021, 08:00:00;1633824000;316514.918227113036636858;1117405381.164877654083963418;0.0;2275524.011813583512217034;6,493,205;2275524.011813583512217034
18911;11/10/2021, 08:00:00;1633910400;419304.210754719628837795;1481091965.202900363041011318;0.0;3247160.768179770103570749;6,535,403;3247160.768179770103570749
18912;12/10/2021, 08:00:00;1633996800;428519.383495481800166229;1492403552.17497807971013079;0.0;2712552.955615917555031512;6,576,802;2712552.955615917555031512
18913;13/10/2021, 08:00:00;1634083200;371330.234671054730272274;1297703607.156375280724029901;0.0;2436698.686260953902259573;6,614,307;2436698.686260953902259573
18914;14/10/2021, 08:00:00;1634169600;361717.186504876492222956;1345938762.686595218271337953;0.0;2559253.457106191696620867;6,648,710;2559253.457106191696620867
18915;15/10/2021, 08:00:00;1634256000;495169.330431287918730256;1887808809.965753199771438996;0.0;3647114.648051574398032217;6,688,863;3647114.648051574398032217
18916;16/10/2021, 08:00:00;1634342400;347380.745368041983865985;1348592165.628679486670756494;0.0;2305561.443943295405854967;6,723,731;2305561.443943295405854967
18917;17/10/2021, 08:00:00;1634428800;311503.337665886983859538;1188092243.499597250197688135;0.0;2359507.66780950191889713;6,759,647;2359507.66780950191889713
18918;18/10/2021, 08:00:00;1634515200;367285.634023829844464695;1391542227.855749529878232076;0.0;2517346.700539476228931328;6,796,073;2517346.700539476228931328
18919;19/10/2021, 08:00:00;1634601600;386168.753728075029843662;1470894732.329549990769824808;0.0;2369690.782342332937332671;6,834,524;2369690.782342332937332671
18920;20/10/2021, 08:00:00;1634688000;410561.726368176279547523;1642662941.241914139570358477;0.0;3000809.875132495259197302;6,877,239;3000809.875132495259197302
18921;21/10/2021, 08:00:00;1634774400;624985.553528578307219238;2607839791.245731587878173437;0.0;4127239.987512213653463171;6,919,844;4127239.987512213653463171
18922;22/10/2021, 08:00:00;1634860800;424351.860133407459930713;1718241726.279111817134214401;0.0;2920817.914768722033940355;6,956,650;2920817.914768722033940355
18923;23/10/2021, 08:00:00;1634947200;319086.084725406648552963;1292078559.613555243077091007;0.0;2248941.440125166736225023;6,992,734;2248941.440125166736225023
18924;24/10/2021, 08:00:00;1635033600;297664.081269728154642366;1209079558.075990527879486618;0.0;2395163.799611901598576624;7,029,714;2395163.799611901598576624
18925;25/10/2021, 08:00:00;1635120000;291836.396980787553461058;1213817513.282023604649983999;0.0;2194318.182954051513357121;7,066,769;2194318.182954051513357121
18926;26/10/2021, 08:00:00;1635206400;425310.525756119515834804;1785302660.836400914667025706;0.0;3353723.412844150877070133;7,106,207;3353723.412844150877070133
18927;27/10/2021, 08:00:00;1635292800;614000.38339425457287993;2501445810.871915360652014228;0.0;5139312.143164852412640748;7,149,490;5139312.143164852412640748
18928;28/10/2021, 08:00:00;1635379200;543302.820738246805955631;2247458561.866114038600528682;0.0;4626848.230555436162351997;7,190,486;4626848.230555436162351997
18929;29/10/2021, 08:00:00;1635465600;380467.319929319212789132;1659133551.550807100682519646;0.0;3102235.600593184750821643;7,226,710;3102235.600593184750821643
18930;30/10/2021, 08:00:00;1635552000;279256.332341392741063865;1206455863.46615501626759732;0.0;2634934.284383399065465259;7,265,535;2634934.284383399065465259
18931;31/10/2021, 08:00:00;1635638400;297978.326340975235612482;1278068908.354761453862615658;0.0;2613194.930761467210972298;7,307,877;2613194.930761467210972298
18932;01/11/2021, 08:00:00;1635724800;309965.369097649269688961;1333385119.184617241119291177;0.0;2498930.304286607312404188;7,345,052;2498930.304286607312404188
18933;02/11/2021, 08:00:00;1635811200;371644.977092542954733833;1651353582.562827870731010652;0.0;3408324.549165818206246006;7,388,447;3408324.549165818206246006
18934;03/11/2021, 08:00:00;1635897600;377925.126699560498954252;1729024423.3918543579988632;0.0;3633288.490640229236633241;7,434,100;3633288.490640229236633241
18935;04/11/2021, 08:00:00;1635984000;343302.814547412121945319;1553661563.921681420951725365;0.0;3500019.005086474587409254;7,479,393;3500019.005086474587409254
