Date,Close (WBTC)
2021-07-29,0.05758788
2021-07-30,0.05943068
2021-07-31,0.05858535
2021-08-01,0.05858535
2021-08-02,0.05858535
2021-08-03,0.05858535
2021-08-04,0.05858535
2021-08-05,0.06052212
2021-08-06,0.07702186
2021-08-07,0.06816536
2021-08-08,0.0706568
2021-08-09,0.07311577
2021-08-10,0.06674121
2021-08-11,0.07319306
2021-08-12,0.08489028
2021-08-13,0.0683228
2021-08-14,0.0694484
2021-08-15,0.06943138
2021-08-16,0.07007418
2021-08-17,0.06872368
2021-08-18,0.06755514
2021-08-19,0.06758314
2021-08-20,0.06784237
2021-08-21,0.06636248
2021-08-22,0.06594954
2021-08-23,0.06557081
2021-08-24,0.06722236
2021-08-25,0.06642925
2021-08-26,0.06578841
2021-08-27,0.06627177
2021-08-28,0.0667823
2021-08-29,0.06631838
2021-08-30,0.06601874
2021-08-31,0.06869984
2021-09-01,0.06869984
2021-09-02,0.06869984
2021-09-03,0.06869984
2021-09-04,0.06869984
2021-09-05,0.06616022
2021-09-06,0.07527159
2021-09-07,0.06451742
2021-09-08,0.06873011
2021-09-09,0.07590305
2021-09-10,0.06605174
2021-09-11,0.07127657
2021-09-12,0.08756002
2021-09-13,0.07398402
2021-09-14,0.07307047
2021-09-15,0.07258534
2021-09-16,0.0748045
2021-09-17,0.07450791
2021-09-18,0.07189971
2021-09-19,0.0709574
2021-09-20,0.07028186
2021-09-21,0.06921084
2021-09-22,0.06776691
2021-09-23,0.07037824
2021-09-24,0.07018591
2021-09-25,0.06861735
2021-09-26,0.06857361
2021-09-27,0.0706938
2021-09-28,0.06951715
2021-09-29,0.06837679
2021-09-30,0.06855794
2021-10-01,0.06855794
2021-10-02,0.06855794
2021-10-03,0.06855794
2021-10-04,0.06855794
2021-10-05,0.06710601
2021-10-06,0.06964714
2021-10-07,0.06356744
2021-10-08,0.0681496
2021-10-09,0.07399465
2021-10-10,0.06521021
2021-10-11,0.07080401
2021-10-12,0.08665509
2021-10-13,0.0621451
2021-10-14,0.06252921
2021-10-15,0.06580003
2021-10-16,0.06283525
2021-10-17,0.06291834
2021-10-18,0.06240478
2021-10-19,0.06047303
2021-10-20,0.06024853
2021-10-21,0.0627278
2021-10-22,0.0651681
2021-10-23,0.06533305
2021-10-24,0.06768791
2021-10-25,0.06686707
2021-10-26,0.0667619
2021-10-27,0.0683783
2021-10-28,0.06740761
2021-10-29,0.07039812
2021-10-30,0.07080332
2021-10-31,0.06967146
2021-11-01,0.06967146
2021-11-02,0.06967146
2021-11-03,0.06967146
2021-11-04,0.06967146
2021-11-05,0.07056814
2021-11-06,0.06740959
2021-11-07,0.06291777
2021-11-08,0.06923233
2021-11-09,0.07163391
2021-11-10,0.06267559
2021-11-11,0.07121217
2021-11-12,0.08283789
2021-11-13,0.07271518
2021-11-14,0.07233417
2021-11-15,0.07073219
2021-11-16,0.07162013
2021-11-17,0.07026412
2021-11-18,0.07084654
2021-11-19,0.07021593
2021-11-20,0.07398736
2021-11-21,0.07405119
2021-11-22,0.07292178
2021-11-23,0.07274874
2021-11-24,0.07555119
2021-11-25,0.07445993
2021-11-26,0.07645921
2021-11-27,0.07535449
2021-11-28,0.07482767
2021-11-29,0.07521868
2021-11-30,0.0766266
2021-12-01,0.0766266
2021-12-02,0.0766266
2021-12-03,0.0766266
2021-12-04,0.0766266
2021-12-05,0.07310395
2021-12-06,0.06293981
2021-12-07,0.06253753
2021-12-08,0.06926561
2021-12-09,0.07237219
2021-12-10,0.06147079
2021-12-11,0.0728116
2021-12-12,0.08261087
2021-12-13,0.08246846
2021-12-14,0.08079831
2021-12-15,0.07968868
2021-12-16,0.08235858
2021-12-17,0.08335357
2021-12-18,0.08378628
2021-12-19,0.0847181
2021-12-20,0.08400347
2021-12-21,0.08399976
2021-12-22,0.0819806
2021-12-23,0.08168854
2021-12-24,0.08087946
2021-12-25,0.07977431
2021-12-26,0.08089172
2021-12-27,0.08013681
2021-12-28,0.07956168
2021-12-29,0.07983992
2021-12-30,0.07823487
2021-12-31,0.07880801
2022-01-01,0.07948436
2022-01-02,0.06979192
2022-01-03,0.06775139
2022-01-04,0.07204823
2022-01-05,0.07270741
2022-01-06,0.06121603
2022-01-07,0.05393435
2022-01-08,0.07192635
2022-01-09,0.07748037
2022-01-10,0.0683892
2022-01-11,0.07666799
2022-01-12,0.0756202
2022-01-13,0.0768583
2022-01-14,0.07623993
2022-01-15,0.07661462
2022-01-16,0.07715849
2022-01-17,0.07741555
2022-01-18,0.07592953
2022-01-19,0.07471326
2022-01-20,0.07427432
2022-01-21,0.07389181
2022-01-22,0.07022064
2022-01-23,0.06861167
2022-01-24,0.0697217
2022-01-25,0.06664057
2022-01-26,0.0664722
2022-01-27,0.06696714
2022-01-28,0.06523004
2022-01-29,0.0674387
2022-01-30,0.06782097
2022-01-31,0.06860974
2022-02-01,0.07919957
2022-02-02,0.07181799
2022-02-03,0.0670841
2022-02-04,0.07447428
2022-02-05,0.07344408
2022-02-06,0.06118793
2022-02-07,0.05505226
2022-02-08,0.07014868
2022-02-09,0.07887227
2022-02-10,0.0680164
2022-02-11,0.07703444
2022-02-12,0.07523195
2022-02-13,0.06914176
2022-02-14,0.06836681
2022-02-15,0.06886262
2022-02-16,0.07126767
2022-02-17,0.0713451
2022-02-18,0.071104
2022-02-19,0.06956254
2022-02-20,0.06868373
2022-02-21,0.06841167
2022-02-22,0.06945489
2022-02-23,0.06903605
2022-02-24,0.06940954
2022-02-25,0.0678073
2022-02-26,0.07064201
2022-02-27,0.07126723
2022-02-28,0.06936004
2022-03-01,0.08089133
2022-03-02,0.07259545
2022-03-03,0.06731701
2022-03-04,0.07522897
2022-03-05,0.07408052
2022-03-06,0.06026582
2022-03-07,0.0553941
2022-03-08,0.07118557
2022-03-09,0.07896452
2022-03-10,0.06713478
2022-03-11,0.07532955
2022-03-12,0.07583688
2022-03-13,0.06619929
2022-03-14,0.06641757
2022-03-15,0.06521438
2022-03-16,0.06648413
2022-03-17,0.06726596
2022-03-18,0.06892688
2022-03-19,0.07046791
2022-03-20,0.06987465
2022-03-21,0.06939303
2022-03-22,0.07074626
2022-03-23,0.07028448
2022-03-24,0.07087226
2022-03-25,0.07067883
2022-03-26,0.0700259
2022-03-27,0.07060351
2022-03-28,0.07021042
2022-03-29,0.07094593
2022-03-30,0.0714736
2022-03-31,0.07203725
2022-04-01,0.08104575
2022-04-02,0.07203325
2022-04-03,0.06630902
2022-04-04,0.07572723
2022-04-05,0.07365765
2022-04-06,0.05979923
2022-04-07,0.05566817
2022-04-08,0.07076838
2022-04-09,0.07835295
2022-04-10,0.06738065
2022-04-11,0.07590318
2022-04-12,0.07385566
2022-04-13,0.07563528
2022-04-14,0.07567813
2022-04-15,0.07548128
2022-04-16,0.07501433
2022-04-17,0.07559199
2022-04-18,0.07503253
2022-04-19,0.07473211
2022-04-20,0.07492036
2022-04-21,0.07440905
2022-04-22,0.07377476
2022-04-23,0.07461862
2022-04-24,0.07435964
2022-04-25,0.0741972
2022-04-26,0.07457308
2022-04-27,0.07360559
2022-04-28,0.07356413
2022-04-29,0.07371417
2022-04-30,0.07288458
2022-05-01,0.08276785
2022-05-02,0.07188659
2022-05-03,0.0668792
2022-05-04,0.07559007
2022-05-05,0.07393468
2022-05-06,0.06037184
2022-05-07,0.05695652
2022-05-08,0.0709839
2022-05-09,0.07899021
2022-05-10,0.06699598
2022-05-11,0.07790057
2022-05-12,0.07485678
2022-05-13,0.0675317
2022-05-14,0.06883408
2022-05-15,0.06822113
2022-05-16,0.06868193
2022-05-17,0.06784012
2022-05-18,0.06860071
2022-05-19,0.06681927
2022-05-20,0.06661341
2022-05-21,0.06709684
2022-05-22,0.06719715
2022-05-23,0.06725211
2022-05-24,0.06779144
2022-05-25,0.06686483
2022-05-26,0.06581682
2022-05-27,0.06157086
2022-05-28,0.06021653
2022-05-29,0.06170862
2022-05-30,0.0616743
2022-05-31,0.06290555
2022-06-01,0.08133715
2022-06-02,0.07268726
2022-06-03,0.06746396
2022-06-04,0.07500637
2022-06-05,0.07528418
2022-06-06,0.06049317
2022-06-07,0.05623887
2022-06-08,0.07436058
2022-06-09,0.0815322
2022-06-10,0.06714578
2022-06-11,0.07655465
2022-06-12,0.07438978
2022-06-13,0.0540332
2022-06-14,0.05367658
2022-06-15,0.05462259
2022-06-16,0.05464825
2022-06-17,0.05233958
2022-06-18,0.05301707
2022-06-19,0.05246614
2022-06-20,0.05495372
2022-06-21,0.0548051
2022-06-22,0.05443455
2022-06-23,0.0527668
2022-06-24,0.05444906
2022-06-25,0.05779334
2022-06-26,0.0579917
2022-06-27,0.05711587
2022-06-28,0.05766868
2022-06-29,0.05645506
2022-06-30,0.05462294
2022-07-01,0.07928032
2022-07-02,0.07196693
2022-07-03,0.06657485
2022-07-04,0.07349595
2022-07-05,0.07476863
2022-07-06,0.05925791
2022-07-07,0.05787254
2022-07-08,0.07372137
2022-07-09,0.08306674
2022-07-10,0.06790024
2022-07-11,0.0751879
2022-07-12,0.07446863
2022-07-13,0.05377939
2022-07-14,0.05504043
2022-07-15,0.05788663
2022-07-16,0.05930696
2022-07-17,0.06379684
2022-07-18,0.06452432
2022-07-19,0.07022721
2022-07-20,0.06593419
2022-07-21,0.06545364
2022-07-22,0.06820559
2022-07-23,0.06766126
2022-07-24,0.06885783
2022-07-25,0.07076083
2022-07-26,0.06784109
2022-07-27,0.06795493
2022-07-28,0.07130223
2022-07-29,0.0721498
2022-07-30,0.07269674
2022-07-31,0.07159643
2022-08-01,0.07668789
2022-08-02,0.07166719
2022-08-03,0.06551514
2022-08-04,0.07426669
2022-08-05,0.07435266
2022-08-06,0.05822929
2022-08-07,0.05715728
2022-08-08,0.07331909
2022-08-09,0.08456409
2022-08-10,0.06812996
2022-08-11,0.07614911
2022-08-12,0.07328267
2022-08-13,0.08013929
2022-08-14,0.08114386
2022-08-15,0.07970157
2022-08-16,0.07891148
2022-08-17,0.07852718
2022-08-18,0.07848115
2022-08-19,0.07976003
2022-08-20,0.07735
2022-08-21,0.07451265
2022-08-22,0.07511729
2022-08-23,0.07580478
2022-08-24,0.07713925
2022-08-25,0.07729785
2022-08-26,0.07843607
2022-08-27,0.07432833
2022-08-28,0.07437164
2022-08-29,0.07314405
2022-08-30,0.07651981
2022-08-31,0.07711121
2022-09-01,0.07413669
2022-09-02,0.07070474
2022-09-03,0.06650841
2022-09-04,0.07547957
2022-09-05,0.07403808
2022-09-06,0.05937229
2022-09-07,0.05621479
2022-09-08,0.07459351
2022-09-09,0.08463458
2022-09-10,0.067842
2022-09-11,0.07190455
2022-09-12,0.07458665
2022-09-13,0.07662226
2022-09-14,0.07797738
2022-09-15,0.08085058
2022-09-16,0.07473816
2022-09-17,0.07248615
2022-09-18,0.07292959
2022-09-19,0.06887868
2022-09-20,0.07063738
2022-09-21,0.07026884
2022-09-22,0.06747326
2022-09-23,0.06856983
2022-09-24,0.06886318
2022-09-25,0.06964608
2022-09-26,0.06879083
2022-09-27,0.06940765
2022-09-28,0.06958848
2022-09-29,0.06877097
2022-09-30,0.06834879
2022-10-01,0.07522349
2022-10-02,0.072969
2022-10-03,0.06491678
2022-10-04,0.07616507
2022-10-05,0.07395513
2022-10-06,0.05943299
2022-10-07,0.05628782
2022-10-08,0.07355043
2022-10-09,0.08035991
2022-10-10,0.0678567
2022-10-11,0.06940279
2022-10-12,0.0739548
2022-10-13,0.06773226
2022-10-14,0.06658724
2022-10-15,0.06768838
2022-10-16,0.06678581
2022-10-17,0.06772735
2022-10-18,0.06804649
2022-10-19,0.06784462
2022-10-20,0.06730498
2022-10-21,0.06734606
2022-10-22,0.06780372
2022-10-23,0.0684019
2022-10-24,0.06959691
2022-10-25,0.06971162
2022-10-26,0.07270165
2022-10-27,0.07531245
2022-10-28,0.07472363
2022-10-29,0.07564846
2022-10-30,0.07769065
2022-10-31,0.07695087
2022-11-01,0.07368195
2022-11-02,0.07066676
2022-11-03,0.0661788
2022-11-04,0.07610812
2022-11-05,0.07538307
2022-11-06,0.05720813
2022-11-07,0.05610235
2022-11-08,0.0775191
2022-11-09,0.08192777
2022-11-10,0.06756821
2022-11-11,0.07397086
2022-11-12,0.07417836
2022-11-13,0.07477206
2022-11-14,0.07483051
2022-11-15,0.07473508
2022-11-16,0.07414995
2022-11-17,0.07333574
2022-11-18,0.07238635
2022-11-19,0.0727316
2022-11-20,0.07319497
2022-11-21,0.07060528
2022-11-22,0.07048298
2022-11-23,0.07019834
2022-11-24,0.071334
2022-11-25,0.07285892
2022-11-26,0.07359079
2022-11-27,0.07363792
2022-11-28,0.07315854
2022-11-29,0.07239229
2022-11-30,0.07415219
2022-12-01,0.07553848
2022-12-02,0.06894462
2022-12-03,0.06616562
2022-12-04,0.07539677
2022-12-05,0.0717718
2022-12-06,0.05394595
2022-12-07,0.05491734
2022-12-08,0.07843141
2022-12-09,0.08083151
2022-12-10,0.06724859
2022-12-11,0.07572677
2022-12-12,0.07398548
2022-12-13,0.0741535
2022-12-14,0.07441231
2022-12-15,0.0735344
2022-12-16,0.07294182
2022-12-17,0.0703504
2022-12-18,0.070754
2022-12-19,0.07088414
2022-12-20,0.07102823
2022-12-21,0.07229467
2022-12-22,0.0722276
2022-12-23,0.07260494
2022-12-24,0.07265183
2022-12-25,0.07258456
2022-12-26,0.07246958
2022-12-27,0.07246031
2022-12-28,0.07199775
2022-12-29,0.07219175
2022-12-30,0.07240101
2022-12-31,0.07240564
2023-01-01,0.07250729
2023-01-02,0.06878283
2023-01-03,0.0694864
2023-01-04,0.06407128
2023-01-05,0.06429974
2023-01-06,0.06867629
2023-01-07,0.06335639
2023-01-08,0.06364926
2023-01-09,0.06319681
2023-01-10,0.06210094
2023-01-11,0.05240516
2023-01-12,0.05432116
2023-01-13,0.07545079
2023-01-14,0.07329387
2023-01-15,0.07389961
2023-01-16,0.07429879
2023-01-17,0.07458104
2023-01-18,0.07427829
2023-01-19,0.07328083
2023-01-20,0.07371314
2023-01-21,0.07331427
2023-01-22,0.07170858
2023-01-23,0.07198093
2023-01-24,0.07113908
2023-01-25,0.06892096
2023-01-26,0.06984672
2023-01-27,0.06977375
2023-01-28,0.0693018
2023-01-29,0.0683716
2023-01-30,0.06924736
2023-01-31,0.06869591
2023-02-01,0.07248618
2023-02-02,0.0693364
2023-02-03,0.07021087
2023-02-04,0.06390361
2023-02-05,0.06504389
2023-02-06,0.06922852
2023-02-07,0.06296709
2023-02-08,0.06333731
2023-02-09,0.0630706
2023-02-10,0.06187908
2023-02-11,0.05222517
2023-02-12,0.05404659
2023-02-13,0.0694165
2023-02-14,0.06898476
2023-02-15,0.07007275
2023-02-16,0.06883867
2023-02-17,0.06942003
2023-02-18,0.06901762
2023-02-19,0.0685095
2023-02-20,0.0690054
2023-02-21,0.06862213
2023-02-22,0.06793701
2023-02-23,0.06789273
2023-02-24,0.06899622
2023-02-25,0.06951907
2023-02-26,0.06868826
2023-02-27,0.06954316
2023-02-28,0.06961393
2023-03-01,0.07283271
2023-03-02,0.07018055
2023-03-03,0.07011516
2023-03-04,0.06372397
2023-03-05,0.06512951
2023-03-06,0.06975275
2023-03-07,0.06332802
2023-03-08,0.06302249
2023-03-09,0.06320453
2023-03-10,0.06022861
2023-03-11,0.05168918
2023-03-12,0.05477113
2023-03-13,0.07188143
2023-03-14,0.06942792
2023-03-15,0.06912503
2023-03-16,0.06766758
2023-03-17,0.06712383
2023-03-18,0.06520806
2023-03-19,0.06549074
2023-03-20,0.06380654
2023-03-21,0.06242935
2023-03-22,0.06398261
2023-03-23,0.06338905
2023-03-24,0.06409714
2023-03-25,0.06373401
2023-03-26,0.06315165
2023-03-27,0.06337833
2023-03-28,0.06301213
2023-03-29,0.06483843
2023-03-30,0.06326078
2023-03-31,0.06378537
2023-04-01,0.07282607
2023-04-02,0.07099819
2023-04-03,0.07003903
2023-04-04,0.06477681
2023-04-05,0.0654367
2023-04-06,0.069766
2023-04-07,0.0629367
2023-04-08,0.06303829
2023-04-09,0.06311713
2023-04-10,0.06033655
2023-04-11,0.05273175
2023-04-12,0.05499139
2023-04-13,0.06414101
2023-04-14,0.06601679
2023-04-15,0.06885466
2023-04-16,0.06898042
2023-04-17,0.06965494
2023-04-18,0.07043885
2023-04-19,0.0691347
2023-04-20,0.06748093
2023-04-21,0.0686401
2023-04-22,0.06763604
2023-04-23,0.06757019
2023-04-24,0.06741967
2023-04-25,0.06710203
2023-04-26,0.0660952
2023-04-27,0.06577932
2023-04-28,0.06467338
2023-04-29,0.06464102
2023-04-30,0.06502488
2023-05-01,0.07457214
2023-05-02,0.07167628
2023-05-03,0.07009429
2023-05-04,0.06620798
2023-05-05,0.0651934
2023-05-06,0.06970758
2023-05-07,0.06298147
2023-05-08,0.06304286
2023-05-09,0.06309248
2023-05-10,0.05946796
2023-05-11,0.05295496
2023-05-12,0.05340281
2023-05-13,0.06751077
2023-05-14,0.06696753
2023-05-15,0.06692078
2023-05-16,0.06667312
2023-05-17,0.06729563
2023-05-18,0.06673298
2023-05-19,0.0671075
2023-05-20,0.06730104
2023-05-21,0.06730264
