Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-24 00:00:00,27224.603515625,27224.603515625,27134.337890625,27159.326171875,0,0.0,0.0
2023-05-24 01:00:00,27164.12109375,27186.36328125,27142.359375,27146.900390625,0,0.0,0.0
2023-05-24 02:00:00,27141.99609375,27172.7578125,27124.544921875,27172.7578125,0,0.0,0.0
2023-05-24 03:00:00,27166.669921875,27166.669921875,26694.427734375,26784.9375,0,0.0,0.0
2023-05-24 04:00:00,26793.591796875,26810.6328125,26721.40625,26798.880859375,0,0.0,0.0
2023-05-24 05:00:00,26808.962890625,26829.099609375,26739.828125,26777.287109375,0,0.0,0.0
2023-05-24 06:00:00,26780.435546875,26780.435546875,26685.84375,26685.84375,0,0.0,0.0
2023-05-24 07:00:00,26696.51171875,26752.802734375,26671.978515625,26686.759765625,85857280,0.0,0.0
2023-05-24 08:00:00,26682.783203125,26742.173828125,26681.044921875,26741.033203125,41652224,0.0,0.0
2023-05-24 09:00:00,26749.0390625,26823.986328125,26740.185546875,26753.220703125,128640000,0.0,0.0
2023-05-24 10:00:00,26751.77734375,26760.16796875,26718.201171875,26733.541015625,23854080,0.0,0.0
2023-05-24 11:00:00,26730.318359375,26753.7890625,26695.99609375,26727.880859375,40876032,0.0,0.0
2023-05-24 12:00:00,26737.958984375,26737.958984375,26680.39453125,26700.193359375,0,0.0,0.0
2023-05-24 13:00:00,26694.21875,26703.880859375,26334.21484375,26439.19140625,494569472,0.0,0.0
2023-05-24 14:00:00,26451.09375,26451.09375,26192.265625,26264.6484375,912761856,0.0,0.0
2023-05-24 15:00:00,26247.408203125,26355.71875,26106.576171875,26302.7578125,1030842368,0.0,0.0
2023-05-24 16:00:00,26306.4921875,26321.294921875,26164.693359375,26222.76171875,140538880,0.0,0.0
2023-05-24 17:00:00,26224.5625,26344.357421875,26170.388671875,26286.892578125,221847552,0.0,0.0
2023-05-24 18:00:00,26281.1015625,26319.33984375,26230.28125,26230.28125,68104192,0.0,0.0
2023-05-24 19:00:00,26217.705078125,26374.8671875,26204.091796875,26236.912109375,227265536,0.0,0.0
2023-05-24 20:00:00,26246.818359375,26481.623046875,26239.515625,26419.96875,449680384,0.0,0.0
2023-05-24 21:00:00,26403.1875,26451.84765625,26319.2265625,26363.83984375,140536832,0.0,0.0
2023-05-24 22:00:00,26361.37109375,26400.0390625,26318.9609375,26341.75,45195264,0.0,0.0
2023-05-24 23:00:00,26338.947265625,26381.01171875,26328.455078125,26336.533203125,48313344,0.0,0.0
2023-05-25 00:00:00,26329.4609375,26375.16015625,26214.375,26225.4140625,178327552,0.0,0.0
2023-05-25 01:00:00,26235.3125,26307.580078125,25890.59375,26096.41796875,867940352,0.0,0.0
2023-05-25 02:00:00,26118.787109375,26138.412109375,26050.900390625,26113.7578125,187056128,0.0,0.0
2023-05-25 03:00:00,26116.48046875,26204.884765625,26116.48046875,26179.927734375,0,0.0,0.0
2023-05-25 04:00:00,26182.009765625,26257.7109375,26147.916015625,26212.138671875,0,0.0,0.0
2023-05-25 05:00:00,26216.423828125,26266.5859375,26214.328125,26256.283203125,0,0.0,0.0
2023-05-25 06:00:00,26253.169921875,26285.48828125,26214.8125,26259.349609375,0,0.0,0.0
2023-05-25 07:00:00,26258.853515625,26258.853515625,26125.1796875,26125.1796875,0,0.0,0.0
2023-05-25 08:00:00,26121.83203125,26246.490234375,26121.83203125,26217.66015625,3968000,0.0,0.0
2023-05-25 09:00:00,26220.037109375,26272.01171875,26219.796875,26272.01171875,0,0.0,0.0
2023-05-25 10:00:00,26272.845703125,26272.845703125,26224.05859375,26232.978515625,9262080,0.0,0.0
2023-05-25 11:00:00,26232.9921875,26306.744140625,26211.052734375,26283.291015625,40985600,0.0,0.0
2023-05-25 12:00:00,26291.078125,26448.142578125,26291.078125,26396.78515625,554824704,0.0,0.0
2023-05-25 13:00:00,26403.251953125,26430.234375,26274.69140625,26342.775390625,0,0.0,0.0
2023-05-25 14:00:00,26341.384765625,26413.716796875,26303.15625,26361.669921875,0,0.0,0.0
2023-05-25 15:00:00,26361.603515625,26386.90234375,26192.130859375,26223.845703125,0,0.0,0.0
2023-05-25 16:00:00,26225.294921875,26309.955078125,26223.775390625,26285.1953125,0,0.0,0.0
2023-05-25 17:00:00,26277.501953125,26381.833984375,26252.986328125,26345.15234375,0,0.0,0.0
2023-05-25 18:00:00,26345.275390625,26399.25390625,26333.373046875,26365.873046875,0,0.0,0.0
2023-05-25 19:00:00,26368.255859375,26591.51953125,26365.634765625,26484.404296875,243723264,0.0,0.0
2023-05-25 20:00:00,26469.470703125,26508.203125,26462.52734375,26491.080078125,0,0.0,0.0
2023-05-25 21:00:00,26488.123046875,26488.123046875,26444.876953125,26471.4609375,0,0.0,0.0
2023-05-25 22:00:00,26475.0,26478.443359375,26439.693359375,26462.509765625,0,0.0,0.0
2023-05-25 23:00:00,26456.775390625,26534.69921875,26456.775390625,26475.779296875,82421760,0.0,0.0
2023-05-26 00:00:00,26474.181640625,26500.423828125,26403.279296875,26453.787109375,0,0.0,0.0
2023-05-26 01:00:00,26463.451171875,26532.37109375,26378.626953125,26410.6171875,0,0.0,0.0
2023-05-26 02:00:00,26411.861328125,26440.12890625,26394.8046875,26406.3515625,0,0.0,0.0
2023-05-26 03:00:00,26408.28125,26452.12109375,26401.423828125,26439.53515625,0,0.0,0.0
2023-05-26 04:00:00,26433.7421875,26451.306640625,26419.294921875,26428.666015625,0,0.0,0.0
2023-05-26 05:00:00,26427.4140625,26434.0078125,26349.89453125,26355.064453125,0,0.0,0.0
2023-05-26 06:00:00,26352.20703125,26436.619140625,26343.94921875,26436.619140625,0,0.0,0.0
2023-05-26 07:00:00,26436.458984375,26525.763671875,26418.505859375,26512.166015625,64152576,0.0,0.0
2023-05-26 08:00:00,26507.099609375,26539.673828125,26473.439453125,26473.439453125,38609920,0.0,0.0
2023-05-26 09:00:00,26474.638671875,26477.02734375,26435.197265625,26450.65625,6239232,0.0,0.0
2023-05-26 10:00:00,26449.96875,26483.552734375,26430.322265625,26456.171875,0,0.0,0.0
2023-05-26 11:00:00,26455.859375,26493.703125,26432.3515625,26472.7578125,0,0.0,0.0
2023-05-26 12:00:00,26470.951171875,26478.212890625,26370.548828125,26444.224609375,0,0.0,0.0
2023-05-26 13:00:00,26441.234375,26588.94921875,26441.234375,26569.3125,0,0.0,0.0
2023-05-26 14:00:00,26543.943359375,26916.669921875,26543.943359375,26793.3515625,866666496,0.0,0.0
2023-05-26 15:00:00,26785.65234375,26844.33984375,26759.255859375,26759.255859375,63856640,0.0,0.0
2023-05-26 16:00:00,26760.2734375,26833.84765625,26760.2734375,26806.146484375,0,0.0,0.0
2023-05-26 17:00:00,26805.435546875,26833.19921875,26703.4140625,26714.087890625,0,0.0,0.0
2023-05-26 18:00:00,26720.9921875,26759.595703125,26630.060546875,26741.505859375,117022720,0.0,0.0
2023-05-26 19:00:00,26742.169921875,26822.115234375,26742.169921875,26777.1796875,0,0.0,0.0
