Date;Close (WBTC);Predicted Close (WBTC);Conditional Volatility
2023-07-18;0.06332332;0.06372372716196455;0.0012727910460491217
2023-07-19;0.06354053;0.06328541490520462;0.0012303209980627514
2023-07-20;0.06332358;0.06387680598578924;0.0011983145399225696
2023-07-21;0.0634217;0.06342705313350129;0.0012030771980027224
2023-07-22;0.06343238;0.06365975635269495;0.0011899083867955237
2023-07-23;0.06263052;0.06366353773727358;0.0011704047520464391
2023-07-24;0.0627487;0.0627756784867999;0.0012376083925827515
2023-07-25;0.06343295;0.06298640771803678;0.00122583030122161
2023-07-26;0.0635687;0.06352992761619394;0.001194144889028714
2023-07-27;0.06356442;0.06384525015833804;0.0011694955687064246
2023-07-28;0.0636373;0.06387939532773769;0.0011557973415620283
2023-07-29;0.06387866;0.06369243950173958;0.0011431471342944841
2023-07-30;0.06395865;0.06401951040342427;0.0011318224213900756
2023-07-31;0.06380558;0.06420405130264703;0.00111952169657328
2023-08-01;0.06364926;0.06415917026662873;0.001129256624098272
2023-08-02;0.06333731;0.06375199058969339;0.0011067813875506585
2023-08-03;0.06302249;0.06340930340495082;0.0011170879181956455
2023-08-04;0.06303829;0.0631431313033565;0.0011224462501459526
2023-08-05;0.06304286;0.06315449771308222;0.0011104936324778023
2023-08-06;0.06307449;0.06315107874822981;0.0011009095459860708
2023-08-07;0.06307807;0.06321560088420486;0.0010923371064642837
2023-08-08;0.06265443;0.06318332042495639;0.0010874377331742927
2023-08-09;0.06232335;0.06274006635520218;0.001112527336122719
2023-08-10;0.06265791;0.06244115990870929;0.0011206023778079141
2023-08-11;0.06268837;0.06273487410475662;0.0011068866526229978
2023-08-12;0.06271637;0.06291473844097215;0.001112312886439026
2023-08-13;0.0627732;0.06291568459346003;0.0010884224454487665
2023-08-14;0.06287132;0.06286826511734195;0.0010837274238120593
2023-08-15;0.06266731;0.06300603188820403;0.0010932328307900622
2023-08-16;0.06265231;0.06292542184222011;0.001096324345037844
2023-08-17;0.06271126;0.06284348070520285;0.0010950941534563009
2023-08-18;0.06334684;0.06291836090570618;0.0010891470255252821
2023-08-19;0.06357565;0.06353739649627788;0.001100919348980763
2023-08-20;0.06399572;0.06382637275689543;0.001092398009666144
2023-08-21;0.06413593;0.06417961388431341;0.0010883318056875964
2023-08-22;0.06388849;0.06431621448995659;0.0010820936818181938
2023-08-23;0.06268724;0.06401054300788918;0.0010929121351148487
2023-08-24;0.06328167;0.06294515294992757;0.0012330397151737518
2023-08-25;0.06324643;0.06336985232381019;0.001206858218274646
2023-08-26;0.06341187;0.06346310380049315;0.0011765032556910703
2023-08-27;0.06339025;0.06369231941246226;0.0011512160721711604
2023-08-28;0.06334439;0.06367759649337623;0.0011381737445369812
2023-08-29;0.06336629;0.06330372139467118;0.0011294260821673547
2023-08-30;0.06250689;0.06365618004533082;0.001113798477146022
2023-08-31;0.06260404;0.06263700387016424;0.001211917861812711
2023-09-01;0.06319681;0.06274608584876824;0.001163343324630003
2023-09-02;0.0630706;0.06324997571305796;0.0011486386992048093
2023-09-03;0.06320453;0.06322234899504839;0.0011301308125094892
2023-09-04;0.06311713;0.0634327366532307;0.0011103223681008189
2023-09-05;0.06309248;0.06306929031454471;0.0011074497305902484
2023-09-06;0.06338385;0.0631723985212294;0.0010915304733482049
2023-09-07;0.06347099;0.06353884455459789;0.0010803514011114772
2023-09-08;0.06286408;0.06353882123439647;0.0010715730444196157
2023-09-09;0.06298157;0.0630472416951077;0.0011139558277195587
2023-09-10;0.06300548;0.06303488739998027;0.0010977194189686604
2023-09-11;0.06260939;0.0630528983360716;0.001083937698217074
2023-09-12;0.06155408;0.06277612082800486;0.0010964045518695137
2023-09-13;0.06143379;0.061755275924656294;0.0012261329431118835
2023-09-14;0.06127567;0.06142146493305899;0.0011979008621103183
2023-09-15;0.06127877;0.06140723005628069;0.0011662192868506494
2023-09-16;0.06147494;0.061465325510830254;0.001140182028904227
2023-09-17;0.06156437;0.061690095496323386;0.001116137508964569
2023-09-18;0.06131461;0.06159310259744229;0.0011000792513596747
2023-09-19;0.06108429;0.06149346688941089;0.001094882850276271
2023-09-20;0.0605241;0.06117718578331425;0.001100542291275851
2023-09-21;0.05999287;0.06065693200263655;0.0011308778167587984
2023-09-22;0.05970803;0.06015970719636022;0.0011550670429263984
2023-09-23;0.0598928;0.059889404311074076;0.0011507410395574778
2023-09-24;0.05990793;0.06013322287254143;0.0011396474159812123
2023-09-25;0.0600597;0.060224701008286946;0.0011218234812838085
2023-09-26;0.06037669;0.060321004280129736;0.0011057033512391794
2023-09-27;0.06057492;0.06054207264099525;0.0010972552671693033
2023-09-28;0.06082833;0.06069013338458316;0.0010819671101398192
2023-09-29;0.06123748;0.06109890598627971;0.0010719477015752837
2023-09-30;0.06196677;0.06154710408235738;0.0010639158087849135
2023-10-01;0.06210094;0.06229218372937397;0.0010710805311638088
2023-10-02;0.06187908;0.06243219997561126;0.0010653888136840414
2023-10-03;0.06022861;0.062241944852162695;0.0010930832088819624
2023-10-04;0.06033655;0.06066251250273386;0.0014128318094981788
2023-10-05;0.05946796;0.06050056347512785;0.0013502787664964363
2023-10-06;0.05880666;0.05992547857637349;0.0013987084753071155
2023-10-07;0.05885511;0.05900960161807472;0.0014019606757932166
2023-10-08;0.05844008;0.05916289703512784;0.0012591263308008472
2023-10-09;0.05845468;0.058282813384222226;0.0013476752113788437
2023-10-10;0.05728592;0.05855602086214769;0.0012757625711449757
2023-10-11;0.05710399;0.057400343943794445;0.0013672218926781496
2023-10-12;0.05834952;0.05724589224009928;0.0013063059232648897
2023-10-13;0.05745528;0.05853827725357174;0.0013301030783348482
2023-10-14;0.05784466;0.057681542040617;0.001365440839814017
2023-10-15;0.05785567;0.05825530215867658;0.001295745140423581
2023-10-16;0.05750415;0.057857996687490885;0.0012553026931714992
2023-10-17;0.05611905;0.05763969488078958;0.0012189196385807156
2023-10-18;0.05494929;0.05660323397006389;0.0013708245708982081
2023-10-19;0.05516373;0.054949763167704994;0.0015058357499071282
2023-10-20;0.05457899;0.055447479044845926;0.0014121168584766198
2023-10-21;0.05414307;0.05483639161052664;0.0013950847420935847
2023-10-22;0.05422806;0.05458046412967284;0.001359985688079461
2023-10-23;0.05533178;0.054411270239105136;0.001302209341246646
2023-10-24;0.05352374;0.05542334608490917;0.0012995799363357402
2023-10-25;0.05258124;0.05397511469873882;0.0015158884246432604
2023-10-26;0.05169101;0.05281123594339858;0.0015574353019299678
2023-10-27;0.0526986;0.05225952686741943;0.001504989722507717
2023-10-28;0.05255309;0.05283436760340947;0.001486506737538239
2023-10-29;0.05217737;0.05323680171987555;0.0014009479257261405
2023-10-30;0.05202693;0.052389516526375315;0.001412045134875767
2023-10-31;0.05241597;0.05234662346965675;0.0013436320098585111
2023-11-01;0.05240516;0.052402957160197085;0.0012749913216755344
2023-11-02;0.05222517;0.052951940433796134;0.0012038722551433697
2023-11-03;0.05168918;0.05252654433230709;0.0012158231959696006
2023-11-04;0.05273175;0.051987902909499895;0.001235523812872449
2023-11-05;0.05295496;0.05291287980552643;0.0012243053027740658
2023-11-06;0.05396774;0.05330045228165304;0.0011768364705434773
2023-11-07;0.05417774;0.0543093699664029;0.0011692506182541039
2023-11-08;0.05330136;0.054516375036819976;0.001164592011627612
2023-11-09;0.05286328;0.0534269306009886;0.0012432521809276204
2023-11-10;0.05775234;0.05321518458066754;0.0012235856423108854
2023-11-11;0.05582846;0.05781464254584523;0.002317179195592256
2023-11-12;0.05548267;0.056402712123493876;0.0022642989994434578
2023-11-13;0.05528966;0.05599759382856552;0.0020985392445697633
2023-11-14;0.05650911;0.055270364395907545;0.0019410603237560665
2023-11-15;0.05589161;0.05609162376221073;0.0018478378923885799
2023-11-16;0.05452813;0.05704299910326847;0.0017002686891664156
2023-11-17;0.0544004;0.05445252095920065;0.0019375112935288699
2023-11-18;0.05374448;0.05475370728335523;0.0017728844943852712
2023-11-19;0.05366379;0.053653401006559465;0.0017005393879185684
2023-11-20;0.05378809;0.05414013984717825;0.0015710406407215343
2023-11-21;0.05423439;0.05404244756797402;0.0014735019683944208
2023-11-22;0.05406487;0.054360839816929934;0.0013815814865760624
2023-11-23;0.05525609;0.05438338597827186;0.001313795535718508
2023-11-24;0.05547828;0.05543681799704271;0.0013164078020960525
2023-11-25;0.05515452;0.055796490586094705;0.00125450858058215
2023-11-26;0.05514051;0.05546252505323772;0.0012354055222038463
2023-11-27;0.05520564;0.05548981509080423;0.00119565002391812
2023-11-28;0.05445959;0.05530475342799301;0.0011617433414747192
2023-11-29;0.05419361;0.05492483148364871;0.0011865502889647705
2023-11-30;0.05380209;0.05449989876894833;0.0011907070478454833
2023-12-01;0.05432116;0.05406203987721635;0.0011733671843403392
2023-12-02;0.05404659;0.05459849896193482;0.0011574485916196644
2023-12-03;0.05477113;0.054388734218246644;0.0011799904504531335
2023-12-04;0.05499139;0.05497229991384892;0.0011638598216342853
2023-12-05;0.05340281;0.05535064968460135;0.0011232445165886805
2023-12-06;0.05206165;0.05363543778653143;0.0013680734763675793
2023-12-07;0.05125359;0.052451320305450515;0.0014664487182971392
2023-12-08;0.05452427;0.05132180608433475;0.0014706238860270199
2023-12-09;0.05339663;0.054740727193778094;0.0019790370935325262
2023-12-10;0.05371941;0.053903914490136345;0.0019116200831477527
2023-12-11;0.05388791;0.05401850999438562;0.0017376792326553446
2023-12-12;0.05382854;0.05396664556451339;0.0016150194847867625
2023-12-13;0.05305804;0.0535553740197134;0.001499591033959434
2023-12-14;0.05265949;0.05384207610920692;0.0014219292748463195
2023-12-15;0.05385844;0.052570291578449946;0.0014448979635560315
2023-12-16;0.05304273;0.05416907106357714;0.0014578932863373102
2023-12-17;0.05294444;0.05325054577339217;0.0014634207720389293
2023-12-18;0.05327467;0.053286878749662696;0.0013792801570122236
2023-12-19;0.05216372;0.053460033296409006;0.0013189478586172908
2023-12-20;0.05155755;0.05223087488260291;0.0013579848240487574
2023-12-21;0.05034936;0.05209440958599178;0.0013410673292899508
2023-12-22;0.0510606;0.050399266773962906;0.0014657309431860056
2023-12-23;0.05291727;0.05124019026670225;0.0013963795844556997
2023-12-24;0.05272268;0.05321755433789722;0.0014959408776515834
