,periodStartUnix,liquidity,high,low,pool,close,feeGrowthGlobal0X128,feeGrowthGlobal1X128
10,1641589200,2074655726770798698,0.4804090572582140834551056019117293,0.4755441672789283420198820624933238,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.477903229770861867737607289511047,1142410643511384819570884822083739062013313,2839553269468906891220397970467
11,1641592800,1468072536976709797,0.4873613444638759368423322446237653,0.4779808480892549525114639066291624,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.484704683649665056192973555095912,1144998619924602069310441545633375075009379,2843027618090624100148205453176
12,1641596400,1598344344438752387,0.4891537139167098346677117218048053,0.4838236841039121531390984553701429,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4870596131572466137907721601809518,1146825331017345569819110287559609312123216,2846148799906344971930199950510
13,1641600000,2592197700719509462,0.490193499305954440580803424436319,0.4764896793727288856193740957786226,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4764896793727288856193740957786226,1152002084710803848473814648568820192604652,2859278939918119766205721153436
14,1641603600,2592943263361820260,0.4767470363191248647021935182645462,0.4721029636754305896667694400198592,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4758158025193995739214602233161725,1154448704232383324176167375395030662696121,2864905825857606033490538407288
15,1641607200,2608568508955362543,0.4818017660264298004572426680095746,0.4757042382878764388537261009713308,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.478962729962609165703439959121065,1156888275916669238450768794035991059283407,2869193073017147340795773788072
16,1641610800,2656941337157679826,0.4817741826168375661394014288324476,0.4768125858719810892353809312431026,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4781396456343971897856177542279028,1160003305942309281705931955066252924043879,2875753740931715379850264159287
17,1641614400,2662994698940827613,0.4786033919588350551252101465795301,0.4737702909008031725941444096636942,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4751211493041163894840169589107572,1162706665888886226484458940935846417875324,2882498591207588156495727856708
18,1641618000,2760992776021724480,0.4776147349722891283296663810753204,0.4743021602214840395942553220218356,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4747884759058594235251629856517693,1164253578430464300520399633893338330491665,2885720296939554579576199874761
19,1641621600,2663160246236066502,0.478017100915499506556301421518863,0.473687893013470316365722656089427,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4737706728267519466429210735019376,1166232896943130100434648254102750877353822,2890141750570950631753267359471
20,1641625200,3172552731061640423,0.4739096447801273820840244183715194,0.4702876931159372485465747269561072,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4703121696230579332014493576478839,1168615178754306182833214472148531035315989,2896084551698197077163944094493
21,1641628800,3201098808694859916,0.4706223478842518634107937604669103,0.4676703206856290804722831522633373,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4695094571585544025355855293844305,1170264379207032252689541225334797742962516,2899798316754780887669375750085
22,1641632400,3202756571706875846,0.4706310437139689002244304522378527,0.4676354065300425223001079988369473,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4684003173071707713593051476445634,1171491977439626364166627767542407515903989,2902699682382198621567998970059
23,1641636000,2696782045399249376,0.4736762568288552076979531472034592,0.4672384471759660541150789461816931,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4715241190548504121567046264544972,1174124747047864292874841912607828683026553,2907511466062834396735199147022
24,1641639600,2696193776416547241,0.4743976998054775120040828516975493,0.4716391330115294592435639128470188,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4736056402230535550351634092419991,1175942566696467240013538221410251184431981,2910744676858600610318972966945
25,1641643200,2709778008918450367,0.4763175399496566523088510458989124,0.4718469452890128927164315815405449,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4758038752276184780938333739127793,1177149258567359772770787424560177349769597,2912762788379887247627829534971
26,1641646800,3129715517900879852,0.4785142093476563944867499857029431,0.4749083378741249790149639241715595,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4772695662438086249980971299388651,1179218219290301709499571992240934111143879,2916718632871899943792843573131
27,1641650400,3061089388737040630,0.4829867125228047758080813259819035,0.4754439697095894109076407086880163,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4827052421746972037126782210376539,1181243182300704173748017951778736365168406,2919490690797490663792029564471
28,1641654000,2538815560820804766,0.4880997297654926340346035871514841,0.4818834287325824578191739565861272,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4857768383871339414884111798261261,1184181644273930403423620343356587213384990,2924844850951885316363986007604
29,1641657600,1258469024562178206,0.497500969778525658058169315352991,0.4827322858798210315757295007906783,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4974317600648512350793011746633586,1189594390002568816682796090458095044885800,2933042187769974989251755208963
30,1641661200,685700183452426397,0.5189611968205295929068609523761372,0.4974270433011143256380818214013383,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.5189611968205295929068609523761372,1199618788986886666501782128909804633246058,2948050125796945313177718583855
31,1641664800,703607056363879433,0.5243054656577782321423257361886161,0.5087148892550288471878401199091115,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.5237388393848432097817136776282757,1210820543192252943778603009758930598102456,2968323560411366274227904263823
32,1641668400,979426828599390278,0.5252402490808965606219195244986813,0.514929056108547284042983016068952,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.5204584822857797857874038798673349,1218728248806150111212426881077926739642743,2983935902490122606664076600095
33,1641672000,1015021823986021715,0.5242998037553561127295421524504106,0.5134752425770246390612234247693433,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.5174875259315445596505523815902538,1224098711371751029654293693940978543504214,2995145648969565976448018917895
34,1641675600,3353062886524716521,0.5190357928182992809997665674924666,0.500810994983295403672779724868807,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.5026557414172738652987417352898884,1228614113179946284790608531114239188078975,3007612898069861840283787595816
35,1641679200,3943770518558794880,0.5023817484420703765127889658546921,0.4909635755880440512415593313851329,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4955521576292815985335460900987072,1232048239346275038688282650809458858428317,3016234091095523439493789826216
36,1641682800,3359506803692389834,0.5035163243098774081623724796993993,0.4957309177070200919343816809953458,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.5031041017297323874527459706579977,1234873016225292276265550757056614778863839,3020024510028909014428536237678
37,1641686400,3947342882885647559,0.5076572271183439636300581927890137,0.4938231760662501546240533985634961,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4960339099550210922877323144323303,1238879863793109633369740134918895540673167,3029605036063004224525329527280
38,1641690000,3958414285737935466,0.5018674806155868955266413226519487,0.4942372897766018864285163727667954,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4969843048761482797106211171156008,1241592216586000540554602896977461846609835,3035031477070082548871270358872
39,1641693600,4030944519864088304,0.499254836483040343205237796440776,0.4919920195326064181709933248288861,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4935583941228937571841456463718509,1244131994945901194724733230594647321980913,3040956919370890633002774800975
40,1641697200,4058354996379505023,0.4967640592012980534751940704212781,0.493106466895323766138435289985855,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4965784687351031007249125370031528,1246270099010903694912037390391618860048854,3044558931124299750352656638009
41,1641700800,3460045844571648711,0.4971047558218032688046377928062955,0.491622076861772499928463992732065,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4916507476871446609180870203012384,1247226628933526550095013184140647587306244,3047638265172667156131305519569
42,1641704400,4062445982023345071,0.4951021137342975620888153252096806,0.4896201557547886651268762404615916,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4945765299957866296830027815994508,1250256727171057848070065170023729369960291,3053149485552673632870818777816
43,1641708000,3461029766019534883,0.4951539365369177311046962664847856,0.4910642844903458360304933039370106,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4920901679223596188499170037686098,1251850705012050261234214045932124202109532,3056960714764691171806566269674
44,1641711600,4074395415306146168,0.4944888427813003787757130853837677,0.4900597667429630800461735788327429,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4941231106858653801985321631177547,1253549224228487513238686555442921628267496,3059989755770015275289946478079
45,1641715200,4057766897676807398,0.4999402993299793156318068266269745,0.4928619813882148590022532793148782,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4995744374871779790320560341638853,1256297238131014744429464817138277159295192,3064172552895307326069050107222
46,1641718800,3490190925782884123,0.5028561761489169152418545273842125,0.4976927428518730663310202834626659,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.5000187702257874745762394824356095,1258745670125979825099770416685562867625252,3068907274900919587929580010423
47,1641722400,4384128617428633720,0.5022036107308112971042901901141818,0.4970461032471622604047161630293627,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4984563131921395164503452360900672,1261443904958989418995224482480139382093815,3074687337011719082291341872535
48,1641726000,3506437071104524547,0.4984563131921395164503452360900672,0.4906339000224588586893648385107487,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4919102249576956035571894453144394,1263728115263700015471431505184540384273294,3080878668498320336917609399444
49,1641729600,4393242480440398073,0.4963265597036845595981308723062075,0.4907690420463530908482548373546588,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4959680298662516753258772290802613,1266737356107304212460962920173231745645226,3086181169867154209013653513557
50,1641733200,4370646821004571489,0.4990623332016272334941514554010405,0.4931547472702451767687066455441357,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4990623332016272334941514554010405,1269059033792168443357367892004828416145501,3090013309112251302846794124656
51,1641736800,4394082175441161643,0.4996102766380343273767907500717806,0.495294074446844606108575885247493,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.498133777519475515490460827510577,1271212485143165686302724332822466937679621,3094483877150619221525260443758
52,1641740400,4417707203112071115,0.5033219884564202861535135662632642,0.4979528679111114086746868815185953,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4989792392196184385054871336974123,1274670395049030877447807419623948191798596,3101235409567517651647596673456
53,1641744000,3618465022487235624,0.500218194390515316218515640869416,0.4887652692124617572669341757659693,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4887652692124617572669341757659693,1276562577147800423174533047109254697481645,3107456771578516399616924601349
54,1641747600,3628704996547661345,0.4896945887495275108966024778287868,0.480131181551214707589516346242399,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4803627342958897880473159716166456,1280994457338387743780529376502743784855608,3118841520574172018945208527513
55,1641751200,3732713657345881503,0.4808572175969031167089947109932992,0.4725452511568930651168620886238412,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4759740280746658272891824972941437,1285361431715560011004327602151063662503825,3129043178099421700896333098446
56,1641754800,3603460151928430709,0.4769317630375490594747347750780279,0.4669541772540643858899565663353139,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4669586864146010664522833329632652,1287855626761130034158584867018060962944329,3136758293358034461009638692659
57,1641758400,4295936295293610994,0.4698720571111740783967352970463047,0.464217561408293191814735440914195,"{'id': '0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7', 'totalValueLockedUSD': '2619036.900309908219668059680743294', 'totalValueLockedToken1': '1147630.627934', 'totalValueLockedToken0': '1695131.47431161728021922', 'token0': {'decimals': '18'}, 'token1': {'decimals': '6'}}",0.4693996144255640421985214953616807,1290758857341362261408714566053254992827951,3142388356859481807870335696906
