"09/01/2022 01:00:00,1641661200,+13.45927574801135"
"10/01/2022 01:00:00,1641747600,-5.561245538333878"
"11/01/2022 21:00:00,1641906000,-18.7391938646806"
"12/01/2022 21:00:00,1641992400,-40.866603047850504"
"14/01/2022 07:00:00,1642114800,-50.33058809214799"
"17/01/2022 10:00:00,1642384800,-65.22416591514661"
"17/01/2022 23:00:00,1642431600,-59.50867316712947"
"18/01/2022 22:00:00,1642514400,-58.47830989633894"
"21/01/2022 09:00:00,1642726800,-36.58780231747323"
"22/01/2022 05:00:00,1642798800,-10.97140479146583"
"22/01/2022 15:00:00,1642834800,-2.7926810018157084"
"23/01/2022 17:00:00,1642928400,-8.90583983748138"
"24/01/2022 02:00:00,1642960800,+5.130248271174651"
"24/01/2022 17:00:00,1643014800,+4.865534223332816"
"25/01/2022 04:00:00,1643054400,-21.41373870118605"
"25/01/2022 14:00:00,1643090400,-25.740942337982915"
"26/01/2022 01:00:00,1643130000,-47.88802273555825"
"26/01/2022 21:00:00,1643202000,-71.21205684718097"
"27/01/2022 05:00:00,1643230800,-39.341613757149844"
"28/01/2022 10:00:00,1643335200,-45.46460414675994"
"03/02/2022 09:00:00,1643850000,-24.43574382663246"
"05/02/2022 00:00:00,1643990400,-43.608099956609294"
"07/02/2022 11:00:00,1644202800,-57.42741116987713"
"07/02/2022 22:00:00,1644242400,-95.70985611111678"
"12/02/2022 02:00:00,1644602400,-63.72393788258046"
"12/02/2022 14:00:00,1644645600,-63.476540713003715"
"15/02/2022 21:00:00,1644930000,-65.93051006497967"
"18/02/2022 07:00:00,1645138800,-62.2366739215538"
"20/02/2022 14:00:00,1645336800,-59.02739230541465"
"22/02/2022 07:00:00,1645484400,-50.675804025813704"
"23/02/2022 15:00:00,1645599600,-60.90721974756343"
"24/02/2022 10:00:00,1645668000,-56.650773967264286"
"24/02/2022 13:00:00,1645678800,-55.41669550990105"
"24/02/2022 23:00:00,1645714800,-66.99141520886565"
"25/02/2022 20:00:00,1645790400,-87.47732772675067"
"01/03/2022 07:00:00,1646089200,-92.17181982503166"
"05/03/2022 03:00:00,1646420400,-74.24183170286847"
"14/03/2022 06:00:00,1647208800,-41.217496427494325"
"17/03/2022 07:00:00,1647471600,-50.858960988632134"
