Date,Simulation 1,Simulation 2,Simulation 3,Simulation 4,Simulation 5,Simulation 6,Simulation 7,Simulation 8,Simulation 9,Simulation 10,Simulation 11,Simulation 12,Simulation 13,Simulation 14,Simulation 15,Simulation 16,Simulation 17,Simulation 18,Simulation 19,Simulation 20,Simulation 21,Simulation 22,Simulation 23,Simulation 24,Simulation 25,Simulation 26,Simulation 27,Simulation 28,Simulation 29,Simulation 30
2023-05-23,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264,0.06730264
2023-05-24,0.07588791941266787,0.07522921442789392,0.06560560909770749,0.07600379348996214,0.06780897585136501,0.06965092742924678,0.06610055223148453,0.07554124836652243,0.06800060373206966,0.06757580899397828,0.07384888456226558,0.07581909311065825,0.06980066496959288,0.06421172881014128,0.0748849969694031,0.06609798351389912,0.06817384817937484,0.06887314936577366,0.06794507973837631,0.0686125913929395,0.07173805327971132,0.06732557582654801,0.06713704723655926,0.0707153668010043,0.07383768981769517,0.06864686792796856,0.068494671407796,0.0736320881505018,0.06967499649926091,0.06560219419235828
2023-05-25,0.07381344788062313,0.0687311221134512,0.06673774253561542,0.07404028128562277,0.0704106298016695,0.06738386118978394,0.07067508698389183,0.06956721764778026,0.07328475571114547,0.06657953748844142,0.07431968182146549,0.0705474669290831,0.065805941790601,0.06988178051225623,0.07182084503864306,0.0688351960633149,0.061038997847259274,0.0598589595488319,0.07845143714084231,0.06684135265043463,0.07086249644691955,0.06730348074910508,0.06083007212382688,0.06957219501825405,0.06732046242752834,0.07298921455441527,0.05925730029008122,0.06941866765636852,0.0768338132410216,0.0702952359264229
2023-05-26,0.07642272132621208,0.06500381333004981,0.057528319944533085,0.07120034820103385,0.06455217240950965,0.0793913284135053,0.07048251966200854,0.06868228170997956,0.061442128121566776,0.06216681064661564,0.06232793694472469,0.06602402425088946,0.06811411538968198,0.06893253361529052,0.07060154476960899,0.06782338215597698,0.061922750399180805,0.06709765391642335,0.07246475923291652,0.06476204040369547,0.07109857334371657,0.07269449149854126,0.06976343346251816,0.06486621717169848,0.06574301897024933,0.06651829171582085,0.06723816958800871,0.07188459231449265,0.07097171337524917,0.07845627486532324
2023-05-27,0.08604109430394254,0.0632902532161247,0.07023794588526279,0.062080553139837576,0.06981216146008638,0.07301269890231828,0.06430304839796265,0.07282055877772878,0.05758578842215598,0.06534687661096882,0.0669096365740321,0.05577520012558316,0.060535733657356164,0.06982076310312367,0.07097351442945232,0.06519317199117179,0.06608623725077928,0.07538586679879575,0.07099418831864018,0.06501804177961312,0.05933585250803246,0.06442441691173534,0.06783851348058295,0.0720142323151762,0.06376872602520892,0.06446574709688112,0.07251655441595307,0.0736632813470206,0.06403358671109731,0.061849374445160046
2023-05-28,0.08872520209807379,0.07082193364256398,0.05780100044232764,0.06579294320103618,0.06781854604092383,0.07079579741259778,0.05512419253335844,0.0672726860427314,0.05059212337862581,0.06486327063752377,0.07373496879600223,0.06316625672368396,0.06772205711881532,0.07606466783781735,0.061088897653902616,0.06825503306630688,0.05925900617750147,0.07501444186633521,0.07490870792283004,0.06372411827149242,0.05962263377967363,0.07004394581215805,0.06331780111183198,0.0743375503562617,0.06098057523879812,0.06318366204408146,0.06668094222096882,0.07242328761352566,0.06912110843057148,0.07006749804511865
2023-05-29,0.07278119971543998,0.056351545963124264,0.054949958014152096,0.06596590277034078,0.05907338930762325,0.08140209254876966,0.06770678536431739,0.06768648625542978,0.07307750227961522,0.06285271277794338,0.06559373190693274,0.06326365786015227,0.059204832902019416,0.07506687686544238,0.06608832040614242,0.06006429607388932,0.059353686808582995,0.08188426217912459,0.07598910910552223,0.06424282183873485,0.06931747611567671,0.061348715708743146,0.061489375677171214,0.06463388767099333,0.05668562871940666,0.06464353313334344,0.06850446882086073,0.0708321206626856,0.0781772036295825,0.07597822965517909
2023-05-30,0.08190939099453157,0.07046843965947787,0.06688419204954506,0.06515564025424618,0.06128499477243677,0.07151910095532656,0.07574882925570274,0.06953360451090076,0.08255296382797486,0.057880822019721764,0.06763120938881402,0.05936958322364967,0.061963071982855514,0.07937933020463635,0.05894847493439899,0.05845447092482641,0.05925496495023373,0.07638036507378039,0.077373101413369,0.07090329456074175,0.0723516404329546,0.0630772035959434,0.07016784844281132,0.06559665616715467,0.06488029452014116,0.062495982528724715,0.07006439652787591,0.07025884951954896,0.07342785325991519,0.07482799526206302
2023-05-31,0.07978663209381104,0.06509833550609906,0.058231023427623686,0.06300988528215824,0.06916333333606661,0.06625430104772728,0.05921345388453846,0.06040069250150553,0.08977073003582466,0.06053245502973777,0.07058382958295138,0.06459409220812092,0.06481234433761562,0.08031046952613116,0.06301758961247111,0.05766693912540632,0.06461327467688685,0.07138466803419057,0.0763436772259712,0.07146680511913052,0.06240111022449537,0.06514472374424607,0.06249394075971258,0.06319464881443776,0.06700593382592653,0.07345130452156445,0.06054354096314432,0.0716026376191378,0.06874724174992249,0.0760981693679224
2023-06-01,0.07407469079243874,0.06639396920205826,0.0541906649691623,0.06573274471194761,0.0683033862675852,0.072255090853931,0.07381709837290133,0.06950125075092284,0.0870774077005197,0.062399411462929225,0.06921671806821644,0.06854006275113773,0.06073830278615617,0.08446659853771725,0.0622862821630722,0.05971867975291831,0.060536960611051696,0.07440452860723502,0.0724961440107528,0.07023546490228665,0.06890190930115296,0.07142115244792795,0.0670871245957185,0.05868743776685703,0.056507610015311495,0.06013020078950505,0.06105951456532886,0.0747385981616821,0.0671404793094175,0.0786378524136529
